customer_id,spend_dining,spend_electronics,spend_entertainment,spend_fuel,spend_groceries,spend_online shopping,spend_travel,spend_utilities
100042,0.0,0.0,688.6,0.0,0.0,1351.9,0.0,0.0
100043,3432.51,2534.12,4709.55,6104.2,2872.38,0.0,2408.53,5274.47
100044,0.0,8325.22,0.0,7132.93,0.0,0.0,0.0,0.0
100045,1819.64,0.0,0.0,0.0,547.14,2799.88,0.0,614.58
100046,0.0,694.78,0.0,3684.39,4941.6,0.0,320.91,4593.93
100047,0.0,0.0,11054.02,4331.31,0.0,4186.58,598.15,0.0
100048,0.0,0.0,0.0,1227.92,0.0,5356.89,3025.8,0.0
100049,2640.23,11642.849999999999,2616.55,0.0,7876.29,4258.29,0.0,0.0
100050,0.0,4923.42,5383.97,1878.55,0.0,0.0,3008.5299999999997,0.0
100051,12294.18,3304.46,9236.79,2477.25,0.0,6912.67,6206.41,0.0
100052,0.0,3685.13,2060.39,32.41,0.0,0.0,0.0,28.74
100053,0.0,9604.1,5320.01,0.0,7831.4400000000005,0.0,3378.65,3816.54
100054,0.0,0.0,270.34,0.0,11629.05,980.4399999999999,0.0,9585.18
100055,0.0,8854.779999999999,471.16,0.0,470.15,3886.9,0.0,9592.38
100056,5183.83,0.0,206.01,30.69,6928.08,0.0,0.0,3218.84
100057,3403.46,14001.91,2871.19,1854.16,16320.31,6495.26,0.0,0.0
100058,0.0,6548.58,0.0,0.0,0.0,972.0,8044.58,800.32
100059,0.0,0.0,9770.02,0.0,5613.41,887.37,724.01,0.0
100060,11715.59,0.0,0.0,5703.47,2938.6,0.0,10030.22,0.0
100061,0.0,549.8,20425.61,0.0,7922.49,2425.27,0.0,2127.63
100062,1984.47,0.0,14216.38,0.0,7073.12,2853.5,2869.32,5939.45
100063,0.0,0.0,4605.68,16225.14,1966.14,0.0,0.0,0.0
100064,6066.55,0.0,876.59,0.0,0.0,22007.33,3137.35,0.0
100065,9376.06,1565.25,10027.77,3866.81,3363.39,10176.63,0.0,0.0
100066,7004.4,18341.44,6715.2,0.0,7359.31,0.0,131005.0,0.0
100067,333.82,0.0,0.0,1644.79,0.0,8192.84,0.0,0.0
100068,0.0,8561.98,2019.98,0.0,11926.640000000001,0.0,7823.03,0.0
100069,1525.53,0.0,0.0,0.0,3928.2,0.0,0.0,2496.5
100070,8305.21,311.19,2066.37,8208.12,10040.88,9866.8,0.0,0.0
100071,6983.38,1455.25,447.98,0.0,4619.7,0.0,0.0,0.0
100072,0.0,0.0,1141.65,0.0,1761.01,804.17,0.0,2857.76
100073,0.0,1819.84,2779.97,0.0,3579.19,4388.84,1655.93,23831.489999999998
100074,0.0,2381.43,0.0,7507.860000000001,2578.43,7724.76,1523.69,0.0
100075,0.0,0.0,5027.58,0.0,1714.92,0.0,0.0,0.0
100076,0.0,518.02,21101.02,0.0,3876.63,4119.11,0.0,0.0
100077,0.0,786.16,0.0,11190.23,0.0,0.0,0.0,0.0
100078,6490.83,14040.970000000001,2408.92,9570.77,1979.37,4312.860000000001,0.0,0.0
100079,0.0,0.0,4994.03,6713.55,0.0,5694.74,5528.17,0.0
100080,727.07,0.0,3067.46,0.0,5134.31,3983.77,931.18,0.0
100081,0.0,0.0,4155.91,3058.97,6322.28,1586.54,0.0,0.0
100082,0.0,0.0,6912.6,0.0,4043.32,0.0,0.0,0.0
100083,2571.25,0.0,4769.17,0.0,3781.89,291.99,0.0,0.0
100084,0.0,12121.19,0.0,430.02,5664.38,10355.689999999999,16413.72,2232.44
100085,0.0,0.0,0.0,349.43,8654.79,0.0,0.0,17569.57
100086,1801.54,913.26,5038.349999999999,3231.83,11766.43,0.0,35.55,2732.89
100087,1591.92,0.0,0.0,11780.85,2315.28,0.0,0.0,0.0
100088,2900.25,0.0,0.0,643.74,14893.86,5196.929999999999,0.0,2605.73
100089,9203.39,0.0,0.0,0.0,3112.45,15808.97,0.0,0.0
100090,0.0,0.0,0.0,2479.76,0.0,0.0,0.0,735.1
100091,0.0,18885.79,0.0,0.0,13576.08,0.0,0.0,0.0
100092,0.0,5006.0,2285.81,0.0,0.0,994.15,0.0,0.0
100093,0.0,0.0,5336.58,4993.26,0.0,0.0,0.0,0.0
100094,0.0,0.0,3030.68,5400.44,1835.26,5076.76,2376.44,320.37
100095,0.0,2212.15,10560.26,25598.25,8179.14,0.0,3130.96,1876.22
100096,6653.75,0.0,0.0,0.0,3052.13,3972.6,1271.26,0.0
100097,17024.68,617.17,0.0,0.0,2529.84,971.9,0.0,4586.91
100098,6342.13,0.0,0.0,1104.37,9615.73,152.94,0.0,0.0
100099,18566.64,1189.16,3889.08,1366.3,0.0,0.0,6331.68,0.0
100100,0.0,2973.8,0.0,0.0,1508.99,0.0,0.0,1096.19
100101,2126.02,0.0,11570.69,0.0,3418.84,2016.99,2265.42,0.0
100102,2062.57,957.79,17215.95,0.0,1902.34,0.0,983.97,2358.9
100103,2885.59,0.0,0.0,1458.62,2420.21,0.0,0.0,5637.43
100104,4563.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100105,0.0,0.0,9718.42,7968.43,1475.06,0.0,1870.28,0.0
100106,17325.260000000002,12936.640000000001,15563.88,19129.67,12055.34,59.76,0.0,0.0
100107,5947.62,0.0,22499.81,0.0,4096.13,0.0,3968.84,12422.57
100108,2238.5,0.0,6182.41,367.76,974.87,0.0,0.0,0.0
100109,12978.640000000001,0.0,3412.83,0.0,4538.11,0.0,0.0,12917.95
100110,12290.369999999999,4643.21,1579.64,0.0,2713.25,1419.01,0.0,831.51
100111,12969.529999999999,0.0,3289.56,0.0,14610.78,13048.070000000002,0.0,9691.32
100112,0.0,2864.29,1431.16,26.91,11590.86,1773.44,1146.63,0.0
100113,1542.84,2691.77,4812.09,9659.12,1549.71,0.0,11862.11,0.0
100114,0.0,17609.0,4313.18,0.0,143.71,677.4,3957.65,1481.15
100115,4574.44,0.0,5517.27,7008.679999999999,1982.47,0.0,1267.4,0.0
100116,0.0,0.0,15393.96,0.0,8501.5,184.32,0.0,4521.41
100117,0.0,6778.92,3115.12,7934.93,7216.459999999999,0.0,0.0,0.0
100118,3701.53,0.0,1262.77,0.0,6320.53,0.0,0.0,481.67
100119,0.0,0.0,14532.869999999999,0.0,8047.9800000000005,902.61,0.0,3656.54
100120,0.0,0.0,0.0,0.0,5238.4400000000005,0.0,0.0,0.0
100121,0.0,0.0,0.0,2669.14,0.0,0.0,1783.34,1017.16
100122,0.0,3666.27,8062.97,0.0,5801.24,4866.67,2502.39,0.0
100123,971.17,6336.31,6333.79,0.0,1056.6,0.0,0.0,1017.41
100124,0.0,259.04,0.0,4493.09,4792.83,0.0,0.0,28108.42
100125,0.0,3927.36,6162.589999999999,1873.01,0.0,3244.91,0.0,13245.64
100126,0.0,0.0,3678.35,0.0,7978.64,0.0,0.0,0.0
100127,0.0,0.0,3972.67,11139.66,0.0,18479.27,0.0,0.0
100128,5054.4,1911.01,2651.47,0.0,0.0,5023.74,2694.52,0.0
100129,7771.780000000001,0.0,0.0,0.0,0.0,0.0,10779.52,1259.0900000000001
100130,0.0,15826.41,4123.76,0.0,3335.73,18967.45,0.0,2849.09
100131,0.0,0.0,0.0,0.0,7080.360000000001,10585.81,0.0,0.0
100132,1306.19,6098.36,112.73,893.73,7217.22,0.0,486.18,0.0
100133,156.79,19351.95,3657.7,0.0,7248.57,7080.01,0.0,0.0
100134,2543.86,0.0,0.0,1400.1299999999999,5904.96,0.0,0.0,0.0
100135,1997.43,2488.8399999999997,273.08,28774.59,9653.6,0.0,10313.79,0.0
100136,0.0,0.0,0.0,0.0,617.48,1358.8,375.33,1997.94
100137,0.0,3447.82,4636.3099999999995,2703.46,9548.38,0.0,0.0,1992.5
100138,3025.59,17639.57,0.0,8324.18,7015.7,0.0,0.0,2154.85
100139,2312.26,1391.68,0.0,27.26,2068.37,0.0,1509.08,0.0
100140,0.0,1002.45,5016.08,0.0,0.0,0.0,5496.1900000000005,1643.32
100141,0.0,0.0,378.03,0.0,2815.99,0.0,3662.25,3975.0
100142,1145.82,390.53,11156.119999999999,0.0,0.0,6698.37,0.0,486.47
100143,0.0,0.0,3184.23,4432.62,929.65,0.0,5043.81,619.3
100144,393.01,0.0,0.0,0.0,12848.88,0.0,0.0,2937.02
100145,2645.89,1233.59,290.08,0.0,2026.91,0.0,0.0,0.0
100146,6377.33,0.0,0.0,0.0,1013.4300000000001,0.0,329.46,13742.71
100147,0.0,0.0,170.46,0.0,1328.64,0.0,0.0,0.0
100148,14784.96,0.0,0.0,0.0,13665.31,1911.6,467.15,0.0
100149,0.0,15933.64,16221.6,0.0,1116.04,0.0,3198.02,9481.45
100150,0.0,0.0,0.0,0.0,3324.26,0.0,1658.97,0.0
100151,0.0,0.0,3701.06,0.0,2015.93,2205.97,6738.9,0.0
100152,0.0,0.0,0.0,0.0,0.0,1418.25,0.0,3567.37
100153,0.0,0.0,3036.58,0.0,11018.02,0.0,0.0,0.0
100154,0.0,793.63,0.0,12056.78,15887.62,4653.78,5770.81,0.0
100155,13095.02,0.0,3720.7999999999997,0.0,1422.59,0.0,968.11,1427.73
100156,0.0,10001.34,0.0,648.34,0.0,0.0,0.0,2867.58
100157,0.0,0.0,0.0,1782.4,0.0,0.0,0.0,30710.719999999998
100158,0.0,0.0,1441.91,3411.1,343.16,0.0,67.89,0.0
100159,14554.449999999999,5544.47,2568.22,0.0,1407.92,2438.08,0.0,1901.06
100160,0.0,0.0,0.0,0.0,8426.05,1648.48,654.34,6057.86
100161,1034.74,0.0,4463.75,0.0,8411.76,511.67,0.0,13064.66
100162,4680.59,0.0,7320.93,3144.66,7501.570000000001,0.0,0.0,0.0
100163,0.0,0.0,1472.18,0.0,13214.079999999998,0.0,0.0,2036.5900000000001
100164,3603.36,974.91,17849.74,719.85,1364.02,2653.5,0.0,0.0
100165,1890.57,1142.54,4374.51,12699.619999999999,4989.26,0.0,0.0,0.0
100166,1394.54,0.0,0.0,2771.66,1076.49,11623.17,0.0,2574.51
100167,412.4,0.0,6066.56,0.0,13010.16,0.0,0.0,1606.42
100168,980.44,0.0,4071.3999999999996,38.17,1422.48,501.37,6102.17,0.0
100169,5838.66,480.9,0.0,0.0,0.0,13775.15,0.0,0.0
100170,0.0,0.0,1274.59,0.0,6915.2,0.0,0.0,0.0
100171,0.0,0.0,2017.56,10627.08,0.0,0.0,956.83,0.0
100172,11962.96,3669.75,1433.4,0.0,2566.87,0.0,475.51,2974.0299999999997
100173,1308.09,0.0,6449.58,11799.99,0.0,0.0,1827.01,433.17
100174,3568.24,0.0,10609.85,3212.9300000000003,0.0,0.0,0.0,0.0
100175,1188.6,0.0,0.0,190.04,1811.34,0.0,0.0,0.0
100176,3548.98,5384.58,6385.57,0.0,0.0,10643.08,0.0,6187.74
100177,0.0,0.0,1732.22,0.0,4508.78,57.18,0.0,1136.96
100178,0.0,5908.9,4314.51,4839.62,13712.239999999998,2553.16,0.0,278.97
100179,1713.58,0.0,5276.99,12192.39,0.0,0.0,0.0,0.0
100180,0.0,575.94,9198.779999999999,4066.97,0.0,4044.35,749.74,0.0
100181,802.49,7615.2,1509.45,0.0,0.0,0.0,0.0,4362.77
100182,0.0,1714.74,0.0,0.0,0.0,0.0,0.0,13002.24
100183,74.78,4444.17,0.0,0.0,602.96,2165.92,11796.58,0.0
100184,18778.22,0.0,7725.45,339.15,1794.23,0.0,0.0,2669.21
100185,4209.28,2557.18,9528.96,1234.11,24283.88,1972.08,398.02,0.0
100186,6600.33,10343.37,0.0,0.0,100.6,0.0,0.0,0.0
100187,0.0,398.5,17490.79,0.0,1249.44,2959.19,0.0,6511.56
100188,0.0,0.0,11392.32,0.0,4006.63,1209.4,0.0,0.0
100189,0.0,0.0,781.0,0.0,925.01,0.0,0.0,5431.17
100190,0.0,1312.6200000000001,8330.04,0.0,1823.61,1148.83,0.0,0.0
100191,0.0,0.0,6568.21,5395.17,8023.09,0.0,0.0,0.0
100192,4763.99,0.0,0.0,621.11,0.0,0.0,0.0,0.0
100193,0.0,8990.58,1303.63,18419.870000000003,7289.37,0.0,0.0,0.0
100194,0.0,0.0,21705.670000000002,0.0,2342.68,2719.95,1485.48,0.0
100195,0.0,0.0,15038.02,0.0,6699.639999999999,457.78,0.0,0.0
100196,5420.57,0.0,5870.18,402.62,0.0,0.0,0.0,0.0
100197,0.0,0.0,2712.6000000000004,0.0,4618.13,0.0,0.0,0.0
100198,0.0,0.0,5384.68,4720.86,3981.61,0.0,0.0,3728.27
100199,0.0,0.0,0.0,0.0,283.94,0.0,0.0,0.0
100200,2552.39,125.07,619.76,2643.11,3444.09,0.0,2981.87,0.0
100201,3243.42,6311.139999999999,7114.540000000001,0.0,13147.099999999999,0.0,8933.35,2348.22
100202,0.0,8322.98,2044.3200000000002,3820.12,0.0,0.0,0.0,0.0
100203,2211.04,3349.23,0.0,2786.49,9815.04,230.82,0.0,0.0
100204,6429.83,1968.43,10256.98,0.0,1925.95,1417.82,2449.73,0.0
100205,0.0,0.0,6208.120000000001,3263.81,9383.33,0.0,0.0,0.0
100206,0.0,2735.05,5637.35,0.0,4286.57,0.0,813.9,3933.34
100207,0.0,2027.97,0.0,5392.61,0.0,7870.61,0.0,0.0
100208,8539.35,0.0,7270.11,0.0,8249.31,0.0,3654.54,0.0
100209,10001.49,13928.24,9360.210000000001,183.54,6819.51,8378.14,2364.25,0.0
100210,3421.71,0.0,1101.0,0.0,0.0,0.0,953.29,0.0
100211,0.0,0.0,146.0,13712.189999999999,10391.99,938.98,0.0,0.0
100212,0.0,0.0,0.0,0.0,2405.32,1307.55,3656.58,2078.78
100213,0.0,0.0,4658.12,366.39,12526.31,56.82,0.0,21457.86
100214,95.62,0.0,2992.88,0.0,0.0,7178.09,337.59,13239.28
100215,83.83,1828.43,0.0,0.0,26580.11,0.0,0.0,3854.44
100216,0.0,7758.3099999999995,1730.32,0.0,5125.0,0.0,4663.72,9771.94
100217,0.0,3726.07,0.0,6596.69,0.0,0.0,0.0,662.0
100218,1394.32,0.0,19246.52,0.0,0.0,0.0,2249.96,0.0
100219,4974.76,0.0,17306.03,3314.93,0.0,661.19,5533.98,0.0
100220,2117.36,0.0,0.0,0.0,0.0,0.0,786.16,3006.88
100221,0.0,0.0,14941.36,838.78,5573.04,2050.76,1459.14,0.0
100222,9582.29,1174.54,7021.49,3271.23,15306.23,6456.49,9353.19,0.0
100223,0.0,2650.54,0.0,0.0,3124.96,1356.79,0.0,1518.74
100224,14783.77,0.0,9812.9,1122.28,7199.84,0.0,5279.59,383.0
100225,0.0,0.0,5070.0,0.0,16676.98,2040.16,0.0,5868.47
100226,0.0,0.0,4950.48,0.0,4500.31,7575.629999999999,0.0,0.0
100227,7982.58,7797.51,601.74,0.0,1627.06,0.0,0.0,0.0
100228,10075.810000000001,910.1,0.0,0.0,1398.64,0.0,2288.54,0.0
100229,0.0,0.0,6280.66,0.0,7748.98,0.0,0.0,0.0
100230,0.0,0.0,0.0,2256.93,0.0,0.0,728.59,1066.06
100231,0.0,243.59,1719.65,308.34,17219.87,497.56,0.0,2107.9
100232,0.0,7427.79,12932.37,0.0,0.0,0.0,0.0,13646.0
100233,1344.27,0.0,13955.42,11170.119999999999,0.0,0.0,1466.21,2842.25
100234,8091.34,414.66,2035.01,0.0,6411.45,0.0,0.0,0.0
100235,3170.55,10220.52,0.0,0.0,0.0,0.0,0.0,0.0
100236,674.48,0.0,1023.65,0.0,2208.12,0.0,0.0,0.0
100237,0.0,10418.140000000001,13765.24,0.0,5534.96,9941.26,0.0,0.0
100238,0.0,12597.42,10146.14,0.0,0.0,0.0,3519.98,23057.120000000003
100239,473.42,0.0,0.0,11946.68,9303.55,0.0,3166.8500000000004,20631.62
100240,1459.83,0.0,3747.58,0.0,0.0,2959.44,7397.540000000001,0.0
100241,0.0,0.0,10951.26,1211.95,176.12,1784.81,0.0,781.7
100242,2907.61,18223.0,0.0,2638.62,0.0,6429.28,391.59,2820.71
100243,352.84,1164.87,609.01,0.0,81.2,0.0,0.0,1663.56
100244,10319.57,0.0,1181.72,0.0,8136.7699999999995,11334.87,0.0,0.0
100245,0.0,957.27,2385.2,884.16,11757.230000000001,0.0,2716.55,0.0
100246,0.0,0.0,174.8,0.0,4342.27,2848.43,0.0,0.0
100247,0.0,0.0,0.0,0.0,5195.77,0.0,0.0,5265.86
100248,1141.13,171.63,617.47,0.0,2176.94,0.0,0.0,151.28
100249,1851.93,0.0,0.0,497.35,2196.53,7410.66,0.0,12571.16
100250,10041.29,0.0,297.19,0.0,0.0,0.0,3141.93,0.0
100251,0.0,1546.15,0.0,0.0,0.0,10970.93,10483.97,11871.27
100252,0.0,0.0,0.0,3652.41,1191.46,2228.9,0.0,0.0
100253,201.44,0.0,0.0,0.0,3979.71,0.0,0.0,5150.280000000001
100254,354.39,3002.1299999999997,5504.070000000001,0.0,10143.119999999999,0.0,0.0,0.0
100255,0.0,0.0,5558.52,0.0,1474.81,11095.76,8758.6,0.0
100256,0.0,9931.52,11545.42,12621.84,2192.55,0.0,0.0,5833.35
100257,1057.94,170.86,82.02,2675.92,11630.1,0.0,0.0,732.14
100258,0.0,0.0,4484.35,14588.95,5296.04,0.0,0.0,9532.42
100259,6083.1,0.0,0.0,4987.32,5676.52,0.0,0.0,0.0
100260,0.0,53.16,0.0,2105.19,9014.6,0.0,0.0,0.0
100261,672.8,177.86,589.26,0.0,0.0,0.0,0.0,7178.09
100262,778.82,0.0,5383.89,341.19,1461.74,0.0,4861.47,0.0
100263,3238.24,1804.45,1380.17,0.0,9923.09,3462.83,0.0,0.0
100264,1558.09,0.0,0.0,0.0,589.21,124362.43999999999,0.0,1707.88
100265,907.43,378.9,5647.1,0.0,6694.3,6621.0199999999995,4049.1499999999996,5170.8099999999995
100266,0.0,0.0,0.0,0.0,2956.29,0.0,0.0,45.81
100267,16884.18,4538.12,0.0,4797.9,0.0,0.0,0.0,0.0
100268,3457.21,3893.91,675.7,0.0,769.6,0.0,0.0,12784.82
100269,0.0,0.0,5097.66,22652.59,0.0,0.0,3857.89,0.0
100270,6258.48,0.0,2368.87,0.0,2835.05,0.0,576.93,0.0
100271,0.0,0.0,7378.3,3056.85,5283.84,0.0,1379.13,6787.73
100272,0.0,0.0,4645.71,1925.67,6245.12,2085.51,3180.05,0.0
100273,4234.44,0.0,2861.81,9427.79,9394.88,0.0,81.79,0.0
100274,0.0,0.0,5804.19,0.0,1114.24,6293.1,0.0,16286.3
100275,5255.53,0.0,16924.07,0.0,9936.91,0.0,9155.31,0.0
100276,4974.27,8822.48,0.0,0.0,16190.72,9477.89,0.0,681.7
100277,4523.17,1650.91,7203.63,604.36,0.0,8633.64,1800.3,0.0
100278,0.0,0.0,5840.46,0.0,8468.23,0.0,0.0,101.15
100279,1182.84,0.0,490.77,0.0,3966.96,1210.17,0.0,0.0
100280,10074.36,0.0,0.0,3260.06,0.0,0.0,0.0,0.0
100281,0.0,0.0,2346.78,1145.52,17252.44,10901.99,0.0,0.0
100282,1992.08,0.0,3152.78,4653.900000000001,1507.72,10009.48,181.62,0.0
100283,0.0,0.0,499.44,0.0,0.0,0.0,0.0,0.0
100284,7585.45,49.22,0.0,121.81,3964.94,719.82,0.0,9284.12
100285,0.0,7112.86,0.0,0.0,0.0,197.01,0.0,0.0
100286,0.0,1881.82,288.77,1538.79,351.4,6635.11,0.0,0.0
100287,0.0,351.54,2139.42,0.0,0.0,0.0,3775.82,0.0
100288,0.0,5977.98,971.65,0.0,0.0,0.0,0.0,0.0
100289,1747.13,0.0,9108.44,6213.15,10383.08,4820.8099999999995,0.0,0.0
100290,0.0,718.7,0.0,0.0,8434.75,0.0,2256.14,0.0
100291,0.0,0.0,0.0,0.0,21015.260000000002,1729.8,5565.89,1708.47
100292,0.0,4917.08,2208.79,5691.21,11877.740000000002,9336.62,0.0,0.0
100293,1654.57,297.69,1761.7199999999998,0.0,0.0,0.0,0.0,2129.15
100294,0.0,1687.09,0.0,0.0,8649.18,3738.78,0.0,7384.59
100295,0.0,0.0,0.0,0.0,10564.539999999999,0.0,0.0,5274.86
100296,0.0,0.0,0.0,0.0,4343.15,0.0,0.0,7443.049999999999
100297,0.0,2269.25,0.0,1090.39,1221.98,14523.02,0.0,0.0
100298,0.0,2965.33,0.0,0.0,0.0,0.0,0.0,0.0
100299,0.0,0.0,18295.11,0.0,0.0,9025.24,5907.58,4383.59
100300,0.0,0.0,4622.24,0.0,9677.43,12744.990000000002,5188.110000000001,0.0
100301,0.0,1622.11,5586.929999999999,4782.73,16565.6,12252.4,3955.33,0.0
100302,0.0,0.0,0.0,391.44,0.0,216.5,3908.12,0.0
100303,2697.87,2409.4,839.45,2431.6899999999996,0.0,1184.31,4376.28,559.97
100304,3111.71,0.0,1926.71,0.0,0.0,0.0,0.0,22679.22
100305,0.0,487.4,8850.41,1345.85,310.99,0.0,7883.97,1947.82
100306,9999.26,0.0,0.0,0.0,8230.99,0.0,119.38,0.0
100307,0.0,13569.48,12373.939999999999,2904.75,10561.91,9079.02,0.0,0.0
100308,0.0,0.0,427.08,9517.16,3501.63,2856.4,0.0,0.0
100309,0.0,3394.69,0.0,0.0,2117.95,0.0,0.0,967.13
100310,545.71,2525.92,307.75,0.0,0.0,2435.24,0.0,0.0
100311,1513.93,2890.21,0.0,262.55,5258.4,0.0,0.0,0.0
100312,0.0,80.27,0.0,0.0,5941.02,0.0,3983.95,0.0
100313,0.0,0.0,1518.81,2960.71,0.0,1941.28,0.0,0.0
100314,305.14,0.0,0.0,1672.91,6382.45,0.0,0.0,4791.58
100315,1370.36,0.0,0.0,0.0,3821.13,0.0,0.0,1006.88
100316,0.0,2667.06,6773.030000000001,0.0,6100.2,1041.58,0.0,2688.57
100317,11421.23,0.0,16145.35,0.0,0.0,4499.72,0.0,0.0
100318,3879.52,0.0,6023.17,0.0,7965.1,0.0,0.0,4689.18
100319,0.0,5091.22,869.87,24032.739999999998,0.0,0.0,0.0,2354.72
100320,7260.67,0.0,0.0,0.0,6517.21,0.0,108786.4,2618.4
100321,3180.62,0.0,8127.47,585.25,2431.38,0.0,0.0,636.9
100322,0.0,13016.19,851.77,0.0,1967.37,0.0,207.29,372.38
100323,217.74,2534.34,1421.24,3084.31,1059.29,0.0,589.27,0.0
100324,11269.519999999999,0.0,13936.59,1351.86,15067.78,0.0,0.0,0.0
100325,0.0,0.0,1459.0900000000001,0.0,0.0,0.0,0.0,12259.66
100326,0.0,212.81,0.0,0.0,3172.49,15070.91,0.0,0.0
100327,0.0,2166.9,6663.83,605.94,1100.18,6775.68,0.0,0.0
100328,0.0,0.0,20123.989999999998,0.0,0.0,0.0,0.0,10813.93
100329,178.34,4281.84,6824.15,5802.25,1402.44,0.0,0.0,82.63
100330,0.0,0.0,0.0,6266.89,15787.08,1591.79,0.0,0.0
100331,4977.46,1572.42,421.61,0.0,0.0,0.0,0.0,913.6
100332,8716.46,3408.68,16867.63,6350.7,2483.69,3527.85,1370.95,0.0
100333,0.0,2091.66,8264.460000000001,762.66,0.0,0.0,7939.360000000001,0.0
100334,0.0,3298.3,0.0,0.0,8668.84,0.0,0.0,552.96
100335,0.0,0.0,260.57,4916.8,10776.2,0.0,0.0,0.0
100336,0.0,0.0,0.0,3263.21,0.0,0.0,0.0,0.0
100337,0.0,8781.76,0.0,0.0,0.0,0.0,0.0,0.0
100338,0.0,0.0,0.0,6057.76,502.14,7734.49,3609.66,3451.68
100339,649.43,0.0,0.0,2511.84,3052.71,0.0,3774.57,0.0
100340,3614.21,0.0,101.55,0.0,5642.9,0.0,0.0,0.0
100341,6694.78,0.0,614.08,0.0,5825.46,0.0,0.0,2183.52
100342,0.0,0.0,0.0,6052.77,5394.56,4230.69,0.0,0.0
100343,0.0,0.0,1335.07,0.0,293.84,2541.21,0.0,27840.02
100344,743.05,0.0,3541.82,5781.509999999999,0.0,0.0,0.0,0.0
100345,0.0,0.0,0.0,410.84,8086.56,0.0,0.0,11345.66
100346,312.65,0.0,1208.32,0.0,3386.29,0.0,0.0,0.0
100347,1426.91,0.0,3738.95,603.7,3213.9,0.0,0.0,2182.75
100348,9140.95,1242.22,0.0,6720.99,0.0,6447.36,0.0,3940.59
100349,3476.33,0.0,0.0,0.0,7325.32,0.0,0.0,1165.19
100350,0.0,0.0,13561.05,0.0,0.0,0.0,0.0,0.0
100351,11262.6,0.0,3485.41,843.47,3680.65,0.0,0.0,0.0
