customer_id,avg_monthly_spend,last_month_spend,first_month_spend,spend_change_ratio
100225,4236.515714285714,1057.62,14.11,73.9553508150248
100226,4256.605,4950.48,6023.16,-0.17809256270794738
100227,4502.2225,8192.54,7982.58,0.026302273199892885
100228,3668.2725000000005,910.1,2288.54,-0.6023228783416502
100229,2805.928,1488.25,2407.93,-0.38193801314822273
100230,1012.895,728.59,545.85,0.3347806173857287
100231,2762.11375,497.56,243.59,1.042612586723593
100232,6801.231999999999,7504.54,675.08,10.116519523612016
100233,10259.423333333334,6643.97,15076.97,-0.559329891881459
100234,4238.115,8091.34,5455.66,0.48310928466949926
100235,13391.07,13391.07,13391.07,0.0
100236,1302.0833333333333,674.48,2208.12,-0.6945455862906001
100237,6609.933333333333,5534.96,9941.26,-0.44323355389558267
100238,6165.0824999999995,1639.95,3159.05,-0.4808724141751476
100239,7587.0199999999995,3111.76,16103.32,-0.8067628290315288
100240,3891.0975,4272.89,3124.65,0.36747795753124357
100241,2981.168,6364.29,781.7,7.141601637456825
100242,4772.972857142857,1069.77,1750.94,-0.3890310347584726
100243,774.2959999999999,609.01,81.2,6.500123152709358
100244,6194.586,7068.509999999999,1068.26,5.616844213955403
100245,3116.735,957.27,2201.35,-0.5651441161105685
100246,1841.375,4134.93,2848.43,0.451652313730722
100247,3487.2099999999996,2307.92,5265.86,-0.5617202128427266
100248,1064.6125000000002,617.47,151.28,3.0816367001586467
100249,4087.938333333333,2299.97,5110.69,-0.549968790906903
100250,6740.205000000001,297.19,13183.220000000001,-0.9774569490610032
100251,6974.464,1546.15,1855.04,-0.16651392961876826
100252,2357.59,3652.41,1191.46,2.0654910781729976
100253,1555.2383333333335,896.14,2066.84,-0.5664202357221654
100254,3800.7419999999997,5467.78,1240.14,3.409002209427967
100255,8962.563333333334,5558.52,19854.36,-0.7200352970329943
100256,6017.811428571428,9544.08,2033.72,3.692917412426489
100257,4087.2450000000003,82.02,12533.1,-0.9934557292290016
100258,4843.108571428572,2763.13,11170.52,-0.7526408797441837
100259,3349.388,268.59,4987.32,-0.9461454247972859
100260,2234.59,5170.64,53.16,96.2656132430399
100261,1723.602,1638.83,589.26,1.781166208464854
100262,2565.422,733.69,778.82,-0.05794663722041035
100263,4952.195,1178.22,6701.07,-0.8241743482757231
100264,18316.80285714286,4365.08,20041.6,-0.7821990260258662
100265,3683.58875,2874.68,6694.3,-0.5705779543790986
100266,1501.05,45.81,2956.29,-0.9845042265812894
100267,8740.066666666668,1597.86,3200.04,-0.5006749915626055
100268,4316.248,605.49,3457.21,-0.8248616659097944
100269,10536.046666666667,3711.38,24038.87,-0.8456092154082118
100270,3009.8325,576.93,2368.87,-0.7564534989256482
100271,3412.2642857142855,6787.73,6253.87,0.08536474215165964
100272,4520.515,9006.6,762.08,10.818444257820701
100273,3250.08875,403.53,2690.19,-0.8499994424185652
100274,9832.61,2552.56,17400.54,-0.8533057020069492
100275,5895.9742857142855,6637.8,2554.35,1.598625873509895
100276,5735.294285714285,9412.06,8802.14,0.06929224029610982
100277,3052.0012500000003,1496.0,7457.29,-0.799390931558247
100278,2881.968,3592.61,2533.42,0.4180870128127196
100279,1712.685,490.77,1182.84,-0.585091812924825
100280,6667.21,3260.06,10074.36,-0.6764002874624294
100281,7911.682499999999,18310.829999999998,3670.17,3.9890958729432144
100282,3582.9300000000003,3152.78,1992.08,0.5826573229990765
100283,499.44,499.44,499.44,0.0
100284,5431.34,49.22,7585.45,-0.9935112616917915
100285,3654.935,197.01,7112.86,-0.9723022806578506
100286,5347.945,3772.0099999999998,6923.879999999999,-0.45521730590362625
100287,2088.9266666666667,3775.82,2139.42,0.7648802011760197
100288,2316.5433333333335,2827.83,971.65,1.9103380847012812
100289,5378.768333333333,10329.279999999999,1541.27,5.70179786799198
100290,2852.3975,2256.14,3269.53,-0.30994974812893605
100291,7504.8550000000005,5565.89,16275.5,-0.658020337316826
100292,5671.906666666666,4953.96,650.19,6.619249757763115
100293,1460.7825,1654.57,3115.58,-0.4689367629783219
100294,7153.213333333333,11123.37,8649.18,0.2860606438991905
100295,5279.8,1155.59,5330.83,-0.783225126293654
100296,5893.1,3784.95,8001.25,-0.5269551632557413
100297,4776.16,1221.98,10352.66,-0.8819646351758872
100298,2965.33,2965.33,2965.33,0.0
100299,7522.304000000001,10350.83,12327.87,-0.16037158081647526
100300,4029.09625,1915.06,5044.31,-0.6203524367059122
100301,6395.0142857142855,1622.11,4766.15,-0.6596603128311112
100302,1505.3533333333332,3908.12,216.5,17.05136258660508
100303,1812.37125,4617.57,489.7,8.429385337962017
100304,4619.606666666667,1926.71,1395.79,0.380372405591099
100305,4165.288,487.4,3564.45,-0.8632608116259171
100306,6116.543333333332,8230.99,119.38,67.94781370413804
100307,6927.0142857142855,2507.35,10561.91,-0.76260449104376
100308,4075.5675,11378.19,2856.4,2.983402184567988
100309,1295.9540000000002,1746.91,8.58,202.60256410256412
100310,1938.2066666666667,545.71,2833.67,-0.807419353700325
100311,2481.2725,4510.04,2890.21,0.5604540846512883
100312,3335.08,3983.95,5941.02,-0.3294164975037957
100313,1605.2,1320.32,1518.81,-0.1306878411387863
100314,3288.02,4791.58,305.14,14.702890476502589
100315,1549.5925,1006.88,337.99,1.9790230480191722
100316,2408.8050000000003,5829.86,2688.57,1.168386912001547
100317,6413.26,5160.52,717.87,6.1886553275662735
100318,5639.2425,3879.52,4689.18,-0.17266558332160425
100319,6469.709999999999,6118.35,2354.72,1.5983344091866554
100320,31295.67,3969.75,7260.67,-0.45325293671245215
100321,2493.603333333333,3180.62,2431.38,0.30815421694675443
100322,3283.0,79.38,1224.15,-0.9351550055140301
100323,2226.5475,3955.58,589.27,5.712678398696693
100324,10406.4375,1351.86,17374.920000000002,-0.9221947496736675
100325,3429.6875,334.45,769.33,-0.565271080030676
100326,3691.2419999999997,1698.59,1473.9,0.1524458918515502
100327,4328.1325,5570.58,3007.07,0.8524942884601954
100328,7734.48,11689.55,4593.66,1.5447138011955608
100329,3095.275,4281.84,993.85,3.3083362680484982
100330,5911.4400000000005,8948.51,10333.18,-0.13400231100203422
100331,1971.2725,4977.46,1572.42,2.1654774169751083
100332,6103.708571428571,3527.85,1370.95,1.5732885954994709
100333,3176.3566666666666,7751.35,7939.360000000001,-0.02368075008564925
100334,2504.02,540.99,7440.0,-0.9272862903225807
100335,3190.714,174.63,3540.6,-0.950677851211659
100336,3263.21,3263.21,3263.21,0.0
100337,8781.76,8781.76,8781.76,0.0
100338,3559.2883333333334,3030.47,2453.93,0.23494557709470115
100339,1997.7099999999998,1997.82,2107.6,-0.05208768267223381
100340,3119.5533333333333,3614.21,5642.9,-0.3595119530737741
100341,3829.46,614.08,6694.78,-0.9082748051466963
100342,7839.01,5394.56,10283.46,-0.4754139171057211
100343,5335.0233333333335,2541.21,2398.56,0.05947318391034625
100344,3355.4599999999996,5781.509999999999,3541.82,0.6323556815422576
100345,6614.3533333333335,8086.56,410.84,18.682990945380197
100346,1226.815,1208.32,1932.45,-0.37472120882817156
100347,2791.5525,1426.91,3738.95,-0.6183661188301529
100348,4582.018333333333,3940.59,11695.19,-0.6630589156738796
100349,2991.71,977.05,7325.32,-0.8666201613035335
100350,3390.2625,2295.58,653.93,2.5104368969155724
100351,4818.0325,3680.65,11262.6,-0.6731971303251469
100352,6101.09,7399.52,2248.36,2.291074383105908
100353,3436.6985714285715,4711.97,2235.24,1.108037615647537
100354,1500.942,1052.87,2440.0699999999997,-0.5685082805001496
100355,5000.867142857142,262.07,10628.06,-0.9753416898286235
100356,6453.3966666666665,2368.27,2946.2,-0.19616115674428072
100357,4255.4766666666665,2651.14,8885.11,-0.7016199011604809
100358,4642.404,1400.13,1079.29,0.2972695012461898
100359,4410.173333333333,74.07,873.13,-0.9151672717693814
100360,2241.594285714286,2052.58,1035.06,0.9830541224663305
100361,1757.795,750.36,2765.23,-0.7286446335386206
100362,1953.2199999999998,1192.14,2714.2999999999997,-0.5607928379324318
100363,4504.595,6994.88,2890.32,1.4201057322372608
100364,1607.0975,374.04,1451.23,-0.7422600139192271
100365,5661.3099999999995,8366.9,2751.0699999999997,2.041325738712574
100366,3097.8280000000004,8305.54,4933.84,0.6833825174711787
100367,5616.897999999999,3293.25,5606.24,-0.4125742030309084
100368,3375.386,2666.99,3373.4700000000003,-0.20942234553738448
100369,10375.55,6329.92,14421.18,-0.5610678183061303
100370,4029.0660000000003,1069.27,558.85,0.9133398944260533
100371,4516.893333333333,3572.67,3929.38,-0.09078022487008129
100372,4449.0875,3035.29,8149.7,-0.6275580696221946
100373,2071.31,1240.74,1688.58,-0.2652169278328536
100374,5932.7375,555.02,2722.04,-0.7961014533217734
100375,6149.465,1143.95,8684.91,-0.8682830334453667
100376,3093.332,1340.21,5115.3,-0.7379997263112623
100377,3797.48,5405.57,5615.68,-0.03741488118981149
100378,3541.7339999999995,149.86,3702.29,-0.9595223496808731
100379,1064.0774999999999,2476.43,276.46,7.957643058670332
100380,5845.1900000000005,112.86,6664.54,-0.9830655979257383
100381,3228.892,2789.27,1239.24,1.2507908072689713
100382,1404.755,26.25,168.48,-0.8441951566951567
100383,4391.1775,1337.97,4956.52,-0.7300585894942418
100384,4879.482,2292.89,4518.77,-0.4925853716830023
100385,2801.2999999999997,1457.99,4144.61,-0.6482202185489105
100386,2827.9775000000004,3372.32,2476.52,0.3617172483969442
100387,4954.08,0.71,12917.74,-0.9999450368253271
100388,3694.4314285714286,8801.01,66.29,131.76527379695275
100389,877.7866666666665,1041.09,207.2,4.024565637065637
100390,3484.1125,1255.87,1166.3,0.0767984223613135
100391,8063.691428571428,9288.89,9404.2,-0.012261542714957285
100392,2998.088,2201.31,194.44,10.321281629294383
100393,5352.96,1479.52,678.27,1.1813142258982412
100394,2560.5225,1126.01,2426.2,-0.5358956392712884
100395,2434.73,3616.56,1039.51,2.4791007301517065
100396,2625.4575,3195.81,3782.14,-0.15502599057676342
100397,3962.2725,691.99,4829.610000000001,-0.856719279610569
100398,4172.7880000000005,2030.27,5880.09,-0.6547212712730588
100399,3173.212,2490.62,758.4,2.284045358649789
100400,1254.655,2324.04,768.84,2.022787576088653
100401,7112.216666666667,7239.4,5926.4,0.22155102591792658
100402,7309.51,6105.78,11088.19,-0.4493438514311173
100403,5457.355,2267.89,4448.03,-0.4901360827152695
100404,3123.597142857143,4699.51,105.52,43.536675511751326
100405,3196.5166666666664,3308.36,1127.46,1.9343480034768417
100406,9379.293333333333,5333.2,967.39,4.512978219745913
100407,7049.49,8190.63,6616.36,0.23793596479030774
100408,3715.8225,7003.77,3410.37,1.0536686635174484
100409,5733.76,1614.63,5291.69,-0.6948744163017864
100410,4940.179999999999,8108.11,20.81,388.6256607400288
100411,4117.57,4115.82,5321.45,-0.2265604299580002
100412,4626.02,1010.2,8241.84,-0.8774302825582637
100413,4207.030000000001,11443.01,2769.77,3.1313935814165075
100414,3031.1983333333333,1010.18,675.12,0.4962969546154757
100415,4585.702857142857,7016.01,2575.79,1.7238284176893304
100416,6571.186666666666,3161.75,1704.65,0.8547795735194907
100417,1994.1025,1779.12,2170.85,-0.18045005412626391
100418,2751.05,1596.76,5202.6,-0.6930842271172106
100419,3286.9983333333334,5675.95,3158.95,0.7967837414330712
100420,3567.118,1370.06,6739.93,-0.7967248918015469
100421,2116.4249999999997,2404.02,1185.37,1.0280756219577012
100422,5973.001666666667,2424.32,15476.33,-0.8433530430017969
100423,6293.75,9424.16,3163.34,1.9791802335506141
100424,4495.1225,6074.650000000001,1931.64,2.1448147687974983
100425,5753.693333333334,2441.32,7953.450000000001,-0.6930489284524327
100426,7188.94,8872.83,5651.41,0.5700205789351684
100427,4710.9,2474.27,583.16,3.242866451745662
100429,2344.055,5328.37,50.64,104.22057661927329
100430,4470.0599999999995,6464.89,177.61,35.39935814424864
100431,3556.142,2982.46,6850.02,-0.5646056507864211
100432,2588.8959999999997,457.63,2809.96,-0.8371400304630671
100433,4676.908,1826.91,5364.38,-0.6594368780735146
100434,7360.5425,10497.43,4450.57,1.35867091181579
100435,5193.676,5226.64,451.72,10.570530417072522
100436,8371.916666666666,901.41,13295.34,-0.9322010569116698
100437,4003.5750000000003,7879.040000000001,305.18,24.817681368372764
100438,2770.482,1528.28,10277.97,-0.8513052674798622
100439,4163.453333333334,7778.52,1505.02,4.168383144410041
100440,2339.5616666666665,1353.15,294.07,3.601455435780597
100441,2915.575,998.4,4832.75,-0.7934095494283793
100442,2651.9900000000002,1440.28,488.68,1.9472865678971922
100443,9950.848,788.94,24573.219999999998,-0.9678943174724355
100444,4481.5633333333335,9589.84,214.94,43.61635805341025
100445,4182.991666666667,2536.61,375.76,5.750612092825208
100446,3463.7025000000003,1262.27,210.6,4.993684710351378
100447,3838.816666666667,4852.19,1817.8,1.6692650456595883
100448,3452.1299999999997,2708.47,14113.13,-0.8080886380271421
100449,5987.495,18443.92,1860.95,8.911023939385796
100450,2603.1099999999997,730.41,4221.19,-0.8269658555999612
100451,1347.87,1087.6100000000001,2652.2,-0.5899215745418896
100452,3093.4300000000003,1174.02,4416.51,-0.7341747216693725
100453,2351.82,1076.9,520.32,1.0696878843788438
100454,2954.0842857142857,1622.65,951.46,0.7054316524078784
100455,2735.9733333333334,4429.11,2297.65,0.9276695754357711
100456,1959.3580000000002,1796.91,1581.41,0.1362707963146812
100457,7378.3825,14024.7,215.61,64.04661193822179
100458,2927.6925,1872.32,4081.92,-0.5413138915020383
100459,4149.875,11585.04,3415.26,2.392139983485884
100460,2409.6266666666666,3482.15,3631.72,-0.04118434240525143
100461,3057.148,782.91,2250.62,-0.6521358558974861
100462,4685.0,164.87,507.77,-0.6753057486657345
100463,3889.44875,239.58,6642.51,-0.9639323087206493
100464,4115.9325,4305.73,5319.5,-0.19057618197198994
100465,4608.2625,571.88,3436.69,-0.8335956981863363
100466,1710.49,1379.41,1794.7,-0.23139800523764414
100467,10575.535,5704.66,15446.41,-0.6306805270609805
100468,3195.76,2065.17,480.87,3.2946534406388426
100469,3921.8,5859.14,1984.46,1.9525110105519892
100470,2479.516666666667,204.45,2014.72,-0.8985218789707751
100471,924.465,1713.41,979.09,0.7500025533914145
100472,7351.178,12225.65,10151.33,0.20433972691263114
100473,3151.9475,4915.0599999999995,482.93,9.177582672436998
100474,1321.0275,569.9,1803.7,-0.6840383655818596
100475,5506.75,5371.27,8023.08,-0.33052269203348333
100476,7625.009999999999,10808.07,6039.03,0.7897029821014302
100477,3797.8925,2896.69,4270.21,-0.32165162837424854
100478,3531.184,3439.71,4903.89,-0.2985752127392744
100479,2671.192,1144.32,2400.8,-0.523358880373209
100480,4288.395714285714,2699.01,4509.38,-0.4014676075203243
100481,3784.36,1172.79,1968.74,-0.4042941170494834
100482,4217.165,64.44,1858.43,-0.9653255705084399
