customer_id,age,gender,city,account_tenure_months,credit_limit,credit_score,utilization_ratio,high_utilization_flag,total_spend,avg_transaction_value,max_transaction_value,transaction_count,high_value_txn_count,avg_monthly_spend,last_month_spend,first_month_spend,spend_change_ratio,spend_dining,spend_electronics,spend_entertainment,spend_fuel,spend_groceries,spend_online shopping,spend_travel,spend_utilities,total_repaid,avg_payment_delay,max_payment_delay,delayed_payment_count,severe_delay_count,net_spend_to_limit_ratio,repaid_ratio,churn_risk_flag,high_value_customer_flag,spend_drop_flag,low_recent_spend_flag,frequent_delay_flag,severe_delay_flag,credit_stress_flag,low_credit_score_flag,low_transaction_flag,no_recent_activity_flag,churn_signal_count,churn_risk_level,priority_retention_flag,data_validation_passed
100010,31,Male,Bengaluru,70,300000.0,534.0,0.23,False,13400.27,3350.0675,6494.13,4.0,0.0,4466.756666666667,2266.71,34.41,64.87358326068005,0.0,0.0,13400.27,0.0,0.0,0.0,0.0,0.0,66412.86,17.5,30.0,4.0,3.0,0.044667566666666665,4.95608372070115,True,False,False,False,True,True,False,True,False,False,3,Medium Risk,False,True
100011,44,Male,Delhi,20,100000.0,648.0,1.04,True,12246.59,2041.0983333333334,7670.66,6.0,0.0,2449.318,2775.19,270.99,9.240931399682644,0.0,7670.66,1470.08,2775.19,0.0,59.67,0.0,270.99,43916.51,5.0,10.0,2.0,0.0,0.1224659,3.586019455211614,True,False,False,False,True,False,True,False,False,False,2,Medium Risk,False,True
100012,56,Male,Pune,109,75000.0,780.0,0.59,False,10915.37,5457.685,9186.09,2.0,0.0,5457.685,9186.09,1729.28,4.31208942450037,0.0,0.0,0.0,0.0,1729.28,9186.09,0.0,0.0,2790.79,5.0,5.0,1.0,0.0,0.14553826666666667,0.25567525425157367,False,False,False,False,False,False,False,False,True,False,1,Low Risk,False,True
100013,60,Male,Kolkata,81,100000.0,695.0,0.51,False,22901.04,7633.68,15396.31,3.0,0.0,11450.52,21093.21,1807.83,10.667695524468561,0.0,0.0,0.0,1807.83,0.0,15396.31,5696.9,0.0,59069.12,4.0,15.0,2.0,0.0,0.2290104,2.5793204151427185,False,False,False,False,True,False,False,False,False,False,1,Low Risk,False,True
100014,44,Female,Pune,27,75000.0,650.0,0.57,False,26499.61,6624.9025,10418.14,4.0,0.0,6624.9025,9345.71,5429.88,0.721163266959859,0.0,0.0,10418.14,9345.71,1305.88,0.0,0.0,5429.88,6194.49,10.0,10.0,2.0,0.0,0.35332813333333335,0.23375777983147675,False,False,False,False,True,False,False,False,False,False,1,Low Risk,False,True
100015,23,Male,Hyderabad,91,100000.0,715.0,1.17,True,29607.38,3700.9225,9157.08,8.0,0.0,4229.625714285715,1430.54,9157.08,-0.8437777107986388,0.0,0.0,0.0,3095.8999999999996,4887.25,3238.1099999999997,9157.08,9229.04,1823.14,0.0,0.0,0.0,0.0,0.2960738,0.061577214870076315,True,False,True,True,False,False,True,False,False,False,3,Medium Risk,False,True
100016,42,Female,Kolkata,119,300000.0,350.0,1.03,True,37847.54,3440.685454545455,9216.47,11.0,0.0,6307.923333333333,11369.59,180.69,61.923183352703525,9216.47,710.03,3118.72,4621.13,8261.48,550.12,8087.1,3282.49,15398.99,7.5,10.0,2.0,0.0,0.12615846666666666,0.40686898012393935,True,False,False,False,True,False,True,True,False,False,3,Medium Risk,False,True
100017,22,Female,Kolkata,52,150000.0,606.0,0.86,True,31060.27,3106.027,8444.94,10.0,0.0,4437.181428571429,4171.21,8764.04,-0.5240539751073706,0.0,0.0,4183.04,0.0,19944.16,319.1,0.0,6613.97,27917.03,10.0,30.0,1.0,1.0,0.20706846666666667,0.8988019099640795,True,False,True,False,False,True,True,False,False,False,3,Medium Risk,False,True
100018,44,Female,Bengaluru,86,200000.0,335.0,0.38,False,25436.85,3179.60625,6992.69,8.0,0.0,3633.8357142857144,3075.11,3145.02,-0.022228793457593227,6992.69,5974.47,1263.77,3456.62,7749.3,0.0,0.0,0.0,13333.13,5.0,5.0,1.0,0.0,0.12718425,0.5241659246329636,False,False,False,False,False,False,False,True,False,False,1,Low Risk,False,True
100019,64,Female,Kolkata,98,100000.0,366.0,0.24,False,1539.29,769.645,1445.12,2.0,0.0,769.645,1445.12,94.17,14.345863863226079,0.0,0.0,0.0,0.0,1445.12,0.0,94.17,0.0,9939.83,10.0,10.0,1.0,0.0,0.0153929,6.457412183539164,False,False,False,False,False,False,False,True,True,False,2,Medium Risk,False,True
100020,50,Male,Chennai,51,300000.0,780.0,1.11,True,27711.699999999997,4618.616666666666,11731.08,6.0,0.0,6927.924999999999,12483.23,9906.31,0.26012915000641007,21637.39,2238.19,0.0,0.0,752.15,0.0,3083.9700000000003,0.0,8551.56,15.0,15.0,1.0,0.0,0.09237233333333332,0.30859023444970896,True,False,False,False,False,False,True,False,False,False,1,Low Risk,False,True
100021,58,Female,Mumbai,19,100000.0,606.0,0.54,False,6315.15,3157.575,3184.18,2.0,0.0,3157.575,3184.18,3130.97,0.016994733261577095,6315.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64491.53,7.5,30.0,3.0,1.0,0.0631515,10.212192901197913,False,False,False,False,True,True,False,False,True,False,3,Medium Risk,False,True
100022,22,Male,Mumbai,55,150000.0,441.0,0.37,False,15945.24,3986.31,9028.3,4.0,0.0,5315.079999999999,4360.07,2556.87,0.7052372627470305,0.0,2556.87,1697.63,0.0,9028.3,0.0,2662.44,0.0,29298.1,7.5,15.0,1.0,0.0,0.1063016,1.8374198193316627,False,False,False,False,False,False,False,True,False,False,1,Low Risk,False,True
100023,41,Female,Mumbai,25,100000.0,655.0,0.59,False,20453.23,3408.8716666666664,11049.46,6.0,0.0,5113.3075,5110.9400000000005,245.06,19.855872031339263,245.06,0.0,11049.46,3091.28,4935.43,175.51,956.49,0.0,48351.619999999995,1.6666666666666667,5.0,1.0,0.0,0.2045323,2.364009009823876,False,False,False,False,False,False,False,False,False,False,0,Low Risk,False,True
100024,53,Female,Chennai,55,300000.0,770.0,1.11,True,22338.21,3723.035,9749.07,6.0,0.0,4467.642,4678.68,1407.17,2.3248861189479593,0.0,10870.75,4678.68,1407.17,0.0,0.0,115.73,5265.88,13315.1,15.0,30.0,1.0,1.0,0.07446069999999999,0.5960683510451374,True,False,False,False,False,True,True,False,False,False,2,Medium Risk,False,True
100025,32,Male,Pune,117,300000.0,890.0,0.5,False,5923.450000000001,1974.4833333333336,3599.03,3.0,0.0,1974.4833333333336,1904.68,3599.03,-0.4707796267327586,0.0,0.0,2324.42,0.0,0.0,0.0,3599.03,0.0,8945.18,13.333333333333334,30.0,2.0,1.0,0.019744833333333336,1.5101300762224716,True,False,True,False,True,True,False,False,False,False,3,Medium Risk,False,True
100026,42,Male,Bengaluru,38,50000.0,738.0,0.7,False,20211.72,2887.3885714285716,9651.48,7.0,0.0,5052.93,4940.84,538.29,8.178769808096009,9651.48,0.0,1878.88,2233.8,5404.45,0.0,1043.11,0.0,12574.36,7.5,15.0,1.0,0.0,0.40423440000000005,0.6221321094889499,False,False,False,False,False,False,False,False,False,False,0,Low Risk,False,True
100027,64,Male,Kolkata,64,150000.0,830.0,0.97,True,60964.76,5542.250909090909,18262.75,11.0,1.0,7620.594999999999,8963.14,405.25,21.11755706354102,13494.439999999999,0.0,7789.45,0.0,22848.85,14018.03,0.0,2813.99,33374.76,15.0,15.0,2.0,0.0,0.4064317333333333,0.5474434739019722,True,True,False,False,True,False,True,False,False,False,2,Medium Risk,False,True
100028,45,Female,Chennai,48,50000.0,426.0,0.54,False,42634.56,4737.173333333333,10940.88,9.0,0.0,7105.759999999999,7738.46,10940.88,-0.292702232361565,5755.68,13037.779999999999,0.0,0.0,6492.3,11422.97,0.0,5925.83,26488.2,2.5,5.0,1.0,0.0,0.8526912,0.6212847042399406,False,True,False,False,False,False,False,True,False,False,1,Low Risk,False,True
100029,69,Female,Mumbai,84,150000.0,606.0,0.32,False,21808.22,5452.055,10708.72,4.0,0.0,5452.055,8896.84,2048.56,3.3429726246729414,154.1,0.0,8896.84,0.0,0.0,0.0,0.0,12757.279999999999,69463.38,13.571428571428571,30.0,5.0,2.0,0.14538813333333334,3.1851925558344516,True,False,False,False,True,True,False,False,False,False,2,Medium Risk,False,True
100030,47,Male,Hyderabad,17,100000.0,328.0,1.19,True,15112.189999999999,1679.132222222222,5215.79,9.0,0.0,1889.0237499999998,2475.39,801.95,2.0867136355134357,942.3900000000001,2036.54,1401.4,2475.39,1170.52,0.0,7085.95,0.0,21564.67,15.0,30.0,1.0,1.0,0.15112189999999998,1.4269718684055719,True,False,False,False,False,True,True,True,False,False,3,Medium Risk,False,True
100031,62,Male,Delhi,45,300000.0,744.0,1.15,True,17019.8,2127.475,4341.32,8.0,0.0,3403.96,1915.64,4341.32,-0.5587425022804123,4196.6,0.0,1862.5,0.0,1915.64,4703.74,0.0,4341.32,50399.96,8.0,15.0,3.0,0.0,0.05673266666666667,2.961254538831244,True,False,True,False,True,False,True,False,False,False,3,Medium Risk,False,True
100032,48,Male,Kolkata,25,50000.0,763.0,1.02,True,20687.41,2955.344285714286,7415.12,7.0,0.0,3447.9016666666666,4549.09,3971.47,0.1454423676875314,0.0,3971.47,6726.8099999999995,0.0,0.0,7415.12,0.0,2574.01,40662.009999999995,1.0,5.0,1.0,0.0,0.4137482,1.9655437775922648,True,False,False,False,False,False,True,False,False,False,1,Low Risk,False,True
100033,36,Male,Chennai,99,100000.0,579.0,0.84,True,17489.33,2186.16625,4944.39,8.0,0.0,2914.888333333334,2044.55,4137.81,-0.5058859638311087,0.0,5045.93,2649.39,0.0,3611.15,0.0,0.0,6182.860000000001,26123.55,12.5,15.0,2.0,0.0,0.17489330000000003,1.4936850068012895,True,False,True,False,True,False,True,True,False,False,4,High Risk,False,True
100034,35,Female,Chennai,43,300000.0,450.0,0.39,False,17274.190000000002,5758.063333333334,16872.65,3.0,0.0,5758.063333333334,64.68,336.86,-0.8079914504541946,0.0,0.0,0.0,64.68,0.0,16872.65,336.86,0.0,52344.85,5.0,15.0,2.0,0.0,0.05758063333333334,3.030234702755961,True,False,True,True,True,False,False,True,False,False,4,High Risk,False,True
100035,67,Male,Bengaluru,8,150000.0,539.0,1.1,True,18613.82,2659.117142857143,5028.36,7.0,0.0,3722.764,702.33,5809.950000000001,-0.8791159992771023,7138.549999999999,0.0,4613.51,0.0,6692.21,0.0,0.0,169.55,43370.270000000004,5.0,15.0,2.0,0.0,0.12409213333333333,2.3300037284125454,True,False,True,True,True,False,True,True,False,False,5,High Risk,False,True
100036,64,Male,Bengaluru,33,300000.0,565.0,0.37,False,4562.92,4562.92,4562.92,1.0,0.0,4562.92,4562.92,4562.92,0.0,0.0,4562.92,0.0,0.0,0.0,0.0,0.0,0.0,12469.41,0.0,0.0,0.0,0.0,0.015209733333333333,2.732769805300115,False,False,False,False,False,False,False,True,True,False,2,Medium Risk,False,True
100037,23,Male,Chennai,61,100000.0,404.0,0.97,True,17748.03,2958.0049999999997,8401.95,6.0,0.0,3549.6059999999998,8401.95,428.91,18.589074631041477,0.0,0.0,5288.29,0.0,0.0,0.0,2207.67,10252.070000000002,32812.01,5.0,15.0,1.0,0.0,0.17748029999999998,1.8487691309965109,True,False,False,False,False,False,True,True,False,False,2,Medium Risk,False,True
100038,57,Male,Mumbai,95,50000.0,732.0,1.11,True,3596.14,899.035,2652.14,4.0,0.0,899.035,141.08,2652.14,-0.9468052214438152,0.0,0.0,791.04,0.0,141.08,2652.14,11.88,0.0,5460.99,5.0,5.0,1.0,0.0,0.0719228,1.5185699110713153,True,False,True,True,False,False,True,False,False,False,3,Medium Risk,False,True
100039,27,Female,Delhi,99,50000.0,796.0,0.74,False,14070.84,3517.71,8087.95,4.0,0.0,3517.71,8087.95,1685.07,3.799770929397592,0.0,3014.11,0.0,0.0,2968.7799999999997,0.0,8087.95,0.0,20291.469999999998,30.0,30.0,2.0,2.0,0.2814168,1.4420937200621993,True,False,False,False,True,True,False,False,False,False,2,Medium Risk,False,True
100040,41,Male,Kolkata,18,300000.0,739.0,0.97,True,29979.15,4996.525000000001,15246.63,6.0,0.0,7494.7875,5946.01,22470.07,-0.7353808866639043,0.0,0.0,5946.01,882.66,5320.58,15246.63,2583.27,0.0,7436.43,30.0,30.0,1.0,1.0,0.0999305,0.24805339711099214,True,False,True,False,False,True,True,False,False,False,3,Medium Risk,False,True
100041,29,Female,Bengaluru,82,100000.0,457.0,0.96,True,31688.949999999997,5281.491666666666,11616.22,6.0,0.0,5281.491666666666,5749.35,2364.49,1.4315391479769426,17365.57,39.14,6661.63,0.0,2364.49,0.0,0.0,5258.12,8151.1,30.0,30.0,1.0,1.0,0.3168895,0.25722215472585874,True,False,False,False,False,True,True,True,False,False,3,Medium Risk,False,True
100042,59,Male,Kolkata,71,75000.0,471.0,0.27,False,2040.5000000000002,510.12500000000006,1117.72,4.0,0.0,680.1666666666667,1289.38,234.18,4.505935605090102,0.0,0.0,688.6,0.0,0.0,1351.9,0.0,0.0,48454.9,10.0,30.0,4.0,1.0,0.02720666666666667,23.746581720166624,False,False,False,False,True,True,False,True,False,False,3,Medium Risk,False,True
100043,38,Male,Mumbai,42,150000.0,606.0,0.82,True,27335.76,3037.3066666666664,6104.2,9.0,0.0,4555.96,5966.63,2310.57,1.5823195142324187,3432.51,2534.12,4709.55,6104.2,2872.38,0.0,2408.53,5274.47,3042.47,5.0,5.0,1.0,0.0,0.1822384,0.11129999678077361,True,False,False,False,False,False,True,False,False,False,1,Low Risk,False,True
100044,24,Female,Kolkata,54,150000.0,610.0,0.16,False,15458.15,5152.716666666666,8325.22,3.0,0.0,5152.716666666666,3362.25,8325.22,-0.5961367987872993,0.0,8325.22,0.0,7132.93,0.0,0.0,0.0,0.0,2484.63,0.0,0.0,0.0,0.0,0.10305433333333333,0.16073268793484344,True,False,True,False,False,False,False,False,False,False,1,Low Risk,False,True
100045,45,Male,Hyderabad,107,100000.0,702.0,0.63,False,5781.24,1445.31,2799.88,4.0,0.0,1927.0800000000002,4619.52,547.14,7.443031034104618,1819.64,0.0,0.0,0.0,547.14,2799.88,0.0,614.58,14339.189999999999,2.5,5.0,1.0,0.0,0.0578124,2.480296614567117,False,False,False,False,False,False,False,False,False,False,0,Low Risk,False,True
100046,34,Female,Bengaluru,71,75000.0,762.0,0.24,False,14235.61,2847.1220000000003,4941.6,5.0,0.0,2847.1220000000003,4593.93,4941.6,-0.07035575522098107,0.0,694.78,0.0,3684.39,4941.6,0.0,320.91,4593.93,30462.37,5.0,10.0,2.0,0.0,0.18980813333333335,2.1398710698031205,False,False,False,False,True,False,False,False,False,False,1,Low Risk,False,True
100047,29,Female,Mumbai,41,50000.0,666.0,0.53,False,20170.059999999998,3361.6766666666663,9621.08,6.0,0.0,4034.012,9621.08,4186.58,1.29807623406217,0.0,0.0,11054.02,4331.31,0.0,4186.58,598.15,0.0,78970.56,8.333333333333334,30.0,3.0,1.0,0.40340119999999996,3.9152367419829197,False,False,False,False,True,True,False,False,False,False,2,Medium Risk,False,True
100048,46,Male,Mumbai,59,200000.0,849.0,1.01,True,9610.61,3203.536666666667,5356.89,3.0,0.0,4805.305,1227.92,8382.69,-0.8535171883965649,0.0,0.0,0.0,1227.92,0.0,5356.89,3025.8,0.0,0.0,0.0,0.0,0.0,0.0,0.04805305,0.0,True,False,True,True,False,False,True,False,False,False,3,Medium Risk,False,True
100049,22,Female,Delhi,31,200000.0,554.0,1.19,True,29034.21,4147.744285714286,9903.39,7.0,0.0,5806.842,9112.130000000001,12925.84,-0.29504542838221726,2640.23,11642.849999999999,2616.55,0.0,7876.29,4258.29,0.0,0.0,16026.83,0.0,0.0,0.0,0.0,0.14517105,0.5519981428804159,True,False,False,False,False,False,True,True,False,False,2,Medium Risk,False,True
100050,40,Female,Delhi,80,100000.0,507.0,0.42,False,15194.47,2170.638571428571,3772.74,7.0,0.0,3038.8940000000002,741.08,3311.51,-0.7762108524509967,0.0,4923.42,5383.97,1878.55,0.0,0.0,3008.5299999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.1519447,0.0,True,False,True,True,False,False,False,True,False,False,3,Medium Risk,False,True
100051,48,Female,Hyderabad,77,75000.0,749.0,0.66,False,40431.76,5775.965714285715,12294.18,7.0,0.0,8086.352000000001,7296.46,12294.18,-0.4065110483171712,12294.18,3304.46,9236.79,2477.25,0.0,6912.67,6206.41,0.0,35268.770000000004,8.333333333333334,15.0,2.0,0.0,0.5390901333333333,0.8723036048888301,True,True,True,False,True,False,False,False,False,False,2,Medium Risk,False,True
100052,67,Female,Mumbai,113,75000.0,394.0,0.64,False,5806.67,1451.6675,3685.13,4.0,0.0,1451.6675,2060.39,32.41,62.5726627584079,0.0,3685.13,2060.39,32.41,0.0,0.0,0.0,28.74,24108.260000000002,15.0,30.0,1.0,1.0,0.07742226666666667,4.151821956474193,True,False,False,False,False,True,False,True,False,False,2,Medium Risk,False,True
100053,27,Female,Pune,45,150000.0,606.0,1.15,True,29950.74,4278.677142857143,9604.1,7.0,0.0,5990.148,3816.54,13464.35,-0.7165448016428569,0.0,9604.1,5320.01,0.0,7831.4400000000005,0.0,3378.65,3816.54,11763.21,0.0,0.0,0.0,0.0,0.1996716,0.39275189861752996,True,False,True,False,False,False,True,False,False,False,2,Medium Risk,False,True
100054,64,Female,Mumbai,48,50000.0,489.0,0.6,False,22465.01,2808.12625,7153.54,8.0,0.0,4493.002,177.27,3056.51,-0.9420024799526258,0.0,0.0,270.34,0.0,11629.05,980.4399999999999,0.0,9585.18,37966.4,18.75,30.0,4.0,2.0,0.4493002,1.690023730236488,True,False,True,True,True,True,False,True,False,False,5,High Risk,False,True
100055,28,Female,Delhi,27,300000.0,783.0,0.85,True,23275.37,3879.228333333333,9592.38,6.0,0.0,3879.228333333333,3886.9,6235.69,-0.3766688209324068,0.0,8854.779999999999,471.16,0.0,470.15,3886.9,0.0,9592.38,28311.7,10.0,15.0,2.0,0.0,0.07758456666666666,1.2163802336976814,True,False,True,False,True,False,True,False,False,False,3,Medium Risk,False,True
100056,67,Female,Pune,25,75000.0,835.0,1.11,True,15567.45,3113.4900000000002,6928.08,5.0,0.0,3891.8625,236.7,3218.84,-0.9264641920691927,5183.83,0.0,206.01,30.69,6928.08,0.0,0.0,3218.84,37557.979999999996,5.0,15.0,1.0,0.0,0.207566,2.4125967965209454,True,False,True,True,False,False,True,False,False,False,3,Medium Risk,False,True
100057,55,Male,Bengaluru,13,300000.0,722.0,0.48,False,44946.29,7491.048333333333,16320.31,6.0,0.0,11236.5725,2871.19,3403.46,-0.15639084931217054,3403.46,14001.91,2871.19,1854.16,16320.31,6495.26,0.0,0.0,29366.12,2.5,5.0,1.0,0.0,0.14982096666666667,0.6533602662199706,False,True,False,True,False,False,False,False,False,False,1,Low Risk,False,True
100058,34,Male,Bengaluru,34,200000.0,432.0,1.09,True,16365.48,4091.37,8044.58,4.0,0.0,4091.37,972.0,800.32,0.214514194322271,0.0,6548.58,0.0,0.0,0.0,972.0,8044.58,800.32,0.0,0.0,0.0,0.0,0.0,0.0818274,0.0,True,False,False,True,False,False,True,True,False,False,3,Medium Risk,False,True
100059,37,Female,Kolkata,45,300000.0,354.0,1.11,True,16994.81,4248.7025,9770.02,4.0,0.0,4248.7025,5613.41,887.37,5.325895624147763,0.0,0.0,9770.02,0.0,5613.41,887.37,724.01,0.0,28045.17,15.0,15.0,2.0,0.0,0.05664936666666667,1.65021968471551,True,False,False,False,True,False,True,True,False,False,3,Medium Risk,False,True
100060,56,Male,Chennai,95,50000.0,809.0,1.12,True,30387.88,7596.97,11715.59,4.0,0.0,7596.969999999999,5703.47,11715.59,-0.5131726187072098,11715.59,0.0,0.0,5703.47,2938.6,0.0,10030.22,0.0,799.91,10.0,10.0,1.0,0.0,0.6077576,0.026323323640872608,True,False,True,False,False,False,True,False,False,False,2,Medium Risk,False,True
100061,60,Female,Delhi,35,50000.0,840.0,0.36,False,33450.8,4778.685714285714,16248.06,7.0,0.0,4778.685714285714,16248.06,7922.49,1.0508779436767985,0.0,549.8,20425.61,0.0,7922.49,2425.27,0.0,2127.63,6961.17,30.0,30.0,2.0,2.0,0.669016,0.20810174943499107,True,False,False,False,True,True,False,False,False,False,2,Medium Risk,False,True
100062,24,Female,Chennai,86,300000.0,709.0,0.51,False,34936.24,4367.03,14216.38,8.0,0.0,4990.891428571428,3103.74,2869.32,0.08169879971561192,1984.47,0.0,14216.38,0.0,7073.12,2853.5,2869.32,5939.45,23157.03,7.5,15.0,1.0,0.0,0.11645413333333332,0.662836928072397,False,False,False,False,False,False,False,False,False,False,0,Low Risk,False,True
100063,22,Male,Pune,89,100000.0,510.0,1.05,True,22796.96,4559.392,11975.73,5.0,0.0,7598.986666666667,11975.73,3566.08,2.358233690775305,0.0,0.0,4605.68,16225.14,1966.14,0.0,0.0,0.0,13693.11,0.0,0.0,0.0,0.0,0.2279696,0.6006550873449794,True,False,False,False,False,False,True,True,False,False,2,Medium Risk,False,True
100064,26,Female,Delhi,60,75000.0,592.0,0.46,False,32087.82,6417.564,17806.33,5.0,1.0,8021.955,6066.55,17806.33,-0.6593037419838901,6066.55,0.0,876.59,0.0,0.0,22007.33,3137.35,0.0,16494.36,20.0,30.0,2.0,1.0,0.4278376,0.5140380368625853,True,False,True,False,True,True,False,True,False,False,4,High Risk,False,True
100065,62,Female,Hyderabad,21,100000.0,414.0,0.74,False,38375.91,4796.98875,10176.63,8.0,0.0,9593.977499999999,3982.58,5393.48,-0.26159362786178864,9376.06,1565.25,10027.77,3866.81,3363.39,10176.63,0.0,0.0,24204.21,15.0,30.0,1.0,1.0,0.3837591,0.6307136430119832,True,True,False,True,False,True,False,True,False,False,3,Medium Risk,False,True
100066,24,Female,Mumbai,51,300000.0,558.0,0.19,False,170425.35,18936.15,131005.0,9.0,1.0,34085.06999999999,4326.09,4254.86,0.016740856338399026,7004.4,18341.44,6715.2,0.0,7359.31,0.0,131005.0,0.0,35142.04,7.5,15.0,1.0,0.0,0.5680845,0.20620195293716576,False,True,False,True,False,False,False,True,False,False,2,Medium Risk,False,True
100067,49,Female,Hyderabad,67,75000.0,421.0,0.11,False,10171.45,2542.8625,6586.72,4.0,0.0,2542.8625,6586.72,333.82,18.731352225750406,333.82,0.0,0.0,1644.79,0.0,8192.84,0.0,0.0,18226.62,5.0,15.0,1.0,0.0,0.13561933333333334,1.7919392023752756,False,False,False,False,False,False,False,True,False,False,1,Low Risk,False,True
100068,38,Male,Pune,112,150000.0,598.0,0.52,False,30331.63,5055.2716666666665,9489.87,6.0,0.0,5055.2716666666665,7823.03,9489.87,-0.17564413421890931,0.0,8561.98,2019.98,0.0,11926.640000000001,0.0,7823.03,0.0,52058.56,6.25,15.0,3.0,0.0,0.20221086666666668,1.7163126412922747,False,False,False,False,True,False,False,True,False,False,2,Medium Risk,False,True
100069,46,Female,Delhi,12,100000.0,680.0,0.72,False,7950.23,1987.5575,2496.5,4.0,0.0,1987.5575000000001,2496.5,1731.22,0.44204664918381253,1525.53,0.0,0.0,0.0,3928.2,0.0,0.0,2496.5,15035.75,16.25,30.0,3.0,2.0,0.0795023,1.8912345932130266,True,False,False,False,True,True,False,False,False,False,2,Medium Risk,False,True
