customer_id,ym,monthly_spend,monthly_transactions
101204,2025-03,3545.99,1
100958,2025-08,1402.22,1
101716,2025-09,15109.12,1
101012,2025-01,1546.23,1
101818,2025-01,18707.61,3
101310,2025-10,6203.23,2
100474,2025-05,1803.70,2
100617,2025-09,1251.21,1
100640,2025-11,776.51,1
100261,2025-05,5328.56,1
101546,2025-03,5654.25,1
100161,2024-12,1034.74,1
101510,2025-07,14.49,1
101982,2025-03,1926.82,1
100180,2025-09,8111.32,2
100724,2025-10,3409.67,1
100468,2025-09,2065.17,1
100020,2025-02,4489.36,2
101298,2025-12,2912.09,2
100259,2025-08,268.59,1
101356,2025-08,14508.66,2
100465,2024-12,3436.69,1
101139,2025-07,864.23,1
101436,2025-07,1926.99,1
100951,2025-01,6213.74,1
101868,2025-04,2792.11,1
100765,2025-08,682.33,1
100958,2025-06,10609.00,1
101946,2025-03,330.15,1
101979,2025-09,1601.16,1
101746,2025-05,8898.46,1
101840,2025-01,3227.50,1
101856,2025-07,3803.24,1
100933,2025-09,3317.56,2
100850,2025-01,286.28,1
101971,2025-12,1593.65,1
101280,2025-07,1800.50,1
101191,2025-06,4743.03,2
101872,2025-05,3331.11,2
101621,2024-12,5867.53,2
100014,2025-04,10418.14,1
100049,2025-12,9112.13,2
100998,2025-05,6594.73,2
100303,2025-04,1278.83,1
101510,2025-12,387.06,1
100415,2025-05,1206.19,1
100304,2025-05,1803.41,1
100195,2025-06,4097.80,1
101899,2025-06,9809.72,1
100812,2025-04,5799.55,1
100799,2025-10,1084.27,1
100387,2025-08,6007.65,1
100756,2025-05,18664.92,2
101984,2025-03,675.16,1
100454,2025-08,4022.33,2
100712,2025-09,5044.92,1
100704,2025-03,1507.18,1
100847,2025-02,5807.16,2
101681,2025-08,1822.16,2
101333,2025-07,417.50,1
101150,2025-12,10486.70,1
100174,2025-08,10609.85,1
101157,2025-11,18121.31,2
101089,2025-04,1260.83,1
101416,2025-09,5787.79,3
101987,2025-04,13855.89,1
101388,2025-09,15557.86,1
100278,2025-07,3592.61,2
100757,2025-02,4887.60,1
100362,2025-08,1192.14,1
101772,2025-05,9149.43,2
100170,2025-09,327.11,1
101074,2025-09,7680.50,1
101351,2025-09,9.19,1
101894,2025-09,2583.34,1
100664,2025-04,1430.86,1
100591,2025-03,3346.73,2
100930,2025-11,1990.73,1
101168,2025-11,3710.60,1
100273,2025-04,81.79,1
101178,2025-10,4114.58,1
101934,2025-03,5235.79,3
100507,2025-04,717.16,1
101872,2025-07,3729.28,2
100362,2025-07,2714.30,2
101348,2025-11,16449.59,1
100847,2025-06,6319.58,3
100654,2025-11,16547.60,3
100297,2025-04,3359.64,2
100493,2025-05,174.24,1
100545,2025-05,13485.00,1
100303,2025-07,559.97,1
101490,2025-03,8028.77,2
100903,2025-09,1327.49,2
100238,2025-11,1639.95,1
100649,2024-12,13195.08,2
101789,2025-08,10174.78,1
101540,2025-08,629.19,2
100883,2025-12,5241.84,2
101199,2025-05,15867.32,4
101908,2025-12,666.49,1
100409,2025-05,13181.88,2
100725,2025-05,165.50,1
101387,2025-09,2443.49,1
101046,2025-08,5109.55,1
100317,2025-03,11421.23,1
100524,2025-01,1089.45,1
100904,2025-04,452.88,1
101776,2025-08,2881.39,2
101299,2024-12,199.63,1
101023,2025-12,1408.78,1
101627,2025-11,3605.85,1
100619,2025-08,644.43,1
100952,2025-03,3867.09,2
101252,2025-08,12508.06,1
101687,2025-08,6988.00,1
101131,2025-11,1544.74,1
100800,2025-07,1915.59,1
100915,2025-10,3872.19,2
101979,2025-02,16308.21,3
101199,2025-01,20533.76,2
100319,2025-10,6118.35,1
101309,2025-03,2858.49,1
100875,2025-05,358.53,1
100328,2025-06,10813.93,1
101900,2025-10,7422.97,2
100752,2025-06,6445.03,1
100656,2025-10,6444.71,2
101379,2025-09,2074.48,1
101037,2025-10,1883.71,2
101298,2025-09,9725.01,1
100070,2025-08,18249.00,2
100826,2025-05,5280.97,2
101218,2025-04,7112.78,2
100864,2025-05,796.30,1
101835,2025-06,3031.29,2
100927,2025-03,1260.29,1
101902,2025-03,2923.86,2
101546,2025-07,1293.52,1
100105,2025-09,3533.24,3
100769,2025-06,5479.98,1
100892,2025-01,1248.50,1
100195,2025-08,5900.14,1
100144,2025-10,9920.19,3
101755,2025-11,6297.14,2
101373,2025-01,10448.72,2
101447,2025-01,521.48,1
100470,2025-03,1475.00,1
101709,2025-07,1958.76,2
100215,2025-02,1828.43,1
101116,2025-07,948.59,1
100259,2025-04,2967.59,1
100933,2025-04,6603.39,2
100574,2025-02,2331.86,1
101564,2024-12,1420.65,1
101810,2025-10,579.36,1
101882,2025-11,1004.67,2
100284,2025-08,13249.06,2
100483,2025-09,108.58,1
101954,2025-05,8876.93,1
100371,2025-08,3572.67,2
100069,2025-10,1525.53,1
100378,2025-10,149.86,1
101302,2025-10,1867.46,1
101766,2025-07,7068.81,1
100301,2025-10,12252.40,1
100254,2025-11,7266.06,3
101707,2025-06,6313.89,2
100943,2025-04,8121.60,3
100691,2024-12,1669.95,1
101287,2024-12,2776.72,1
101718,2025-09,18359.22,1
100833,2025-09,819.78,1
100716,2025-06,489.42,1
100423,2025-05,3163.34,1
101784,2025-07,6711.80,1
100212,2025-12,3656.58,1
101694,2025-11,1494.71,1
101967,2025-03,13200.26,1
100099,2025-10,19612.37,2
101852,2024-12,5153.76,1
101135,2025-08,11435.48,2
100307,2025-06,9168.68,2
100677,2025-04,1042.82,1
100474,2025-09,569.90,1
101571,2025-12,2828.80,1
100111,2025-04,11006.57,2
101110,2025-01,7371.47,1
100182,2025-06,13397.78,2
100596,2025-07,5829.10,2
101804,2025-11,7243.80,1
100164,2025-04,9608.60,3
100814,2025-09,1270.03,1
100089,2025-03,2887.53,1
100454,2025-10,1398.02,2
100237,2025-05,10277.94,1
100533,2025-02,6144.62,1
101702,2025-04,11467.58,1
100726,2025-09,1309.99,2
100057,2025-06,22351.33,3
100541,2025-04,14149.75,3
101937,2025-03,2222.19,2
101021,2025-07,2286.48,1
100617,2025-04,10112.49,1
100401,2025-05,5926.40,2
101005,2025-06,2160.04,2
100841,2025-03,36840.22,2
101702,2025-01,2289.57,2
101885,2025-11,5881.76,1
101689,2025-11,5369.79,1
100838,2025-09,4492.16,1
100518,2025-12,3874.35,1
100196,2025-11,402.62,1
101856,2025-02,18513.41,1
100045,2025-07,614.58,1
100529,2025-11,3173.35,1
101420,2025-06,1002.91,1
101688,2025-01,647.00,1
100999,2025-08,2869.18,1
100775,2025-09,6334.96,1
100073,2025-02,1655.93,1
101439,2025-04,281.08,1
101680,2025-08,10646.77,3
101637,2025-08,5089.96,1
100334,2025-01,1228.84,1
101870,2025-01,4105.80,1
100632,2024-12,275.86,1
100687,2025-08,1569.83,1
100574,2025-12,2249.46,1
100295,2025-02,5330.83,1
101107,2025-07,1444.46,1
101038,2025-05,2116.05,1
101157,2025-04,3424.33,1
100477,2025-10,2552.60,1
100632,2025-06,1393.71,1
100318,2025-07,3879.52,1
101415,2025-08,6352.33,1
100478,2025-05,584.56,1
101663,2025-03,4908.48,3
100367,2025-02,5606.24,2
100366,2024-12,4933.84,1
101311,2025-01,5322.75,1
101836,2025-06,18908.87,3
101715,2025-02,3632.62,1
100462,2025-02,507.77,1
101617,2025-11,3291.49,2
100012,2025-08,9186.09,1
100535,2025-02,8936.34,1
101191,2025-07,4504.27,1
100269,2025-03,24038.87,3
101994,2025-07,10103.21,2
101093,2025-07,4074.30,1
101341,2025-04,2533.45,1
100375,2025-03,4831.45,1
101112,2025-09,1465.39,3
101724,2025-07,1036.04,1
100256,2025-03,5537.24,1
100216,2025-02,9771.94,1
100449,2025-02,11009.02,2
100893,2025-09,4411.82,1
101567,2025-05,633.22,1
101164,2025-10,1610.02,1
100031,2025-03,4843.99,2
101847,2025-06,2091.56,1
101175,2025-04,2978.50,1
101882,2025-03,13580.63,1
101283,2025-03,1801.05,1
101302,2025-11,3094.94,2
101308,2025-09,542.60,1
100609,2025-01,2558.51,1
100916,2025-02,6244.90,2
100541,2025-07,3730.57,2
101625,2025-04,7230.56,1
100147,2025-03,1328.64,1
100655,2025-01,5953.48,2
100066,2025-05,7950.34,2
101968,2025-11,1153.12,1
101892,2025-07,1766.40,1
100569,2025-03,7912.13,2
101963,2025-12,74.03,1
101816,2025-05,17833.25,3
101302,2025-04,412.06,1
100747,2025-08,3056.10,2
100442,2025-03,7609.98,2
100896,2025-09,2442.28,1
100398,2025-11,2030.27,1
101151,2025-09,4911.13,2
101360,2025-11,928.92,1
100481,2025-08,1172.79,2
101744,2025-01,913.44,1
100947,2025-10,4252.72,1
100185,2025-01,4385.02,3
100168,2025-02,1422.48,1
101283,2024-12,22909.28,2
101740,2025-04,5111.57,1
101670,2025-02,93.51,1
101581,2025-11,215.03,1
100506,2025-06,4364.26,1
100520,2025-06,3537.99,2
101494,2025-09,1940.84,1
100160,2025-01,712.41,1
101312,2025-02,682.10,1
100339,2025-09,404.24,1
101923,2025-05,3157.15,1
101856,2025-06,6169.94,2
101525,2025-11,204.83,1
101129,2025-02,1128.21,1
101825,2025-10,15070.55,2
101498,2025-12,7246.98,2
101876,2025-07,17463.92,2
101623,2025-10,4983.67,1
101486,2025-07,114.89,1
101506,2025-07,4016.96,3
100703,2025-10,4571.52,1
101176,2025-11,1664.19,1
100822,2025-06,1436.49,2
101672,2025-04,1434.75,1
100784,2025-02,8246.70,2
101172,2025-07,10623.49,1
101211,2025-02,2877.54,1
101676,2025-06,2267.04,2
100130,2025-06,2196.18,1
101475,2025-12,943.09,1
100515,2024-12,3758.49,2
101514,2025-07,9348.38,2
101499,2025-07,8656.93,3
101286,2025-01,880.69,1
101561,2025-11,10793.06,2
101482,2025-06,782.37,2
100535,2025-07,6781.64,3
101801,2025-06,9290.88,2
100740,2025-05,840.07,1
100780,2025-09,1230.63,1
101660,2025-10,185.00,1
101707,2025-09,10085.19,1
101769,2025-07,2335.99,1
101318,2025-10,232.63,1
101938,2025-04,6204.46,1
101458,2025-06,9604.52,2
101298,2025-03,199.05,1
100587,2025-08,2098.14,1
101331,2025-02,1994.56,1
100725,2025-02,552.72,1
100942,2025-11,1908.80,1
100996,2025-04,1163.44,1
100375,2025-04,13339.28,2
101181,2025-05,1242.25,2
101837,2025-04,12409.72,2
100203,2025-10,8781.43,1
100988,2025-04,1987.94,1
100660,2025-01,747.52,2
100074,2025-12,8094.89,2
101403,2025-06,9401.86,2
100740,2025-06,2359.06,2
100303,2025-02,4376.28,1
101085,2025-05,3342.03,1
100785,2025-12,5427.41,1
101131,2025-02,3785.48,1
101210,2025-05,12866.45,3
100986,2025-12,6988.68,1
100228,2025-08,910.10,1
101071,2025-03,8569.30,1
101854,2025-08,1559.80,1
100267,2025-09,21422.30,2
100726,2025-11,9820.98,2
100801,2025-02,14471.05,4
100253,2025-07,185.09,1
100956,2025-06,24228.45,2
100869,2024-12,263.34,1
100086,2025-04,8058.90,3
101204,2025-04,3176.07,1
101048,2025-09,10275.38,2
101981,2025-11,7027.15,2
101411,2025-09,796.01,1
100221,2025-10,16400.50,2
100989,2024-12,8687.39,1
100396,2025-07,3247.11,1
100937,2025-02,3775.94,1
100510,2025-11,2669.54,1
100560,2025-03,9086.40,3
100845,2025-09,1516.95,1
100439,2025-09,7778.52,1
101198,2025-01,4097.15,2
101927,2025-03,6066.43,1
100310,2025-01,2833.67,2
101297,2025-09,1283.66,1
100034,2025-05,336.86,1
100216,2025-10,3099.22,2
100720,2025-05,15040.36,2
101695,2025-09,4356.31,1
101015,2025-10,5393.45,1
101431,2025-04,5872.60,2
100518,2025-04,447.31,1
100268,2025-10,605.49,1
100637,2024-12,1335.64,1
101903,2025-07,1517.75,2
101348,2025-01,583.14,1
101379,2025-04,6788.40,1
100089,2025-10,3112.45,1
101065,2025-05,1952.97,2
101388,2025-08,4844.90,3
101694,2025-02,1060.09,1
101225,2025-01,14401.04,3
101389,2025-01,271.47,1
101817,2024-12,11201.65,2
100981,2025-09,962.59,1
101867,2025-04,14765.61,3
100287,2025-11,3775.82,1
101626,2025-06,20609.61,3
100480,2025-04,9297.25,1
100636,2024-12,596.98,1
100500,2025-05,9020.53,3
101661,2025-11,14438.70,2
100051,2025-07,9127.08,2
101939,2025-11,12250.38,2
100102,2025-10,957.79,1
101384,2025-02,1935.04,1
101447,2025-10,15133.28,2
100698,2025-08,1244.93,1
101228,2025-07,2080.44,1
101963,2025-10,3285.08,2
101639,2025-07,4696.98,1
101652,2025-07,6180.29,2
100469,2025-07,5859.14,1
101489,2025-07,4152.53,1
101327,2025-05,6853.03,3
100426,2025-04,16431.16,1
101679,2025-10,1287.94,1
100109,2024-12,2377.07,1
101698,2025-04,13800.44,2
101588,2025-01,790.93,1
101953,2025-07,9239.61,2
100514,2025-01,5559.03,2
100067,2025-11,1644.79,1
101269,2025-10,5744.07,2
100388,2025-12,8801.01,1
101673,2025-10,475.46,1
100307,2025-08,10974.03,3
101948,2025-07,6776.05,2
101375,2025-06,561.15,1
101822,2025-03,9456.94,1
101089,2025-02,2614.78,1
100459,2025-05,2459.89,1
100346,2025-02,1932.45,1
100324,2025-06,7072.79,1
101956,2025-11,10377.63,1
100666,2025-10,3770.06,2
101622,2025-12,2736.11,1
101056,2025-01,1326.34,1
100067,2025-07,1606.12,1
100191,2025-03,5395.17,1
101236,2025-06,12697.23,2
101623,2025-04,8530.06,3
100427,2025-03,2555.87,1
101374,2025-07,6150.96,1
101131,2025-07,6828.77,1
101263,2025-03,73073.75,4
100215,2025-04,21828.31,2
100176,2025-01,107.22,1
101588,2025-06,19826.01,4
101353,2025-11,297.39,1
100560,2025-09,208.60,1
100880,2025-09,1934.48,1
100625,2025-05,9865.72,1
101473,2025-10,5300.01,3
100606,2025-02,3770.21,1
101470,2025-04,1700.82,1
101560,2025-07,2670.74,1
101667,2025-02,1269.30,1
100178,2025-01,4191.63,2
100394,2025-03,4805.59,1
101168,2025-03,6371.89,2
100875,2025-11,3607.66,2
100961,2025-10,6523.40,1
100197,2025-11,1186.13,1
100968,2025-01,2914.73,2
101860,2025-10,17816.66,2
101107,2025-04,11973.65,1
100668,2025-04,22.07,1
101108,2025-01,2659.25,1
100456,2025-04,3626.63,2
101499,2025-03,1603.89,2
101276,2025-09,4973.07,2
101910,2025-01,2329.85,2
100071,2025-11,4619.70,1
100275,2025-06,9155.31,1
101818,2025-08,2934.36,1
101799,2025-02,4032.78,1
101269,2025-12,7007.87,2
101364,2025-05,15826.64,1
100572,2025-04,15015.86,1
100923,2025-03,3294.66,1
100470,2025-06,4031.64,1
100453,2025-10,9929.96,2
101794,2025-02,2780.75,3
101988,2025-07,748.84,1
100968,2025-10,5769.69,2
100006,2025-09,4018.30,1
100187,2025-10,1249.44,2
100003,2025-11,2552.87,2
101766,2025-11,9101.06,2
101668,2025-07,2623.90,1
100906,2025-10,6887.07,1
101148,2025-04,678.84,2
101038,2025-12,5455.25,2
100959,2025-04,3847.70,1
100524,2025-05,797.88,1
100629,2025-02,4637.32,1
101263,2025-04,6455.80,2
100774,2025-05,2295.65,1
100359,2025-01,2309.47,1
100517,2025-03,10431.85,1
101975,2025-12,16264.39,2
101343,2025-06,8571.01,1
101254,2025-09,7623.31,1
101969,2025-07,134.09,1
101053,2025-07,8781.38,2
101557,2025-10,7884.19,1
100920,2025-04,4924.55,1
101179,2025-05,2135.07,1
101653,2025-12,5193.72,1
100851,2025-08,3442.11,2
100934,2025-01,3205.26,1
101986,2025-10,2664.98,1
100900,2025-12,2982.89,1
101728,2025-05,4477.89,1
100398,2025-03,11419.70,2
101369,2025-05,1186.65,2
101218,2025-10,4966.60,1
100167,2025-04,9879.19,3
100376,2024-12,5115.30,2
101512,2025-01,2836.77,2
101774,2025-10,10124.76,1
101385,2025-12,13245.86,3
101505,2025-12,453.75,1
101267,2025-02,3995.61,1
101604,2025-02,482.87,1
100606,2025-08,1363.61,1
101010,2025-05,905.72,1
100588,2025-04,2709.75,1
101194,2025-02,1494.33,1
101536,2025-01,5030.42,2
101429,2025-01,6395.03,2
101597,2025-11,2212.13,1
101230,2024-12,2120.86,1
101177,2024-12,7611.61,1
101809,2025-03,2708.92,1
100047,2025-10,4331.31,1
101672,2025-07,1391.58,1
101024,2025-01,2883.70,1
101770,2024-12,4536.50,1
101928,2025-02,2738.26,2
101791,2025-05,4503.67,2
101430,2025-07,3870.95,2
101130,2025-09,1993.26,1
100172,2025-02,4368.58,1
100505,2025-08,1333.92,1
101153,2025-02,4387.33,1
100397,2025-05,2803.45,1
100293,2024-12,3115.58,2
100551,2025-02,13307.50,2
101470,2025-07,12361.72,2
100849,2025-11,1298.79,1
101039,2025-12,5855.78,1
101662,2025-10,5669.07,2
100884,2025-03,11566.74,3
101372,2025-10,183.77,1
101003,2025-11,25.35,1
101226,2025-08,420.72,1
100133,2025-08,10261.34,2
100770,2025-11,2670.41,1
101549,2025-05,3155.78,1
100507,2025-09,6462.62,1
101089,2025-01,3031.98,2
100479,2025-06,1713.48,1
100862,2025-03,5995.45,2
100458,2025-09,2788.08,2
101365,2025-01,114.30,1
101730,2025-02,3683.83,1
100625,2025-06,4921.39,2
100158,2025-09,67.89,1
100160,2024-12,8416.34,2
101277,2025-07,858.78,1
101920,2025-03,4324.15,2
100939,2025-11,721.89,1
101550,2025-11,1569.27,1
101572,2025-09,9545.59,2
100154,2025-06,21025.78,3
100485,2025-06,5553.67,1
100431,2025-03,6800.86,2
101050,2025-10,3863.53,2
101003,2025-01,4003.67,2
101035,2025-12,10730.61,1
100066,2025-03,10202.01,2
100541,2025-06,11915.02,2
100095,2025-12,2212.15,1
100214,2025-10,4570.64,1
100193,2025-12,226.69,1
101670,2025-04,13449.69,2
101313,2025-05,2776.00,1
101567,2025-04,2445.60,1
100884,2025-11,1202.83,1
100038,2025-07,11.88,1
101887,2025-11,3674.72,2
100938,2025-12,1068.13,1
100938,2025-08,2729.64,1
100205,2025-02,305.48,1
101922,2025-02,12520.93,1
100941,2025-07,8283.67,3
101951,2025-03,1330.92,1
100554,2025-05,4109.17,2
100483,2025-08,2797.53,2
101360,2025-10,6650.45,1
101519,2025-02,2158.45,1
100770,2025-01,687.48,1
100248,2025-09,617.47,1
101097,2025-08,1567.23,1
100372,2025-09,2981.37,1
101854,2025-02,5153.25,2
100878,2025-04,3179.11,1
101831,2025-01,13245.66,2
101809,2025-08,4830.94,1
100834,2025-09,7405.93,2
100870,2025-08,4418.12,1
100701,2025-08,534.01,1
100137,2025-12,2518.91,1
100947,2025-04,263.47,1
100456,2025-06,979.49,1
100813,2025-06,3606.15,2
100822,2024-12,4720.43,1
100941,2025-08,350.57,1
100443,2024-12,24573.22,2
100352,2025-06,2248.36,2
100995,2025-06,1169.46,1
100793,2025-02,311.89,1
100410,2025-10,10569.23,2
100677,2025-10,5428.97,2
101813,2025-04,600.05,1
101561,2025-04,3507.41,1
100452,2025-07,2611.15,1
100418,2025-03,5202.60,2
100449,2025-12,18443.92,1
100994,2025-06,6679.85,2
101608,2025-11,8626.72,1
101138,2025-08,6455.64,1
100050,2025-05,4146.00,2
101392,2025-04,7448.63,1
101937,2024-12,3660.02,1
101706,2025-04,7704.98,1
101803,2025-04,3161.21,1
101538,2025-01,852.38,1
100209,2025-09,13006.39,2
100887,2025-12,4887.99,2
100997,2025-09,531.25,1
101926,2025-11,3715.23,1
100992,2025-07,13157.31,2
101925,2025-11,11551.44,2
100849,2025-09,6305.02,2
101918,2025-07,3716.74,1
101877,2025-08,13658.08,2
100626,2025-08,148.77,1
100678,2025-08,357.75,1
101458,2025-10,16555.84,2
100776,2025-01,2029.05,1
101250,2025-02,1820.60,1
100662,2025-05,8856.26,1
100115,2025-07,9633.88,2
101623,2025-11,6115.32,2
101853,2025-03,2615.79,2
100753,2025-12,747.15,1
101383,2025-08,13813.66,1
101352,2025-07,5404.91,2
101868,2025-05,4062.19,1
101063,2025-07,1179.97,1
100181,2025-02,7615.20,1
101513,2025-04,159.10,1
101232,2025-03,1123.57,1
100902,2025-06,695.18,1
101296,2025-11,4345.81,1
101142,2025-05,6286.60,2
101405,2025-07,2677.99,1
100945,2025-07,18.46,1
101559,2025-08,9356.50,2
100257,2025-01,12533.10,4
100508,2025-03,6463.22,1
100091,2025-05,12679.05,1
101184,2025-05,1385.90,1
100148,2025-07,2719.42,3
100116,2025-01,13286.08,1
100457,2025-03,215.61,1
100564,2025-04,1130.18,1
100813,2025-10,5318.92,3
100044,2025-09,3362.25,1
101800,2025-01,4037.71,1
100773,2025-06,4309.60,1
101842,2025-08,12173.37,3
