customer_id,age,gender,city,account_tenure_months,credit_limit,credit_score,utilization_ratio,total_transactions,total_spend,avg_transaction_value,max_transaction_value,total_repayments,total_repaid,avg_payment_delay,max_payment_delay
100038,57,Male,Mumbai,95,50000.00,732,1.11,4,3596.14,899.035000,2652.14,1,21843.96,5.0000,5
100039,27,Female,Delhi,99,50000.00,796,0.74,4,28141.68,3517.710000,8087.95,2,81165.88,30.0000,30
100040,41,Male,Kolkata,18,300000.00,739,0.97,6,29979.15,4996.525000,15246.63,1,44618.58,30.0000,30
100041,29,Female,Bengaluru,82,100000.00,457,0.96,6,31688.95,5281.491667,11616.22,1,48906.60,30.0000,30
100042,59,Male,Kolkata,71,75000.00,471,0.27,4,12243.00,510.125000,1117.72,6,193819.60,10.0000,30
100043,38,Male,Mumbai,42,150000.00,NULL,0.82,9,27335.76,3037.306667,6104.20,1,27382.23,5.0000,5
100044,24,Female,Kolkata,54,150000.00,610,0.16,3,15458.15,5152.716667,8325.22,1,7453.89,0.0000,0
100045,45,Male,Hyderabad,107,100000.00,702,0.63,4,11562.48,1445.310000,2799.88,2,57356.76,2.5000,5
100046,34,Female,Bengaluru,71,75000.00,762,0.24,5,42706.83,2847.122000,4941.60,3,152311.85,5.0000,10
100047,29,Female,Mumbai,41,50000.00,666,0.53,6,121020.36,3361.676667,9621.08,6,473823.36,8.3333,30
100048,46,Male,Mumbai,59,200000.00,849,1.01,3,9610.61,3203.536667,5356.89,0,NULL,NULL,NULL
100049,22,Female,Delhi,31,200000.00,554,1.19,7,29034.21,4147.744286,9903.39,1,112187.81,0.0000,0
100050,40,Female,Delhi,80,100000.00,507,0.42,7,15194.47,2170.638571,3772.74,0,NULL,NULL,NULL
100051,48,Female,Hyderabad,77,75000.00,749,0.66,7,121295.28,5775.965714,12294.18,3,246881.39,8.3333,15
100052,67,Female,Mumbai,113,75000.00,394,0.64,4,11613.34,1451.667500,3685.13,2,96433.04,15.0000,30
100053,27,Female,Pune,45,150000.00,NULL,1.15,7,29950.74,4278.677143,9604.10,1,82342.47,0.0000,0
100054,64,Female,Mumbai,48,50000.00,489,0.60,8,89860.04,2808.126250,7153.54,4,303731.20,18.7500,30
100055,28,Female,Delhi,27,300000.00,783,0.85,6,46550.74,3879.228333,9592.38,2,169870.20,10.0000,15
100056,67,Female,Pune,25,75000.00,835,1.11,5,46702.35,3113.490000,6928.08,3,187789.90,5.0000,15
100057,55,Male,Bengaluru,13,300000.00,722,0.48,6,89892.58,7491.048333,16320.31,2,176196.72,2.5000,5
100058,34,Male,Bengaluru,34,200000.00,432,1.09,4,16365.48,4091.370000,8044.58,0,NULL,NULL,NULL
100059,37,Female,Kolkata,45,300000.00,354,1.11,4,33989.62,4248.702500,9770.02,2,112180.68,15.0000,15
100060,56,Male,Chennai,95,50000.00,809,1.12,4,30387.88,7596.970000,11715.59,1,3199.64,10.0000,10
100061,60,Female,Delhi,35,50000.00,840,0.36,7,66901.60,4778.685714,16248.06,2,48728.19,30.0000,30
100062,24,Female,Chennai,86,300000.00,709,0.51,8,69872.48,4367.030000,14216.38,2,185256.24,7.5000,15
100063,22,Male,Pune,89,100000.00,510,1.05,5,22796.96,4559.392000,11975.73,1,68465.55,0.0000,0
100064,26,Female,Delhi,60,75000.00,592,0.46,5,64175.64,6417.564000,17806.33,2,82471.80,20.0000,30
100065,62,Female,Hyderabad,21,100000.00,414,0.74,8,76751.82,4796.988750,10176.63,2,193633.68,15.0000,30
100066,24,Female,Mumbai,51,300000.00,558,0.19,9,340850.70,18936.150000,131005.00,2,316278.36,7.5000,15
100067,49,Female,Hyderabad,67,75000.00,421,0.11,4,30514.35,2542.862500,6586.72,3,72906.48,5.0000,15
100068,38,Male,Pune,112,150000.00,598,0.52,6,121326.52,5055.271667,9489.87,4,312351.36,6.2500,15
100069,46,Female,Delhi,12,100000.00,680,0.72,4,31800.92,1987.557500,2496.50,4,60143.00,16.2500,30
100070,64,Female,Pune,85,100000.00,860,0.50,7,116395.71,5542.652857,10040.88,3,186640.93,5.0000,10
100071,54,Female,Mumbai,50,300000.00,800,0.71,4,27012.62,3376.577500,6983.38,2,83460.44,2.5000,5
100072,30,Male,Bengaluru,64,200000.00,596,0.64,5,26258.36,1312.918000,2857.76,4,286415.85,15.0000,30
100073,56,Female,Bengaluru,116,300000.00,661,0.84,12,76110.52,3171.271667,13477.16,2,373996.44,0.0000,0
100074,34,Male,Pune,61,100000.00,888,0.80,6,21716.17,3619.361667,7724.76,1,89959.98,0.0000,0
100075,51,Male,Chennai,53,75000.00,762,0.54,3,20227.50,2247.500000,4741.79,3,51377.01,13.3333,30
100076,68,Female,Delhi,32,200000.00,NULL,0.54,9,29614.78,3290.531111,8969.18,0,NULL,NULL,NULL
100077,35,Female,Delhi,58,300000.00,NULL,0.21,3,11976.39,3992.130000,11190.23,0,NULL,NULL,NULL
100078,28,Male,Bengaluru,92,300000.00,496,0.64,10,232822.32,3880.372000,8285.10,6,550495.10,10.0000,30
100079,34,Female,Kolkata,93,100000.00,520,0.73,7,91721.96,3275.784286,5528.17,4,404087.53,12.5000,30
100080,43,Male,Hyderabad,78,100000.00,390,0.60,5,13843.79,2768.758000,5134.31,1,48159.60,5.0000,5
100081,60,Male,Kolkata,40,150000.00,710,0.42,5,60494.80,3024.740000,6322.28,4,139351.70,15.0000,30
100082,41,Female,Mumbai,56,300000.00,307,0.88,2,43823.68,5477.960000,6912.60,4,81780.58,10.0000,30
100083,36,Female,Hyderabad,89,100000.00,843,0.14,6,79900.10,1902.383333,3781.89,7,482728.20,11.4286,30
100084,65,Male,Hyderabad,42,50000.00,767,1.10,8,141652.32,5902.180000,13345.59,3,428454.96,5.0000,15
100085,38,Male,Pune,111,200000.00,619,0.07,6,132868.95,4428.965000,14879.67,5,231534.00,9.0000,15
100086,67,Male,Bengaluru,86,50000.00,693,1.16,11,76559.55,2319.986364,8748.32,3,432315.84,6.6667,15
100087,44,Male,Kolkata,116,200000.00,568,0.58,7,47064.15,2241.150000,11780.85,3,123155.27,3.3333,10
100088,46,Female,Kolkata,100,300000.00,490,0.52,8,52481.02,3280.063750,13556.83,2,134025.68,10.0000,15
100089,45,Female,Bengaluru,62,150000.00,360,0.34,5,112499.24,5624.962000,10870.38,4,133316.60,7.5000,15
100090,65,Female,Kolkata,13,100000.00,737,0.06,3,9644.58,1071.620000,1925.00,3,61266.96,3.3333,5
100091,61,Female,Bengaluru,84,100000.00,563,0.37,4,64923.74,8115.467500,12679.05,2,81700.92,10.0000,15
100092,49,Female,Pune,100,100000.00,394,0.18,4,16571.92,2071.490000,2509.50,2,128325.20,0.0000,0
100093,35,Male,Chennai,99,300000.00,852,0.81,2,10329.84,5164.920000,5336.58,1,34612.42,10.0000,10
100094,65,Female,Hyderabad,115,200000.00,769,0.42,6,54119.85,3006.658333,5400.44,3,66256.92,5.0000,15
100095,21,Female,Pune,25,100000.00,813,0.93,8,257784.90,6444.622500,23955.60,5,369609.60,11.0000,30
100096,45,Female,Delhi,108,50000.00,493,0.29,6,59798.96,2491.623333,6653.75,4,212692.02,6.2500,15
100097,27,Female,Mumbai,58,100000.00,781,1.09,8,25730.50,3216.312500,8745.61,0,NULL,NULL,NULL
100098,29,Female,Chennai,17,300000.00,635,0.65,8,51645.51,2151.896250,6342.13,3,176992.32,3.3333,10
100099,44,Male,Delhi,54,150000.00,NULL,0.18,6,156714.30,5223.810000,18566.64,5,316799.94,11.0000,30
100100,21,Male,Hyderabad,22,50000.00,495,0.51,3,5578.98,1859.660000,2973.80,1,32776.26,15.0000,15
100101,64,Male,Kolkata,69,100000.00,548,0.29,7,85591.84,3056.851429,11570.69,4,139015.80,11.2500,30
100102,28,Female,Bengaluru,47,100000.00,797,0.28,9,25481.52,2831.280000,10442.85,1,64927.17,30.0000,30
100103,44,Male,Hyderabad,99,75000.00,511,0.63,6,24803.70,2066.975000,3779.17,2,52387.50,2.5000,5
100104,31,Male,Pune,34,200000.00,765,0.82,1,22818.80,4563.760000,4563.76,5,59146.31,8.0000,30
100105,37,Female,Mumbai,24,50000.00,520,1.10,6,84128.76,3505.365000,8055.46,4,278660.16,17.5000,30
100106,28,Female,Pune,115,75000.00,572,0.63,15,77070.55,5138.036667,17056.62,1,61578.30,10.0000,10
100107,55,Female,Chennai,16,150000.00,453,1.16,7,146804.91,6990.710000,15319.85,3,365753.57,15.0000,30
100108,55,Male,Chennai,103,200000.00,548,1.13,5,9763.54,1952.708000,5503.03,1,73224.85,10.0000,10
100109,53,Male,Mumbai,55,50000.00,578,1.04,8,33847.53,4230.941250,9814.19,1,46591.44,0.0000,0
100110,25,Female,Delhi,76,100000.00,739,0.62,10,93907.96,2347.699000,7824.41,4,242574.40,16.2500,30
100111,62,Female,Delhi,113,50000.00,NULL,0.21,11,53609.26,4873.569091,13044.54,1,214589.21,0.0000,0
100112,59,Male,Chennai,63,100000.00,813,0.30,7,94166.45,2690.470000,11590.86,5,259429.24,12.0000,30
100113,61,Male,Chennai,39,200000.00,387,0.79,9,96352.92,3568.626667,9319.42,3,265861.26,5.0000,15
100114,48,Female,Kolkata,25,100000.00,804,0.54,8,56364.18,3522.761250,11884.55,2,134674.24,15.0000,30
100115,27,Female,Bengaluru,55,150000.00,NULL,0.22,7,20350.26,2907.180000,5517.27,1,129811.08,5.0000,5
100116,29,Male,Kolkata,107,300000.00,540,0.60,5,28601.19,5720.238000,13286.08,1,31426.50,15.0000,15
100117,28,Female,Kolkata,93,100000.00,535,0.07,8,50090.86,3130.678750,6778.92,2,134364.16,22.5000,30
100118,32,Male,Delhi,15,150000.00,NULL,0.89,4,47066.00,2941.625000,6320.53,4,258588.28,2.5000,10
100119,54,Male,Mumbai,37,300000.00,802,0.13,6,108560.00,4523.333333,10769.17,4,221029.32,13.7500,30
100120,53,Male,Delhi,57,200000.00,499,0.77,2,5238.44,2619.220000,4956.64,1,8664.22,10.0000,10
100121,68,Male,Bengaluru,20,200000.00,842,0.96,3,27348.20,1823.213333,2669.14,5,127033.50,2.0000,5
100122,43,Female,Pune,106,50000.00,801,0.20,7,24899.54,3557.077143,5801.24,1,49815.01,10.0000,10
100123,44,Female,Chennai,89,150000.00,791,0.65,5,47145.84,3143.056000,6336.31,3,141380.25,8.3333,15
100124,57,Male,Chennai,8,150000.00,320,0.95,5,112960.14,7530.676000,19410.78,3,76390.15,5.0000,15
100125,55,Male,Bengaluru,42,75000.00,533,0.35,9,28453.51,3161.501111,6634.29,1,37009.26,0.0000,0
100126,64,Male,Kolkata,45,75000.00,715,0.24,3,34970.97,3885.663333,5755.14,3,115448.04,0.0000,0
100127,60,Male,Mumbai,77,300000.00,447,0.44,4,100774.80,8397.900000,13146.21,3,105449.56,11.6667,15
100128,42,Male,Chennai,45,300000.00,328,0.69,7,34670.28,2476.448571,4080.48,2,148850.59,22.5000,30
100129,47,Female,Hyderabad,113,75000.00,660,0.71,6,19810.39,3301.731667,10779.52,1,42260.22,30.0000,30
100130,55,Female,Kolkata,61,300000.00,NULL,0.20,6,45102.44,7517.073333,18967.45,0,NULL,NULL,NULL
100131,21,Female,Chennai,28,100000.00,461,0.58,5,35332.34,3533.234000,8184.67,2,55588.75,15.0000,30
100132,55,Female,Hyderabad,109,75000.00,360,0.36,11,80572.05,1464.946364,4455.49,5,516129.46,2.0000,5
100133,57,Male,Bengaluru,16,150000.00,424,1.02,7,74990.04,5356.431429,12554.29,2,103659.43,20.0000,30
100134,67,Male,Bengaluru,115,100000.00,755,0.41,5,29546.85,1969.790000,3659.93,3,118139.70,0.0000,0
100135,34,Male,Kolkata,69,300000.00,370,1.01,11,321007.98,4863.757273,15126.57,6,755274.96,16.6667,30
100136,23,Male,Chennai,13,200000.00,765,0.54,4,13048.65,1087.387500,1997.94,3,132137.16,0.0000,0
100137,21,Male,Delhi,98,50000.00,NULL,0.89,6,89313.88,3721.411667,9548.38,4,251654.34,15.0000,30
100138,25,Female,Hyderabad,99,75000.00,789,0.64,7,114479.67,5451.412857,14914.11,3,188581.12,11.6667,30
100139,46,Male,Mumbai,61,200000.00,520,0.77,5,14617.30,1461.730000,2312.26,2,83270.00,15.0000,30
100140,34,Female,Chennai,65,300000.00,772,0.50,5,13158.04,2631.608000,5016.08,1,32163.00,0.0000,0
100141,59,Female,Mumbai,15,150000.00,832,0.93,5,32493.81,2166.254000,3662.25,3,121651.70,10.0000,15
100142,47,Female,Chennai,44,50000.00,793,0.54,9,39754.62,2208.590000,8614.88,2,212040.90,15.0000,30
100143,29,Female,Delhi,33,200000.00,381,0.58,5,28419.22,2841.922000,5043.81,2,132935.80,15.0000,30
100144,35,Male,Delhi,54,50000.00,821,0.65,5,48536.73,3235.782000,6590.16,3,179288.10,5.0000,15
100145,35,Female,Kolkata,41,75000.00,311,1.01,4,24785.88,1549.117500,2645.89,4,196151.88,8.7500,30
100146,46,Female,Kolkata,18,300000.00,562,0.81,6,64388.79,3577.155000,13111.63,3,96650.46,15.0000,30
100147,62,Female,Delhi,101,150000.00,748,0.45,2,1499.10,749.550000,1328.64,1,23869.00,30.0000,30
100148,33,Male,Pune,41,300000.00,NULL,0.82,8,92487.06,3853.627500,13977.14,3,172403.68,5.0000,15
100149,52,Male,Delhi,106,50000.00,413,0.79,9,45950.75,5105.638889,8276.71,1,170386.56,0.0000,0
100150,59,Male,Bengaluru,31,200000.00,325,1.12,2,9966.46,2491.615000,3324.26,2,40126.92,0.0000,0
100151,69,Female,Bengaluru,91,75000.00,798,1.02,4,73309.30,3665.465000,6738.90,5,209972.80,9.0000,30
100152,52,Female,Pune,9,75000.00,807,0.79,4,19942.48,1246.405000,2648.46,4,132341.16,15.0000,30
100153,24,Male,Hyderabad,100,300000.00,844,0.44,2,84327.60,7027.300000,11018.02,6,149143.16,1.6667,10
100154,50,Female,Mumbai,87,200000.00,361,0.95,7,156650.48,5594.660000,12056.78,4,301589.47,8.7500,15
100155,57,Male,Chennai,69,200000.00,528,0.71,6,82537.00,3439.041667,13095.02,4,368057.58,13.7500,30
100156,43,Male,Chennai,43,50000.00,334,1.18,3,27034.52,4505.753333,10001.34,2,36821.73,15.0000,15
100157,59,Female,Pune,93,300000.00,755,0.33,3,64986.24,10831.040000,21274.26,2,68175.42,5.0000,10
100158,65,Female,Bengaluru,92,300000.00,887,0.14,4,10528.12,1316.015000,3411.10,2,112922.08,10.0000,15
100159,35,Female,Kolkata,27,100000.00,801,0.13,9,85242.60,3157.133333,11292.39,3,252158.13,11.6667,30
100160,63,Female,Chennai,7,300000.00,894,0.79,6,67146.92,2797.788333,7762.00,4,269128.26,6.2500,15
100161,49,Male,Bengaluru,36,75000.00,324,1.13,10,137432.90,2748.658000,10918.90,5,461721.40,11.0000,15
100162,56,Male,Hyderabad,16,50000.00,868,0.05,8,22647.75,2830.968750,6833.06,1,99804.56,30.0000,30
100163,33,Male,Mumbai,97,200000.00,331,0.88,6,50168.55,2787.141667,9520.88,3,208145.40,10.0000,30
100164,52,Male,Hyderabad,51,300000.00,311,0.81,9,54330.76,3018.375556,7064.81,2,130591.26,10.0000,15
100165,27,Male,Pune,101,50000.00,618,0.89,7,125482.50,3585.214286,10944.13,5,255493.56,3.0000,15
100166,42,Female,Delhi,67,300000.00,300,0.46,5,58321.11,3888.074000,11623.17,3,143329.55,10.0000,30
100167,48,Male,Delhi,74,200000.00,734,0.99,6,63286.62,3515.923333,9384.04,3,136379.52,10.0000,30
100168,22,Male,Delhi,69,150000.00,435,0.10,7,65580.15,1873.718571,6102.17,5,217035.77,9.0000,30
100169,62,Male,Hyderabad,107,200000.00,495,0.92,6,20094.71,3349.118333,9929.59,1,74063.16,0.0000,0
100170,65,Female,Chennai,15,200000.00,432,0.36,3,32759.16,2729.930000,6588.09,4,73709.52,12.5000,15
100171,26,Female,Mumbai,45,200000.00,385,0.60,3,54405.88,4533.823333,10627.08,4,150973.98,21.2500,30
100172,48,Female,Delhi,115,300000.00,775,1.00,8,69247.56,2885.315000,7594.38,3,200014.00,0.0000,0
100173,48,Female,Pune,29,100000.00,623,0.36,5,109089.20,4363.568000,11799.99,5,272830.20,4.0000,15
100174,64,Male,Pune,104,200000.00,479,0.26,4,52173.06,4347.755000,10609.85,3,23436.80,0.0000,0
100175,64,Male,Delhi,49,75000.00,815,0.83,5,12759.92,637.996000,1188.60,4,250651.95,11.2500,30
100176,40,Female,Delhi,117,75000.00,474,0.66,9,64299.90,3572.216667,7343.08,2,208591.47,7.5000,15
100177,50,Female,Mumbai,65,50000.00,NULL,0.64,4,29740.56,1858.785000,4508.78,4,177240.20,3.7500,10
100178,31,Male,Delhi,67,100000.00,404,0.35,11,31607.40,2873.400000,8407.63,0,NULL,NULL,NULL
100179,48,Male,Mumbai,92,50000.00,877,0.09,5,95914.80,3836.592000,7506.71,5,213445.00,8.0000,15
100180,45,Female,Pune,22,75000.00,742,0.52,6,55907.34,3105.963333,5155.33,3,153630.12,0.0000,0
100181,59,Female,Delhi,70,75000.00,348,0.17,4,57159.64,3572.477500,7615.20,4,163248.84,10.0000,30
100182,53,Female,Hyderabad,100,150000.00,827,1.09,3,29433.96,4905.660000,13002.24,2,45592.41,7.5000,15
100183,21,Female,Kolkata,100,200000.00,444,0.10,5,57253.23,3816.882000,11796.58,3,223686.55,5.0000,10
100184,47,Male,Hyderabad,111,75000.00,639,0.55,7,156531.30,4472.322857,18513.88,5,298072.95,13.0000,30
100185,33,Male,Pune,62,300000.00,653,0.11,10,44183.51,4418.351000,19263.16,1,91152.90,0.0000,0
100186,61,Male,Mumbai,60,300000.00,374,0.16,3,102265.80,5681.433333,10343.37,6,154451.43,4.1667,10
100187,23,Female,Hyderabad,111,50000.00,877,0.81,7,85828.44,4087.068571,15277.92,3,198372.37,13.3333,30
100188,59,Female,Mumbai,58,50000.00,618,0.79,4,16608.35,4152.087500,10795.34,0,NULL,NULL,NULL
100189,26,Male,Hyderabad,61,200000.00,386,0.09,3,21411.54,2379.060000,5431.17,3,102952.77,13.3333,15
100190,28,Male,Hyderabad,103,200000.00,852,0.05,5,25230.20,2523.020000,8330.04,2,153848.75,7.5000,15
100191,47,Male,Mumbai,14,150000.00,341,0.14,6,59959.41,3331.078333,5395.17,3,224141.04,10.0000,30
100192,29,Male,Chennai,27,100000.00,392,0.93,3,16155.30,1795.033333,2940.45,3,62234.94,15.0000,30
100193,57,Female,Hyderabad,18,50000.00,806,0.72,8,72006.90,4500.431250,11432.68,2,146165.52,2.5000,5
100194,53,Male,Delhi,94,200000.00,828,0.09,5,28253.78,5650.756000,16760.47,1,70673.05,5.0000,5
100195,62,Male,Kolkata,53,50000.00,564,0.61,7,66586.32,3170.777143,5900.14,3,145228.16,15.0000,30
100196,64,Male,Pune,23,200000.00,591,0.87,4,58466.85,2923.342500,5556.34,5,231191.72,2.0000,10
100197,44,Male,Chennai,81,75000.00,763,1.05,4,7330.73,1832.682500,3976.42,1,46289.04,0.0000,0
100198,35,Male,Mumbai,45,50000.00,859,1.12,5,35630.84,3563.084000,5384.68,2,87724.30,2.5000,5
100199,52,Male,Chennai,22,75000.00,396,0.43,1,567.88,283.940000,283.94,2,35646.44,2.5000,5
100200,52,Male,Bengaluru,20,50000.00,394,0.21,8,12366.29,1545.786250,2981.87,1,159084.32,0.0000,0
100201,44,Female,Bengaluru,111,100000.00,625,0.32,12,82195.54,3424.814167,8933.35,2,285965.88,2.5000,5
100202,61,Female,Hyderabad,20,150000.00,NULL,0.94,4,42562.26,3546.855000,8322.98,3,91547.00,0.0000,0
100203,69,Female,Hyderabad,84,300000.00,635,1.17,6,18392.62,3065.436667,8781.43,1,5478.42,10.0000,10
100204,69,Female,Delhi,68,300000.00,367,0.59,8,97794.96,3056.092500,6429.83,4,308010.48,8.7500,15
100205,32,Male,Kolkata,44,300000.00,376,0.40,4,56565.78,4713.815000,9383.33,3,132851.88,11.6667,15
100206,59,Female,Pune,18,75000.00,507,0.54,7,17406.21,2486.601429,4063.21,0,NULL,NULL,NULL
100207,22,Female,Chennai,86,200000.00,NULL,0.40,4,45873.57,3822.797500,7870.61,3,83108.64,3.3333,10
100208,23,Male,Bengaluru,37,300000.00,561,0.34,7,55426.62,3959.044286,8539.35,2,147217.91,22.5000,30
100209,69,Male,Hyderabad,14,100000.00,709,0.73,9,102070.76,5670.597778,13928.24,2,240125.40,5.0000,10
100210,57,Female,Pune,45,300000.00,630,0.07,3,10952.00,1825.333333,3421.71,2,84076.83,2.5000,5
100211,69,Female,Chennai,25,50000.00,643,0.35,5,25189.16,5037.832000,10391.99,1,89742.15,15.0000,15
100212,37,Male,Hyderabad,95,75000.00,373,0.81,6,28344.69,1574.705000,3656.58,3,190837.62,1.6667,5
100213,69,Female,Hyderabad,96,50000.00,553,0.09,8,117196.50,4883.187500,18881.20,3,255280.56,11.6667,30
100214,22,Male,Bengaluru,90,50000.00,631,0.15,7,47686.92,3406.208571,13239.28,2,145555.97,2.5000,5
100215,22,Male,Bengaluru,87,50000.00,697,0.39,8,97040.43,4043.351250,12143.38,3,130231.28,13.3333,30
100216,48,Male,Hyderabad,82,150000.00,644,1.06,8,116197.16,3631.161250,9771.94,4,141206.16,12.5000,30
100217,43,Male,Mumbai,85,150000.00,883,0.93,3,54923.80,3661.586667,6596.69,5,192649.38,11.0000,30
100218,57,Female,Hyderabad,78,200000.00,754,0.08,5,68672.40,4578.160000,14386.69,3,114014.00,5.0000,15
100219,52,Male,Pune,68,75000.00,414,0.63,9,31790.89,3532.321111,13926.96,1,23955.48,0.0000,0
100220,53,Male,Hyderabad,81,100000.00,612,0.37,4,5910.40,1477.600000,3006.88,0,NULL,NULL,NULL
100221,21,Female,Delhi,49,100000.00,527,0.80,5,24863.08,4972.616000,14941.36,1,41467.50,30.0000,30
100222,39,Male,Kolkata,43,100000.00,544,0.88,10,260827.30,5216.546000,13185.55,5,466834.00,10.0000,30
100223,22,Female,Delhi,88,50000.00,825,1.04,4,25953.09,2162.757500,3124.96,3,157708.56,10.0000,30
100224,64,Female,Delhi,65,150000.00,827,0.60,7,154325.52,5511.625714,9812.90,4,186947.04,17.5000,30
100225,46,Female,Mumbai,76,75000.00,726,1.19,10,237244.88,2965.561000,8552.11,8,657149.70,7.5000,30
100226,52,Male,Mumbai,104,50000.00,341,1.18,5,51079.26,3405.284000,5079.37,3,223679.70,3.3333,10
100227,26,Female,Hyderabad,53,150000.00,764,1.06,5,54026.67,3601.778000,7982.58,3,200713.75,0.0000,0
100228,52,Female,Delhi,23,150000.00,577,0.71,5,14673.09,2934.618000,5740.09,1,54439.55,30.0000,30
100229,24,Male,Mumbai,21,300000.00,318,0.51,6,14029.64,2338.273333,3984.47,1,81500.40,0.0000,0
100230,31,Female,Bengaluru,60,300000.00,365,0.47,4,12154.74,1012.895000,2256.93,3,80252.12,11.6667,30
100231,37,Female,Hyderabad,44,75000.00,466,0.06,8,22096.91,2762.113750,10903.63,1,99678.00,0.0000,0
100232,58,Female,Pune,73,75000.00,884,0.34,6,136024.64,5667.693333,13646.00,4,183579.00,13.7500,30
100233,44,Female,Kolkata,64,75000.00,702,0.88,8,92334.81,3847.283750,12234.72,3,352570.24,8.3333,15
