repayment_id,customer_id,payment_date,payment_amount,payment_delay_days
800258,100848,"2025-10-15 14:16:23.311795",16248.51,10
800259,100099,"2025-04-29 14:16:23.311796",19636.86,15
800260,101505,"2025-12-01 14:16:23.311800",3403.63,0
800261,100255,"2025-09-16 14:16:23.311803",17584.23,0
800262,101338,"2025-03-16 14:16:23.311805",10720.77,0
800263,100862,"2025-10-01 14:16:23.311807",2600.98,30
800264,100161,"2024-12-22 14:16:23.311809",15990.38,10
800265,100292,"2025-08-29 14:16:23.311811",6965.12,0
800266,100161,"2025-01-10 14:16:23.311813",17430.87,10
800267,101964,"2025-02-13 14:16:23.311815",3577.14,5
800268,100868,"2025-10-02 14:16:23.311817",14366.29,0
800269,101664,"2025-04-28 14:16:23.311819",6365.53,5
800270,101332,"2025-09-14 14:16:23.311822",5518.30,0
800271,101788,"2025-03-25 14:16:23.311824",1480.07,30
800272,101597,"2024-12-31 14:16:23.311826",9897.22,15
800273,101166,"2025-11-02 14:16:23.311828",8134.30,0
800274,100222,"2025-01-26 14:16:23.311830",1702.96,0
800275,100306,"2025-05-17 14:16:23.311832",4919.52,0
800276,100013,"2025-01-25 14:16:23.311834",10001.80,0
800277,101899,"2025-03-17 14:16:23.311837",16261.29,30
800278,101633,"2025-10-11 14:16:23.311839",18624.23,10
800279,100570,"2025-01-11 14:16:23.311842",10548.98,5
800280,101203,"2025-02-21 14:16:23.311844",8364.48,0
800281,101536,"2025-03-07 14:16:23.311845",19117.71,10
800282,100226,"2025-03-06 14:16:23.311847",19275.82,0
800283,101482,"2025-08-13 14:16:23.311848",4213.04,0
800284,100144,"2025-04-29 14:16:23.311849",10863.38,0
800285,101847,"2025-06-19 14:16:23.311850",16507.75,0
800286,101668,"2025-12-04 14:16:23.311852",16534.05,10
800287,100656,"2025-09-07 14:16:23.311853",13857.08,15
800288,100785,"2025-07-20 14:16:23.311854",9693.64,0
800289,101880,"2025-01-27 14:16:23.311855",8371.30,5
800290,100822,"2025-06-21 14:16:23.311857",16225.04,15
800291,100482,"2025-06-23 14:16:23.311858",4901.60,10
800292,101582,"2025-05-19 14:16:23.311859",8854.38,15
800293,101743,"2025-11-15 14:16:23.311860",11553.86,0
800294,101774,"2025-12-09 14:16:23.311862",16719.79,10
800295,100432,"2025-01-01 14:16:23.311863",7790.08,5
800296,100241,"2025-03-29 14:16:23.311864",11198.79,10
800297,100918,"2025-05-29 14:16:23.311866",5943.69,0
800298,100615,"2025-03-30 14:16:23.311867",16819.80,15
800299,100276,"2025-07-22 14:16:23.311868",15818.05,5
800300,101692,"2025-09-17 14:16:23.311869",16491.92,0
800301,101211,"2025-10-26 14:16:23.311871",1620.79,0
800302,100685,"2025-12-03 14:16:23.311872",9994.51,30
800303,100099,"2025-10-27 14:16:23.311873",3148.93,30
800304,100521,"2025-06-01 14:16:23.311874",13638.33,30
800305,101107,"2025-11-11 14:16:23.311875",6572.12,10
800306,101076,"2025-01-05 14:16:23.311876",15604.24,5
800307,101150,"2025-09-30 14:16:23.311878",1770.75,0
800308,100646,"2025-02-04 14:16:23.311879",10508.58,0
800309,101309,"2025-07-21 14:16:23.311882",2911.47,30
800310,101884,"2025-11-12 14:16:23.311883",11379.03,0
800311,100054,"2025-09-15 14:16:23.311884",12343.35,30
800312,100755,"2024-12-30 14:16:23.311885",9511.80,0
800313,100576,"2025-06-10 14:16:23.311886",5953.11,30
800314,101044,"2025-07-05 14:16:23.311888",1130.39,0
800315,100774,"2025-11-08 14:16:23.311889",13411.23,0
800316,101323,"2025-10-15 14:16:23.311890",17473.62,30
800317,100835,"2025-06-17 14:16:23.311891",14806.13,5
800318,100358,"2025-03-23 14:16:23.311893",17913.85,10
800319,101783,"2025-08-10 14:16:23.311894",18625.27,0
800320,100142,"2025-04-23 14:16:23.311895",9266.16,0
800321,100609,"2025-03-18 14:16:23.311896",14110.83,10
800322,101025,"2025-10-01 14:16:23.311898",8248.89,0
800323,100356,"2025-01-25 14:16:23.311899",18431.08,0
800324,100642,"2025-08-15 14:16:23.311900",11477.97,0
800325,101711,"2025-12-09 14:16:23.311901",15172.78,0
800326,100451,"2025-03-04 14:16:23.311903",783.11,10
800327,100046,"2025-08-13 14:16:23.311904",11723.21,5
800328,100752,"2025-05-16 14:16:23.311905",14968.83,0
800329,100426,"2025-08-24 14:16:23.311906",5511.62,5
800330,100867,"2025-02-04 14:16:23.311907",780.29,0
800331,101562,"2025-09-03 14:16:23.311909",15000.84,10
800332,100899,"2025-05-19 14:16:23.311910",7092.67,30
800333,101571,"2025-11-04 14:16:23.311915",8861.40,0
800334,100850,"2025-10-14 14:16:23.311916",11460.02,30
800335,100865,"2025-09-24 14:16:23.311917",2649.90,10
800336,100847,"2025-10-22 14:16:23.311919",2519.28,15
800337,100691,"2025-04-30 14:16:23.311920",19237.17,5
800338,100940,"2025-03-13 14:16:23.311921",7108.48,5
800339,100487,"2025-09-07 14:16:23.311922",5482.73,10
800340,101586,"2025-06-29 14:16:23.311923",1430.89,10
800341,101365,"2025-09-04 14:16:23.311925",3891.61,15
800342,100671,"2025-12-12 14:16:23.311926",8902.45,5
800343,100769,"2025-11-14 14:16:23.311927",7170.43,15
800344,100528,"2025-11-21 14:16:23.311928",8779.34,15
800345,101302,"2025-11-30 14:16:23.311930",14226.24,10
800346,100171,"2025-12-13 14:16:23.311931",13014.90,15
800347,101325,"2025-08-22 14:16:23.311932",10116.48,5
800348,101419,"2025-09-13 14:16:23.311933",16389.02,0
800349,100565,"2025-05-19 14:16:23.311934",17217.83,5
800350,100524,"2025-04-07 14:16:23.311936",12020.85,15
800351,101737,"2025-11-04 14:16:23.311937",2792.63,0
800352,100963,"2024-12-29 14:16:23.311938",8420.49,5
800353,101350,"2025-09-16 14:16:23.311940",12872.04,0
800354,100757,"2025-04-15 14:16:23.311942",1725.59,5
800355,100449,"2025-04-01 14:16:23.311943",888.18,10
800356,100782,"2025-02-04 14:16:23.311944",18992.52,15
800357,101763,"2025-04-11 14:16:23.311945",14736.26,0
800358,100061,"2025-04-20 14:16:23.311947",3485.60,30
800359,101224,"2025-01-04 14:16:23.311948",9179.97,0
800360,100663,"2025-08-06 14:16:23.311949",4274.37,5
800361,101093,"2025-10-04 14:16:23.311950",700.57,10
800362,101724,"2025-02-26 14:16:23.311952",8138.02,0
800363,100496,"2025-04-22 14:16:23.311953",13143.50,0
800364,100838,"2025-08-04 14:16:23.311954",19105.51,0
800365,100207,"2025-05-05 14:16:23.311955",15511.78,0
800366,101488,"2025-09-25 14:16:23.311956",4987.69,15
800367,101501,"2025-04-16 14:16:23.311958",7056.13,10
800368,100455,"2025-04-19 14:16:23.311959",10651.32,30
800369,101154,"2025-09-23 14:16:23.311960",4229.82,0
800370,100472,"2025-08-28 14:16:23.311961",16742.44,10
800371,100668,"2025-10-10 14:16:23.311963",3775.32,10
800372,101300,"2024-12-21 14:16:23.311964",6154.47,15
800373,100053,"2025-03-07 14:16:23.311965",11763.21,0
800374,101779,"2025-07-20 14:16:23.311967",2902.87,0
800375,101413,"2025-06-25 14:16:23.311968",12679.99,5
800376,100888,"2025-06-03 14:16:23.311969",18912.39,0
800377,100214,"2025-11-06 14:16:23.311970",13984.95,5
800378,100010,"2025-11-19 14:16:23.311971",16349.30,30
800379,100453,"2025-09-24 14:16:23.311973",9050.64,15
800380,100410,"2025-01-25 14:16:23.311974",7623.69,0
800381,100730,"2025-05-03 14:16:23.311975",6907.75,10
800382,101740,"2025-06-28 14:16:23.311977",13379.07,30
800383,101916,"2025-11-07 14:16:23.311978",10611.45,15
800384,101979,"2025-05-31 14:16:23.311979",9710.23,30
800385,101736,"2025-02-02 14:16:23.311980",2464.55,0
800386,100583,"2025-09-09 14:16:23.311982",13630.78,0
800387,100108,"2025-01-01 14:16:23.311983",14644.97,10
800388,100026,"2025-05-12 14:16:23.311984",4325.87,15
800389,101439,"2025-07-24 14:16:23.311985",15314.25,30
800390,100348,"2025-10-14 14:16:23.311987",17648.18,0
800391,101005,"2025-09-16 14:16:23.311988",3905.16,30
800392,101312,"2025-05-30 14:16:23.311989",9314.81,10
800393,100516,"2025-03-01 14:16:23.311990",17585.61,10
800394,101509,"2025-05-22 14:16:23.311992",10002.31,0
800395,101288,"2025-05-12 14:16:23.311993",16397.45,0
800396,101011,"2025-02-21 14:16:23.311994",4707.18,15
800397,101676,"2025-03-30 14:16:23.311995",1746.66,15
800398,100224,"2025-11-10 14:16:23.311997",1659.60,15
800399,100349,"2025-09-04 14:16:23.311998",19460.95,30
800400,101909,"2025-04-11 14:16:23.311999",3712.00,5
800401,101112,"2025-04-08 14:16:23.312001",17365.38,0
800402,100645,"2025-03-15 14:16:23.312003",6656.71,5
800403,101126,"2025-04-25 14:16:23.312004",1281.73,10
800404,100329,"2025-05-29 14:16:23.312005",5199.06,0
800405,101955,"2025-10-25 14:16:23.312007",10357.10,5
800406,101148,"2025-05-21 14:16:23.312008",2582.05,0
800407,101969,"2025-12-12 14:16:23.312009",18482.19,30
800408,100956,"2025-05-31 14:16:23.312010",18047.76,5
800409,101327,"2024-12-19 14:16:23.312011",3408.38,0
800410,100082,"2025-03-08 14:16:23.312013",14873.61,0
800411,100266,"2025-11-05 14:16:23.312014",9483.81,5
800412,101424,"2025-06-06 14:16:23.312015",19651.48,0
800413,101409,"2025-04-14 14:16:23.312016",1580.38,0
800414,101798,"2025-02-03 14:16:23.312017",9685.17,0
800415,101384,"2025-03-24 14:16:23.312019",6066.72,5
800416,101080,"2025-06-09 14:16:23.312020",14664.38,5
800417,100798,"2025-11-01 14:16:23.312022",2667.12,0
800418,101400,"2025-06-13 14:16:23.312024",12748.12,30
800419,100186,"2025-03-22 14:16:23.312029",18987.16,0
800420,100478,"2025-04-01 14:16:23.312031",9350.67,5
800421,100685,"2025-10-10 14:16:23.312033",9357.50,10
800422,101360,"2025-04-04 14:16:23.312035",10166.20,0
800423,101870,"2025-08-26 14:16:23.312037",8606.31,30
800424,101670,"2025-02-27 14:16:23.312039",9225.78,5
800425,101117,"2025-04-20 14:16:23.312041",9533.15,30
800426,101510,"2025-09-15 14:16:23.312043",19962.29,0
800427,100397,"2025-06-19 14:16:23.312045",2770.50,30
800428,100862,"2025-02-26 14:16:23.312047",6063.77,15
800429,100520,"2025-04-09 14:16:23.312050",4610.35,30
800430,101544,"2025-11-28 14:16:23.312052",11111.67,10
800431,100112,"2025-04-12 14:16:23.312054",554.77,30
800432,100121,"2025-03-08 14:16:23.312056",18461.42,5
800433,100385,"2025-12-01 14:16:23.312058",10856.86,0
800434,101643,"2025-10-28 14:16:23.312061",17973.51,0
800435,101365,"2025-08-04 14:16:23.312064",7226.82,30
800436,100783,"2025-07-22 14:16:23.312065",3423.63,10
800437,101793,"2025-07-20 14:16:23.312066",4249.70,10
800438,101486,"2025-08-25 14:16:23.312067",9679.28,30
800439,101733,"2025-01-05 14:16:23.312069",1285.24,10
800440,100918,"2025-03-31 14:16:23.312070",15745.18,10
800441,100381,"2025-06-21 14:16:23.312071",15917.41,0
800442,101653,"2025-08-04 14:16:23.312073",14188.12,0
800443,100155,"2025-09-10 14:16:23.312074",17978.63,5
800444,101151,"2025-01-27 14:16:23.312075",11214.81,5
800445,101066,"2025-03-04 14:16:23.312076",9846.73,0
800446,101598,"2025-06-11 14:16:23.312078",10818.93,30
800447,100380,"2025-06-10 14:16:23.312079",4048.10,30
800448,101680,"2025-05-16 14:16:23.312080",10489.68,5
800449,101955,"2025-07-11 14:16:23.312081",11064.26,15
800450,101298,"2025-02-10 14:16:23.312082",15409.50,0
800451,100388,"2025-03-04 14:16:23.312084",7284.43,30
800452,101046,"2025-07-05 14:16:23.312085",2298.43,30
800453,101899,"2025-04-04 14:16:23.312087",12150.52,15
800454,100786,"2025-04-26 14:16:23.312088",15865.19,30
800455,101407,"2025-05-23 14:16:23.312089",19406.41,15
800456,101152,"2025-05-03 14:16:23.312091",2259.96,0
800457,101434,"2025-10-13 14:16:23.312093",15053.85,0
800458,101834,"2025-05-10 14:16:23.312095",12118.88,5
800459,101304,"2025-12-03 14:16:23.312096",799.08,30
800460,101205,"2025-02-04 14:16:23.312097",14505.71,0
800461,101797,"2025-07-12 14:16:23.312098",1010.92,5
800462,100227,"2025-04-17 14:16:23.312099",15812.50,0
800463,101786,"2025-04-11 14:16:23.312101",14565.78,15
800464,101104,"2025-07-05 14:16:23.312102",13914.44,5
