credit_profile_id,customer_id,credit_limit,credit_score,utilization_ratio
500265,100265,100000,,1.18
500266,100266,200000,565.0,0.89
500267,100267,200000,617.0,0.79
500268,100268,75000,412.0,0.44
500269,100269,300000,677.0,0.09
500270,100270,50000,753.0,0.38
500271,100271,100000,490.0,0.93
500272,100272,150000,739.0,0.29
500273,100273,75000,486.0,0.87
500274,100274,100000,666.0,0.72
500275,100275,100000,,0.25
500276,100276,300000,486.0,0.35
500277,100277,150000,431.0,0.62
500278,100278,100000,859.0,0.53
500279,100279,300000,675.0,0.95
500280,100280,50000,398.0,0.89
500281,100281,300000,333.0,0.71
500282,100282,50000,881.0,1.0
500283,100283,50000,,0.7
500284,100284,100000,665.0,1.16
500285,100285,300000,358.0,0.3
500286,100286,50000,480.0,0.87
500287,100287,150000,318.0,0.48
500288,100288,100000,525.0,0.37
500289,100289,300000,772.0,0.26
500290,100290,300000,,0.69
500291,100291,200000,596.0,0.3
500292,100292,300000,892.0,0.28
500293,100293,100000,474.0,1.19
500294,100294,150000,521.0,0.97
500295,100295,300000,353.0,0.91
500296,100296,200000,702.0,0.96
500297,100297,100000,617.0,1.16
500298,100298,50000,648.0,0.71
500299,100299,75000,742.0,0.3
500300,100300,75000,879.0,1.04
500301,100301,50000,839.0,0.9
500302,100302,300000,581.0,0.53
500303,100303,75000,659.0,0.59
500304,100304,75000,307.0,0.52
500305,100305,50000,862.0,1.12
500306,100306,300000,790.0,0.45
500307,100307,300000,640.0,1.16
500308,100308,50000,,1.1
500309,100309,300000,548.0,0.78
500310,100310,300000,534.0,0.72
500311,100311,100000,382.0,0.48
500312,100312,100000,392.0,0.07
500313,100313,50000,693.0,0.2
500314,100314,150000,,0.92
500315,100315,75000,716.0,0.59
500316,100316,100000,882.0,0.22
500317,100317,75000,,0.35
500318,100318,200000,552.0,1.14
500319,100319,50000,421.0,0.47
500320,100320,150000,309.0,1.09
500321,100321,200000,,0.4
500322,100322,200000,572.0,0.67
500323,100323,300000,605.0,0.07
500324,100324,200000,509.0,0.65
500325,100325,50000,763.0,0.78
500326,100326,100000,715.0,0.32
500327,100327,50000,515.0,0.72
500328,100328,100000,379.0,0.79
500329,100329,200000,779.0,0.84
500330,100330,200000,846.0,0.94
500331,100331,150000,317.0,0.41
500332,100332,100000,464.0,0.7
500333,100333,200000,824.0,1.18
500334,100334,300000,501.0,1.08
500335,100335,75000,645.0,1.15
500336,100336,150000,665.0,0.49
500337,100337,50000,,0.95
500338,100338,150000,812.0,0.76
500339,100339,75000,618.0,0.15
500340,100340,100000,516.0,1.0
500341,100341,50000,333.0,0.83
500342,100342,50000,565.0,0.28
500343,100343,100000,379.0,0.14
500344,100344,150000,712.0,1.01
500345,100345,200000,,0.14
500346,100346,150000,311.0,0.16
500347,100347,75000,700.0,0.54
500348,100348,300000,581.0,0.21
500349,100349,200000,411.0,1.1
500350,100350,150000,677.0,0.59
500351,100351,300000,567.0,0.7
500352,100352,300000,597.0,1.12
500353,100353,100000,616.0,0.66
500354,100354,75000,869.0,0.46
500355,100355,75000,,0.97
500356,100356,75000,845.0,0.56
500357,100357,200000,664.0,0.42
500358,100358,50000,846.0,0.88
500359,100359,200000,570.0,0.97
500360,100360,150000,773.0,0.96
500361,100361,300000,836.0,1.17
500362,100362,300000,533.0,0.95
500363,100363,50000,358.0,0.94
500364,100364,150000,550.0,1.04
500365,100365,50000,385.0,0.05
500366,100366,300000,689.0,0.47
500367,100367,200000,479.0,0.9
500368,100368,75000,448.0,0.74
500369,100369,300000,882.0,0.25
500370,100370,100000,420.0,0.4
500371,100371,75000,555.0,0.44
500372,100372,300000,,0.7
500373,100373,200000,358.0,1.01
500374,100374,50000,368.0,1.12
500375,100375,75000,745.0,0.91
500376,100376,200000,687.0,1.02
500377,100377,150000,385.0,0.59
500378,100378,100000,526.0,0.5
500379,100379,75000,892.0,0.5
500380,100380,50000,483.0,0.76
500381,100381,150000,621.0,0.19
500382,100382,200000,617.0,0.72
500383,100383,100000,865.0,0.81
500384,100384,50000,698.0,0.55
500385,100385,200000,592.0,1.15
500386,100386,200000,592.0,0.75
500387,100387,75000,784.0,0.3
500388,100388,75000,746.0,0.6
500389,100389,50000,,0.83
500390,100390,300000,807.0,0.42
500391,100391,300000,,0.14
500392,100392,200000,719.0,0.72
500393,100393,75000,453.0,1.14
500394,100394,100000,723.0,0.61
500395,100395,100000,572.0,1.09
500396,100396,200000,,1.01
500397,100397,75000,427.0,0.22
500398,100398,50000,672.0,0.86
500399,100399,50000,867.0,0.55
500400,100400,50000,458.0,0.34
500401,100401,100000,870.0,0.84
500402,100402,75000,869.0,0.9
500403,100403,75000,475.0,0.26
500404,100404,100000,510.0,1.1
500405,100405,50000,746.0,0.91
500406,100406,50000,885.0,1.12
500407,100407,200000,466.0,0.41
500408,100408,300000,759.0,1.13
500409,100409,150000,656.0,0.47
500410,100410,300000,603.0,0.11
500411,100411,75000,532.0,0.93
500412,100412,75000,,0.86
500413,100413,75000,481.0,0.74
500414,100414,300000,633.0,0.61
500415,100415,150000,328.0,0.09
500416,100416,200000,392.0,0.77
500417,100417,300000,629.0,0.53
500418,100418,150000,483.0,0.69
500419,100419,50000,394.0,0.54
500420,100420,50000,652.0,1.16
500421,100421,75000,564.0,0.74
500422,100422,100000,318.0,0.91
500423,100423,75000,798.0,1.13
500424,100424,100000,438.0,0.73
500425,100425,150000,872.0,0.06
500426,100426,50000,824.0,0.09
500427,100427,300000,554.0,0.86
500428,100428,100000,384.0,0.37
500429,100429,150000,757.0,0.72
500430,100430,50000,831.0,0.28
500431,100431,300000,861.0,0.36
500432,100432,100000,391.0,0.63
500433,100433,75000,899.0,1.17
500434,100434,75000,368.0,0.76
500435,100435,75000,336.0,1.13
500436,100436,150000,439.0,1.15
500437,100437,75000,865.0,0.29
500438,100438,200000,477.0,0.41
500439,100439,50000,436.0,0.94
500440,100440,150000,489.0,1.05
500441,100441,300000,,0.65
500442,100442,75000,858.0,1.19
500443,100443,50000,304.0,0.06
500444,100444,100000,556.0,0.39
500445,100445,75000,542.0,0.77
500446,100446,50000,714.0,0.59
500447,100447,200000,642.0,0.18
500448,100448,100000,678.0,0.47
500449,100449,200000,893.0,0.08
500450,100450,300000,445.0,0.79
500451,100451,50000,622.0,1.08
500452,100452,200000,421.0,1.07
500453,100453,300000,551.0,0.85
500454,100454,50000,610.0,0.59
500455,100455,50000,774.0,0.64
500456,100456,200000,869.0,0.21
500457,100457,50000,791.0,0.44
500458,100458,75000,,0.27
500459,100459,50000,646.0,0.99
500460,100460,150000,786.0,1.1
500461,100461,300000,772.0,0.67
500462,100462,50000,681.0,0.89
500463,100463,150000,579.0,0.19
500464,100464,50000,371.0,0.75
500465,100465,50000,820.0,0.86
500466,100466,200000,665.0,0.57
500467,100467,75000,393.0,0.33
500468,100468,300000,,1.06
500469,100469,75000,638.0,0.9
500470,100470,100000,736.0,1.08
500471,100471,200000,635.0,0.99
500472,100472,200000,791.0,1.19
500473,100473,75000,339.0,0.27
500474,100474,200000,658.0,0.15
500475,100475,75000,873.0,0.44
500476,100476,200000,553.0,0.2
500477,100477,50000,880.0,0.65
500478,100478,75000,697.0,0.78
500479,100479,75000,469.0,0.72
500480,100480,150000,810.0,0.35
500481,100481,200000,559.0,1.1
500482,100482,200000,883.0,0.07
500483,100483,75000,758.0,0.45
500484,100484,50000,828.0,0.88
500485,100485,50000,640.0,0.93
500486,100486,300000,356.0,0.53
500487,100487,50000,517.0,0.07
500488,100488,200000,763.0,0.76
500489,100489,150000,546.0,0.12
500490,100490,75000,672.0,0.17
500491,100491,100000,716.0,0.8
500492,100492,150000,330.0,0.41
500493,100493,100000,667.0,0.45
500494,100494,150000,858.0,0.61
500495,100495,50000,407.0,1.18
500496,100496,200000,,1.16
500497,100497,100000,717.0,0.53
500498,100498,150000,697.0,0.36
500499,100499,200000,571.0,0.4
500500,100500,100000,415.0,0.36
500501,100501,75000,885.0,0.66
500502,100502,150000,555.0,0.75
500503,100503,75000,380.0,0.61
500504,100504,50000,427.0,0.52
500505,100505,75000,534.0,0.29
500506,100506,75000,852.0,0.6
500507,100507,300000,480.0,0.44
500508,100508,150000,456.0,0.67
500509,100509,50000,753.0,0.83
500510,100510,75000,870.0,0.78
500511,100511,200000,323.0,0.58
500512,100512,100000,772.0,0.69
500513,100513,75000,699.0,0.38
500514,100514,50000,891.0,0.08
500515,100515,75000,433.0,0.77
500516,100516,100000,720.0,0.34
500517,100517,50000,512.0,0.82
500518,100518,150000,781.0,0.91
500519,100519,50000,647.0,1.1
500520,100520,150000,465.0,1.15
500521,100521,50000,647.0,0.06
500522,100522,100000,697.0,1.19
500523,100523,100000,,0.84
500524,100524,50000,734.0,0.79
500525,100525,75000,876.0,0.07
500526,100526,100000,520.0,1.04
500527,100527,150000,607.0,0.22
500528,100528,150000,765.0,1.01
500529,100529,200000,398.0,0.07
500530,100530,300000,541.0,0.79
500531,100531,300000,457.0,0.55
500532,100532,300000,853.0,0.28
500533,100533,150000,526.0,0.17
500534,100534,200000,722.0,0.56
500535,100535,300000,371.0,0.19
500536,100536,300000,542.0,0.61
500537,100537,50000,829.0,0.77
500538,100538,50000,888.0,1.0
500539,100539,50000,344.0,0.83
500540,100540,75000,,0.12
500541,100541,300000,670.0,0.4
500542,100542,75000,,0.38
500543,100543,200000,321.0,1.1
500544,100544,150000,471.0,1.05
500545,100545,300000,,0.48
500546,100546,150000,376.0,0.13
500547,100547,50000,580.0,1.08
500548,100548,300000,663.0,1.07
500549,100549,100000,478.0,1.03
500550,100550,75000,537.0,1.02
500551,100551,75000,434.0,0.6
500552,100552,300000,579.0,0.25
500553,100553,50000,318.0,0.6
500554,100554,75000,894.0,0.62
500555,100555,50000,670.0,0.61
500556,100556,200000,411.0,0.67
500557,100557,150000,520.0,0.35
500558,100558,100000,603.0,0.47
500559,100559,150000,624.0,0.55
500560,100560,150000,736.0,0.2
500561,100561,200000,737.0,0.57
500562,100562,75000,469.0,0.98
500563,100563,100000,674.0,1.0
500564,100564,75000,856.0,0.52
500565,100565,300000,680.0,0.65
500566,100566,150000,313.0,0.09
500567,100567,300000,799.0,0.83
500568,100568,50000,690.0,0.52
500569,100569,150000,848.0,0.56
500570,100570,75000,864.0,1.05
500571,100571,150000,829.0,0.58
500572,100572,50000,791.0,0.07
500573,100573,200000,849.0,0.31
500574,100574,300000,684.0,0.6
500575,100575,300000,495.0,0.54
500576,100576,75000,599.0,1.04
500577,100577,150000,846.0,0.67
500578,100578,75000,607.0,0.84
500579,100579,200000,551.0,0.59
500580,100580,150000,,0.56
500581,100581,150000,507.0,0.56
500582,100582,75000,430.0,0.52
500583,100583,75000,325.0,0.67
500584,100584,50000,753.0,0.34
500585,100585,200000,485.0,1.07
500586,100586,50000,783.0,0.43
500587,100587,300000,350.0,0.22
500588,100588,150000,304.0,0.16
500589,100589,75000,888.0,0.07
500590,100590,150000,459.0,0.54
500591,100591,150000,507.0,0.27
500592,100592,100000,556.0,0.07
500593,100593,300000,,0.65
500594,100594,100000,310.0,0.83
500595,100595,150000,307.0,0.15
500596,100596,75000,708.0,0.58
500597,100597,150000,331.0,0.91
500598,100598,300000,839.0,1.18
500599,100599,100000,686.0,0.82
500600,100600,75000,527.0,0.33
500601,100601,150000,774.0,0.87
500602,100602,200000,,0.74
500603,100603,300000,617.0,0.29
500604,100604,300000,856.0,1.03
500605,100605,200000,647.0,0.54
500606,100606,150000,533.0,1.16
500607,100607,300000,343.0,0.88
500608,100608,75000,441.0,0.79
500609,100609,150000,475.0,0.89
500610,100610,150000,748.0,0.6
500611,100611,100000,891.0,0.63
500612,100612,300000,381.0,1.03
500613,100613,300000,434.0,0.83
500614,100614,200000,476.0,1.08
500615,100615,100000,682.0,1.07
500616,100616,100000,542.0,1.17
500617,100617,300000,866.0,0.86
500618,100618,150000,440.0,0.63
500619,100619,100000,756.0,0.24
500620,100620,200000,739.0,0.86
500621,100621,100000,355.0,0.39
500622,100622,200000,826.0,0.38
500623,100623,100000,718.0,0.32
500624,100624,200000,387.0,1.06
500625,100625,100000,307.0,1.05
500626,100626,100000,776.0,0.78
500627,100627,75000,,0.59
500628,100628,200000,851.0,0.82
500629,100629,200000,796.0,0.75
500630,100630,200000,802.0,0.53
500631,100631,50000,544.0,0.49
500632,100632,100000,777.0,0.49
500633,100633,200000,608.0,0.73
500634,100634,300000,530.0,0.79
500635,100635,50000,682.0,0.57
500636,100636,75000,454.0,1.16
500637,100637,200000,474.0,0.15
500638,100638,200000,414.0,0.45
500639,100639,50000,689.0,0.53
500640,100640,100000,610.0,0.07
500641,100641,300000,599.0,0.47
500642,100642,75000,317.0,0.36
500643,100643,200000,311.0,0.63
500644,100644,100000,,0.44
500645,100645,300000,531.0,0.89
500646,100646,300000,577.0,0.64
500647,100647,75000,,0.2
500648,100648,150000,602.0,0.91
500649,100649,300000,840.0,0.16
500650,100650,150000,769.0,1.01
500651,100651,300000,376.0,1.12
500652,100652,75000,820.0,0.42
500653,100653,50000,323.0,1.12
500654,100654,75000,314.0,0.96
500655,100655,75000,824.0,1.11
500656,100656,50000,646.0,0.82
500657,100657,50000,471.0,0.32
500658,100658,100000,626.0,1.08
500659,100659,300000,784.0,0.26
500660,100660,100000,788.0,0.3
500661,100661,50000,761.0,0.36
500662,100662,150000,677.0,0.4
500663,100663,150000,887.0,0.64
500664,100664,75000,463.0,0.87
500665,100665,200000,671.0,1.12
500666,100666,75000,,0.15
500667,100667,75000,723.0,1.15
500668,100668,200000,776.0,1.11
500669,100669,300000,681.0,0.11
500670,100670,50000,454.0,0.46
500671,100671,150000,556.0,0.99
500672,100672,75000,367.0,0.75
500673,100673,200000,643.0,0.95
500674,100674,100000,576.0,0.88
500675,100675,75000,690.0,0.62
500676,100676,150000,748.0,0.1
500677,100677,50000,558.0,0.72
500678,100678,75000,606.0,0.11
500679,100679,75000,394.0,0.74
500680,100680,300000,763.0,0.97
500681,100681,200000,545.0,0.72
500682,100682,100000,486.0,1.2
500683,100683,100000,672.0,0.57
500684,100684,50000,871.0,0.91
500685,100685,150000,705.0,0.82
500686,100686,50000,,1.19
500687,100687,75000,424.0,0.87
500688,100688,75000,636.0,0.24
500689,100689,100000,640.0,1.15
500690,100690,150000,862.0,0.82
500691,100691,200000,477.0,0.12
500692,100692,150000,469.0,0.81
500693,100693,75000,338.0,1.07
500694,100694,200000,368.0,0.71
500695,100695,150000,535.0,0.46
500696,100696,150000,859.0,0.99
500697,100697,200000,680.0,0.95
500698,100698,75000,356.0,0.68
500699,100699,150000,576.0,0.23
500700,100700,200000,398.0,0.34
500701,100701,300000,826.0,0.9
500702,100702,300000,,0.98
500703,100703,75000,760.0,0.37
500704,100704,200000,478.0,0.47
500705,100705,300000,873.0,0.14
500706,100706,200000,418.0,0.87
500707,100707,150000,768.0,0.05
500708,100708,75000,848.0,0.1
500709,100709,300000,754.0,0.05
500710,100710,150000,325.0,0.79
500711,100711,50000,789.0,0.53
500712,100712,50000,307.0,0.39
500713,100713,75000,815.0,1.1
500714,100714,300000,832.0,0.27
500715,100715,300000,448.0,0.5
500716,100716,300000,,1.13
500717,100717,200000,324.0,0.54
500718,100718,150000,854.0,0.69
500719,100719,300000,724.0,0.14
500720,100720,150000,592.0,0.96
500721,100721,75000,484.0,0.54
500722,100722,300000,853.0,0.97
500723,100723,75000,730.0,0.34
500724,100724,300000,,0.54
500725,100725,50000,697.0,0.95
500726,100726,100000,623.0,1.17
500727,100727,75000,864.0,0.12
500728,100728,300000,895.0,0.98
500729,100729,100000,845.0,0.4
500730,100730,75000,375.0,0.68
500731,100731,200000,785.0,0.38
500732,100732,300000,387.0,0.76
500733,100733,200000,531.0,0.46
500734,100734,50000,306.0,0.43
500735,100735,300000,849.0,0.09
500736,100736,50000,351.0,0.22
500737,100737,100000,695.0,1.1
500738,100738,75000,520.0,1.2
500739,100739,150000,727.0,0.95
500740,100740,50000,442.0,0.38
500741,100741,150000,662.0,0.51
500742,100742,150000,681.0,0.9
500743,100743,75000,860.0,1.16
500744,100744,100000,576.0,0.57
500745,100745,75000,570.0,1.0
500746,100746,300000,313.0,1.17
500747,100747,50000,,1.05
500748,100748,150000,763.0,0.31
500749,100749,75000,826.0,0.06
500750,100750,75000,533.0,0.62
500751,100751,75000,874.0,0.66
500752,100752,50000,326.0,0.28
500753,100753,100000,770.0,0.38
500754,100754,75000,392.0,0.93
500755,100755,50000,,0.59
500756,100756,150000,351.0,0.41
500757,100757,300000,618.0,0.77
500758,100758,200000,480.0,0.8
500759,100759,50000,868.0,0.93
500760,100760,200000,419.0,0.23
500761,100761,75000,342.0,0.9
500762,100762,75000,,0.74
500763,100763,50000,496.0,0.12
500764,100764,200000,554.0,0.94
500765,100765,75000,635.0,0.49
500766,100766,150000,852.0,0.43
500767,100767,100000,801.0,0.57
500768,100768,100000,,0.45
500769,100769,75000,813.0,0.44
500770,100770,200000,541.0,0.98
500771,100771,300000,448.0,0.19
500772,100772,75000,,1.17
500773,100773,300000,752.0,0.69
500774,100774,300000,692.0,0.26
500775,100775,200000,511.0,0.2
500776,100776,300000,837.0,0.73
500777,100777,150000,893.0,0.78
500778,100778,200000,894.0,0.11
500779,100779,75000,430.0,0.33
500780,100780,150000,628.0,0.96
500781,100781,50000,555.0,0.11
500782,100782,100000,778.0,1.03
500783,100783,75000,860.0,0.81
500784,100784,75000,362.0,0.55
500785,100785,75000,610.0,0.45
500786,100786,150000,706.0,0.07
500787,100787,50000,404.0,1.0
500788,100788,200000,314.0,0.21
500789,100789,50000,558.0,0.41
500790,100790,150000,,0.7
500791,100791,75000,,0.33
500792,100792,100000,559.0,0.62
500793,100793,75000,344.0,0.98
500794,100794,200000,630.0,0.59
500795,100795,300000,464.0,1.14
500796,100796,100000,492.0,1.02
500797,100797,75000,820.0,0.43
500798,100798,100000,700.0,0.51
500799,100799,300000,673.0,0.54
500800,100800,50000,364.0,0.77
500801,100801,150000,686.0,0.38
500802,100802,75000,794.0,1.16
500803,100803,200000,714.0,0.75
500804,100804,50000,,0.51
500805,100805,75000,565.0,0.79
500806,100806,50000,627.0,0.5
500807,100807,200000,791.0,0.99
500808,100808,75000,516.0,0.7
500809,100809,300000,619.0,0.1
500810,100810,300000,698.0,0.25
500811,100811,200000,404.0,1.04
500812,100812,100000,629.0,0.7
500813,100813,200000,,1.14
500814,100814,100000,898.0,0.13
500815,100815,75000,613.0,0.39
500816,100816,100000,,0.27
500817,100817,75000,761.0,0.69
500818,100818,75000,883.0,0.49
500819,100819,150000,785.0,0.23
500820,100820,75000,,0.79
500821,100821,100000,,0.67
500822,100822,150000,328.0,0.37
500823,100823,150000,570.0,0.6
500824,100824,75000,800.0,0.91
500825,100825,200000,552.0,0.29
500826,100826,200000,684.0,0.39
500827,100827,300000,359.0,0.45
500828,100828,150000,406.0,0.91
500829,100829,75000,519.0,1.02
500830,100830,200000,740.0,0.48
