repayment_id,customer_id,payment_date,payment_amount,payment_delay_days,severe_delay_flag
800179,100032,2025-05-28 14:16:23.311651,1512.53,0,False
800180,101008,2025-05-27 14:16:23.311652,6727.92,0,False
800181,101477,2025-06-29 14:16:23.311653,14403.26,15,False
800182,100959,2025-08-13 14:16:23.311654,10394.77,0,False
800183,100619,2025-10-13 14:16:23.311656,10017.75,15,False
800184,100899,2025-03-22 14:16:23.311657,3472.0,15,False
800185,101524,2025-11-14 14:16:23.311658,7353.36,0,False
800186,101295,2025-06-03 14:16:23.311659,19198.38,0,False
800187,100500,2025-11-04 14:16:23.311660,7140.93,10,False
800188,100898,2025-04-09 14:16:23.311662,12032.93,15,False
800189,100856,2025-07-10 14:16:23.311663,1637.8,10,False
800190,100702,2025-01-17 14:16:23.311664,1745.16,0,False
800191,101616,2024-12-28 14:16:23.311666,8772.95,10,False
800192,101941,2025-01-04 14:16:23.311667,12280.19,0,False
800193,101105,2024-12-21 14:16:23.311668,7760.65,0,False
800194,100607,2025-08-22 14:16:23.311670,3990.76,15,False
800195,101169,2025-02-25 14:16:23.311674,14851.17,10,False
800196,100568,2025-03-31 14:16:23.311676,3230.85,10,False
800197,100729,2025-10-04 14:16:23.311678,13526.33,30,True
800198,101777,2025-12-04 14:16:23.311680,19156.32,0,False
800199,101944,2025-12-13 14:16:23.311682,9675.47,15,False
800200,100283,2025-02-20 14:16:23.311684,4408.46,0,False
800201,100679,2025-06-14 14:16:23.311688,16918.65,5,False
800202,100918,2025-05-31 14:16:23.311690,10356.79,0,False
800203,100135,2025-02-22 14:16:23.311692,18502.83,0,False
800204,100652,2025-04-11 14:16:23.311694,14551.43,30,True
800205,101195,2025-07-16 14:16:23.311696,8896.89,15,False
800206,100888,2025-06-04 14:16:23.311698,12538.99,0,False
800207,101582,2025-10-10 14:16:23.311700,3814.31,15,False
800208,101033,2025-10-31 14:16:23.311702,8050.99,0,False
800209,100296,2025-04-13 14:16:23.311704,12080.49,0,False
800210,100706,2025-04-30 14:16:23.311706,12005.82,15,False
800211,100329,2025-08-29 14:16:23.311709,11950.7,30,True
800212,101456,2025-01-23 14:16:23.311711,14998.95,15,False
800213,100447,2025-03-12 14:16:23.311713,2560.24,0,False
800214,100014,2025-08-04 14:16:23.311715,1936.31,10,False
800215,100215,2025-10-01 14:16:23.311717,3386.4,10,False
800216,101724,2025-05-01 14:16:23.311719,15951.69,15,False
800217,101276,2025-04-07 14:16:23.311721,1764.65,0,False
800218,100329,2025-07-11 14:16:23.311723,4892.09,15,False
800219,100563,2025-10-18 14:16:23.311725,5468.13,0,False
800220,101453,2025-09-22 14:16:23.311727,13121.41,0,False
800221,101082,2025-12-17 14:16:23.311735,8331.78,10,False
800222,100175,2025-08-29 14:16:23.311738,4380.37,30,True
800223,101397,2025-07-12 14:16:23.311740,9266.0,5,False
800224,100294,2025-04-28 14:16:23.311741,13866.3,15,False
800225,101661,2025-10-09 14:16:23.311742,15828.01,15,False
800226,101577,2024-12-19 14:16:23.311744,2915.72,0,False
800227,100306,2025-09-28 14:16:23.311745,14436.95,0,False
800228,101841,2025-05-30 14:16:23.311746,588.19,5,False
800229,101371,2025-09-16 14:16:23.311747,14624.31,0,False
800230,100360,2024-12-21 14:16:23.311749,13389.58,0,False
800231,101789,2025-10-07 14:16:23.311750,9639.0,5,False
800232,101089,2025-10-22 14:16:23.311751,3169.03,15,False
800233,101960,2025-12-07 14:16:23.311753,15408.71,0,False
800234,100569,2025-07-25 14:16:23.311754,1899.19,30,True
800235,100638,2025-07-23 14:16:23.311755,17963.59,15,False
800236,100515,2025-05-24 14:16:23.311756,15582.48,5,False
800237,100234,2025-09-18 14:16:23.311758,14948.79,0,False
800238,100432,2025-09-22 14:16:23.311759,15210.69,10,False
800239,100386,2025-08-31 14:16:23.311760,1817.68,10,False
800240,101055,2025-03-10 14:16:23.311761,19804.01,15,False
800241,101017,2025-05-27 14:16:23.311762,17242.69,30,True
800242,101710,2025-09-12 14:16:23.311764,10404.7,10,False
800243,101597,2025-03-28 14:16:23.311765,14528.31,0,False
800244,100225,2025-03-24 14:16:23.311766,14915.51,15,False
800245,100143,2025-03-29 14:16:23.311767,16680.81,30,True
800246,101475,2025-08-26 14:16:23.311769,5479.79,0,False
800247,100017,2025-02-09 14:16:23.311770,7755.03,0,False
800248,100731,2025-05-13 14:16:23.311782,16093.86,5,False
800249,100745,2025-04-29 14:16:23.311783,15495.19,0,False
800250,101413,2025-09-12 14:16:23.311785,10691.0,10,False
800251,100746,2025-12-11 14:16:23.311786,8226.0,15,False
800252,100361,2025-10-02 14:16:23.311787,19384.63,0,False
800253,100320,2025-08-12 14:16:23.311788,8592.92,0,False
800254,100591,2025-06-17 14:16:23.311790,15397.72,10,False
800255,101316,2025-09-05 14:16:23.311791,8546.53,0,False
800256,100072,2025-09-25 14:16:23.311792,6541.81,15,False
800257,101982,2025-02-28 14:16:23.311793,12999.44,0,False
800258,100848,2025-10-15 14:16:23.311795,16248.51,10,False
800259,100099,2025-04-29 14:16:23.311796,19636.86,15,False
800260,101505,2025-12-01 14:16:23.311800,3403.63,0,False
800261,100255,2025-09-16 14:16:23.311803,17584.23,0,False
800262,101338,2025-03-16 14:16:23.311805,10720.77,0,False
800263,100862,2025-10-01 14:16:23.311807,2600.98,30,True
800264,100161,2024-12-22 14:16:23.311809,15990.38,10,False
800265,100292,2025-08-29 14:16:23.311811,6965.12,0,False
800266,100161,2025-01-10 14:16:23.311813,17430.87,10,False
800267,101964,2025-02-13 14:16:23.311815,3577.14,5,False
800268,100868,2025-10-02 14:16:23.311817,14366.29,0,False
800269,101664,2025-04-28 14:16:23.311819,6365.53,5,False
800270,101332,2025-09-14 14:16:23.311822,5518.3,0,False
800271,101788,2025-03-25 14:16:23.311824,1480.07,30,True
800272,101597,2024-12-31 14:16:23.311826,9897.22,15,False
800273,101166,2025-11-02 14:16:23.311828,8134.3,0,False
800274,100222,2025-01-26 14:16:23.311830,1702.96,0,False
800275,100306,2025-05-17 14:16:23.311832,4919.52,0,False
800276,100013,2025-01-25 14:16:23.311834,10001.8,0,False
800277,101899,2025-03-17 14:16:23.311837,16261.29,30,True
800278,101633,2025-10-11 14:16:23.311839,18624.23,10,False
800279,100570,2025-01-11 14:16:23.311842,10548.98,5,False
800280,101203,2025-02-21 14:16:23.311844,8364.48,0,False
800281,101536,2025-03-07 14:16:23.311845,19117.71,10,False
800282,100226,2025-03-06 14:16:23.311847,19275.82,0,False
800283,101482,2025-08-13 14:16:23.311848,4213.04,0,False
800284,100144,2025-04-29 14:16:23.311849,10863.38,0,False
800285,101847,2025-06-19 14:16:23.311850,16507.75,0,False
800286,101668,2025-12-04 14:16:23.311852,16534.05,10,False
800287,100656,2025-09-07 14:16:23.311853,13857.08,15,False
800288,100785,2025-07-20 14:16:23.311854,9693.64,0,False
800289,101880,2025-01-27 14:16:23.311855,8371.3,5,False
800290,100822,2025-06-21 14:16:23.311857,16225.04,15,False
800291,100482,2025-06-23 14:16:23.311858,4901.6,10,False
800292,101582,2025-05-19 14:16:23.311859,8854.38,15,False
800293,101743,2025-11-15 14:16:23.311860,11553.86,0,False
800294,101774,2025-12-09 14:16:23.311862,16719.79,10,False
800295,100432,2025-01-01 14:16:23.311863,7790.08,5,False
800296,100241,2025-03-29 14:16:23.311864,11198.79,10,False
800297,100918,2025-05-29 14:16:23.311866,5943.69,0,False
800298,100615,2025-03-30 14:16:23.311867,16819.8,15,False
800299,100276,2025-07-22 14:16:23.311868,15818.05,5,False
800300,101692,2025-09-17 14:16:23.311869,16491.92,0,False
800301,101211,2025-10-26 14:16:23.311871,1620.79,0,False
800302,100685,2025-12-03 14:16:23.311872,9994.51,30,True
800303,100099,2025-10-27 14:16:23.311873,3148.93,30,True
800304,100521,2025-06-01 14:16:23.311874,13638.33,30,True
800305,101107,2025-11-11 14:16:23.311875,6572.12,10,False
800306,101076,2025-01-05 14:16:23.311876,15604.24,5,False
800307,101150,2025-09-30 14:16:23.311878,1770.75,0,False
800308,100646,2025-02-04 14:16:23.311879,10508.58,0,False
800309,101309,2025-07-21 14:16:23.311882,2911.47,30,True
800310,101884,2025-11-12 14:16:23.311883,11379.03,0,False
800311,100054,2025-09-15 14:16:23.311884,12343.35,30,True
800312,100755,2024-12-30 14:16:23.311885,9511.8,0,False
800313,100576,2025-06-10 14:16:23.311886,5953.11,30,True
800314,101044,2025-07-05 14:16:23.311888,1130.39,0,False
800315,100774,2025-11-08 14:16:23.311889,13411.23,0,False
800316,101323,2025-10-15 14:16:23.311890,17473.62,30,True
800317,100835,2025-06-17 14:16:23.311891,14806.13,5,False
800318,100358,2025-03-23 14:16:23.311893,17913.85,10,False
800319,101783,2025-08-10 14:16:23.311894,18625.27,0,False
800320,100142,2025-04-23 14:16:23.311895,9266.16,0,False
800321,100609,2025-03-18 14:16:23.311896,14110.83,10,False
800322,101025,2025-10-01 14:16:23.311898,8248.89,0,False
800323,100356,2025-01-25 14:16:23.311899,18431.08,0,False
800324,100642,2025-08-15 14:16:23.311900,11477.97,0,False
800325,101711,2025-12-09 14:16:23.311901,15172.78,0,False
800326,100451,2025-03-04 14:16:23.311903,783.11,10,False
800327,100046,2025-08-13 14:16:23.311904,11723.21,5,False
800328,100752,2025-05-16 14:16:23.311905,14968.83,0,False
800329,100426,2025-08-24 14:16:23.311906,5511.62,5,False
800330,100867,2025-02-04 14:16:23.311907,780.29,0,False
800331,101562,2025-09-03 14:16:23.311909,15000.84,10,False
800332,100899,2025-05-19 14:16:23.311910,7092.67,30,True
800333,101571,2025-11-04 14:16:23.311915,8861.4,0,False
800334,100850,2025-10-14 14:16:23.311916,11460.02,30,True
800335,100865,2025-09-24 14:16:23.311917,2649.9,10,False
800336,100847,2025-10-22 14:16:23.311919,2519.28,15,False
800337,100691,2025-04-30 14:16:23.311920,19237.17,5,False
800338,100940,2025-03-13 14:16:23.311921,7108.48,5,False
800339,100487,2025-09-07 14:16:23.311922,5482.73,10,False
800340,101586,2025-06-29 14:16:23.311923,1430.89,10,False
800341,101365,2025-09-04 14:16:23.311925,3891.61,15,False
800342,100671,2025-12-12 14:16:23.311926,8902.45,5,False
800343,100769,2025-11-14 14:16:23.311927,7170.43,15,False
800344,100528,2025-11-21 14:16:23.311928,8779.34,15,False
800345,101302,2025-11-30 14:16:23.311930,14226.24,10,False
800346,100171,2025-12-13 14:16:23.311931,13014.9,15,False
800347,101325,2025-08-22 14:16:23.311932,10116.48,5,False
800348,101419,2025-09-13 14:16:23.311933,16389.02,0,False
800349,100565,2025-05-19 14:16:23.311934,17217.83,5,False
800350,100524,2025-04-07 14:16:23.311936,12020.85,15,False
800351,101737,2025-11-04 14:16:23.311937,2792.63,0,False
800352,100963,2024-12-29 14:16:23.311938,8420.49,5,False
800353,101350,2025-09-16 14:16:23.311940,12872.04,0,False
800354,100757,2025-04-15 14:16:23.311942,1725.59,5,False
800355,100449,2025-04-01 14:16:23.311943,888.18,10,False
800356,100782,2025-02-04 14:16:23.311944,18992.52,15,False
800357,101763,2025-04-11 14:16:23.311945,14736.26,0,False
800358,100061,2025-04-20 14:16:23.311947,3485.6,30,True
800359,101224,2025-01-04 14:16:23.311948,9179.97,0,False
800360,100663,2025-08-06 14:16:23.311949,4274.37,5,False
800361,101093,2025-10-04 14:16:23.311950,700.57,10,False
800362,101724,2025-02-26 14:16:23.311952,8138.02,0,False
800363,100496,2025-04-22 14:16:23.311953,13143.5,0,False
800364,100838,2025-08-04 14:16:23.311954,19105.51,0,False
800365,100207,2025-05-05 14:16:23.311955,15511.78,0,False
800366,101488,2025-09-25 14:16:23.311956,4987.69,15,False
800367,101501,2025-04-16 14:16:23.311958,7056.13,10,False
800368,100455,2025-04-19 14:16:23.311959,10651.32,30,True
800369,101154,2025-09-23 14:16:23.311960,4229.82,0,False
800370,100472,2025-08-28 14:16:23.311961,16742.44,10,False
800371,100668,2025-10-10 14:16:23.311963,3775.32,10,False
800372,101300,2024-12-21 14:16:23.311964,6154.47,15,False
800373,100053,2025-03-07 14:16:23.311965,11763.21,0,False
800374,101779,2025-07-20 14:16:23.311967,2902.87,0,False
800375,101413,2025-06-25 14:16:23.311968,12679.99,5,False
800376,100888,2025-06-03 14:16:23.311969,18912.39,0,False
800377,100214,2025-11-06 14:16:23.311970,13984.95,5,False
800378,100010,2025-11-19 14:16:23.311971,16349.3,30,True
800379,100453,2025-09-24 14:16:23.311973,9050.64,15,False
800380,100410,2025-01-25 14:16:23.311974,7623.69,0,False
800381,100730,2025-05-03 14:16:23.311975,6907.75,10,False
800382,101740,2025-06-28 14:16:23.311977,13379.07,30,True
800383,101916,2025-11-07 14:16:23.311978,10611.45,15,False
800384,101979,2025-05-31 14:16:23.311979,9710.23,30,True
800385,101736,2025-02-02 14:16:23.311980,2464.55,0,False
800386,100583,2025-09-09 14:16:23.311982,13630.78,0,False
800387,100108,2025-01-01 14:16:23.311983,14644.97,10,False
800388,100026,2025-05-12 14:16:23.311984,4325.87,15,False
800389,101439,2025-07-24 14:16:23.311985,15314.25,30,True
800390,100348,2025-10-14 14:16:23.311987,17648.18,0,False
800391,101005,2025-09-16 14:16:23.311988,3905.16,30,True
800392,101312,2025-05-30 14:16:23.311989,9314.81,10,False
800393,100516,2025-03-01 14:16:23.311990,17585.61,10,False
800394,101509,2025-05-22 14:16:23.311992,10002.31,0,False
800395,101288,2025-05-12 14:16:23.311993,16397.45,0,False
800396,101011,2025-02-21 14:16:23.311994,4707.18,15,False
800397,101676,2025-03-30 14:16:23.311995,1746.66,15,False
800398,100224,2025-11-10 14:16:23.311997,1659.6,15,False
800399,100349,2025-09-04 14:16:23.311998,19460.95,30,True
800400,101909,2025-04-11 14:16:23.311999,3712.0,5,False
800401,101112,2025-04-08 14:16:23.312001,17365.38,0,False
800402,100645,2025-03-15 14:16:23.312003,6656.71,5,False
800403,101126,2025-04-25 14:16:23.312004,1281.73,10,False
800404,100329,2025-05-29 14:16:23.312005,5199.06,0,False
800405,101955,2025-10-25 14:16:23.312007,10357.1,5,False
800406,101148,2025-05-21 14:16:23.312008,2582.05,0,False
800407,101969,2025-12-12 14:16:23.312009,18482.19,30,True
800408,100956,2025-05-31 14:16:23.312010,18047.76,5,False
800409,101327,2024-12-19 14:16:23.312011,3408.38,0,False
800410,100082,2025-03-08 14:16:23.312013,14873.61,0,False
800411,100266,2025-11-05 14:16:23.312014,9483.81,5,False
800412,101424,2025-06-06 14:16:23.312015,19651.48,0,False
800413,101409,2025-04-14 14:16:23.312016,1580.38,0,False
800414,101798,2025-02-03 14:16:23.312017,9685.17,0,False
800415,101384,2025-03-24 14:16:23.312019,6066.72,5,False
800416,101080,2025-06-09 14:16:23.312020,14664.38,5,False
800417,100798,2025-11-01 14:16:23.312022,2667.12,0,False
800418,101400,2025-06-13 14:16:23.312024,12748.12,30,True
800419,100186,2025-03-22 14:16:23.312029,18987.16,0,False
800420,100478,2025-04-01 14:16:23.312031,9350.67,5,False
800421,100685,2025-10-10 14:16:23.312033,9357.5,10,False
800422,101360,2025-04-04 14:16:23.312035,10166.2,0,False
800423,101870,2025-08-26 14:16:23.312037,8606.31,30,True
800424,101670,2025-02-27 14:16:23.312039,9225.78,5,False
800425,101117,2025-04-20 14:16:23.312041,9533.15,30,True
800426,101510,2025-09-15 14:16:23.312043,19962.29,0,False
800427,100397,2025-06-19 14:16:23.312045,2770.5,30,True
800428,100862,2025-02-26 14:16:23.312047,6063.77,15,False
800429,100520,2025-04-09 14:16:23.312050,4610.35,30,True
800430,101544,2025-11-28 14:16:23.312052,11111.67,10,False
800431,100112,2025-04-12 14:16:23.312054,554.77,30,True
800432,100121,2025-03-08 14:16:23.312056,18461.42,5,False
800433,100385,2025-12-01 14:16:23.312058,10856.86,0,False
800434,101643,2025-10-28 14:16:23.312061,17973.51,0,False
800435,101365,2025-08-04 14:16:23.312064,7226.82,30,True
800436,100783,2025-07-22 14:16:23.312065,3423.63,10,False
800437,101793,2025-07-20 14:16:23.312066,4249.7,10,False
800438,101486,2025-08-25 14:16:23.312067,9679.28,30,True
800439,101733,2025-01-05 14:16:23.312069,1285.24,10,False
800440,100918,2025-03-31 14:16:23.312070,15745.18,10,False
800441,100381,2025-06-21 14:16:23.312071,15917.41,0,False
800442,101653,2025-08-04 14:16:23.312073,14188.12,0,False
800443,100155,2025-09-10 14:16:23.312074,17978.63,5,False
800444,101151,2025-01-27 14:16:23.312075,11214.81,5,False
800445,101066,2025-03-04 14:16:23.312076,9846.73,0,False
800446,101598,2025-06-11 14:16:23.312078,10818.93,30,True
800447,100380,2025-06-10 14:16:23.312079,4048.1,30,True
800448,101680,2025-05-16 14:16:23.312080,10489.68,5,False
