transaction_id,customer_id,transaction_date,transaction_category,transaction_amount,high_value_txn_flag,year_month
900115,101690,2025-02-17 14:16:23.256860,electronics,1260.11,False,2025-02
900116,100372,2024-12-23 14:16:23.256861,dining,6098.75,False,2024-12
900117,101256,2025-01-05 14:16:23.256862,entertainment,4096.01,False,2025-01
900118,100910,2025-08-16 14:16:23.256863,entertainment,6366.96,False,2025-08
900119,100827,2025-11-08 14:16:23.256864,utilities,1694.42,False,2025-11
900120,100235,2025-07-30 14:16:23.256866,dining,3170.55,False,2025-07
900121,100670,2025-11-22 14:16:23.256867,utilities,2535.91,False,2025-11
900122,101940,2025-07-29 14:16:23.256868,online shopping,2253.43,False,2025-07
900123,100827,2024-12-31 14:16:23.256869,travel,1189.38,False,2024-12
900124,100762,2025-01-16 14:16:23.256871,groceries,4323.17,False,2025-01
900125,101337,2025-10-22 14:16:23.256872,travel,2598.4,False,2025-10
900126,101960,2025-07-21 14:16:23.256873,groceries,286.52,False,2025-07
900127,101965,2025-05-27 14:16:23.256875,electronics,1.83,False,2025-05
900128,101836,2025-10-03 14:16:23.256876,entertainment,71.85,False,2025-10
900129,100379,2025-03-08 14:16:23.256878,online shopping,276.46,False,2025-03
900130,100793,2025-05-22 14:16:23.256879,entertainment,1622.43,False,2025-05
900131,100613,2025-04-04 14:16:23.256880,utilities,1276.81,False,2025-04
900132,100562,2025-04-03 14:16:23.256882,fuel,596.27,False,2025-04
900133,100419,2025-06-17 14:16:23.256883,entertainment,2535.87,False,2025-06
900134,100051,2025-01-24 14:16:23.256884,dining,12294.18,False,2025-01
900135,101744,2025-12-07 14:16:23.256886,electronics,613.14,False,2025-12
900136,100818,2025-07-11 14:16:23.256887,entertainment,1009.65,False,2025-07
900137,101666,2025-04-02 14:16:23.256888,electronics,2170.31,False,2025-04
900138,101532,2025-09-21 14:16:23.256889,electronics,3583.96,False,2025-09
900139,101805,2025-06-17 14:16:23.256891,online shopping,3209.21,False,2025-06
900140,101968,2025-12-02 14:16:23.256892,utilities,2577.65,False,2025-12
900141,100204,2025-04-18 14:16:23.256893,entertainment,4678.18,False,2025-04
900142,101000,2025-09-23 14:16:23.256894,utilities,6546.57,False,2025-09
900143,100730,2025-06-02 14:16:23.256895,online shopping,24063.19,True,2025-06
900144,100256,2025-12-08 14:16:23.256897,groceries,2192.55,False,2025-12
900145,100184,2025-07-07 14:16:23.256898,dining,18513.88,True,2025-07
900146,100144,2025-11-24 14:16:23.256899,groceries,4589.15,False,2025-11
900147,101713,2025-10-15 14:16:23.256900,fuel,3748.58,False,2025-10
900148,101037,2025-02-09 14:16:23.256902,entertainment,3572.7,False,2025-02
900149,100245,2025-04-24 14:16:23.256903,groceries,8456.87,False,2025-04
900150,100186,2025-01-07 14:16:23.256905,electronics,10343.37,False,2025-01
900151,101360,2025-04-24 14:16:23.256906,electronics,688.15,False,2025-04
900152,101282,2025-11-26 14:16:23.256909,travel,2380.28,False,2025-11
900153,100865,2025-06-21 14:16:23.256911,travel,9932.55,False,2025-06
900154,100039,2025-02-15 14:16:23.256912,groceries,1685.07,False,2025-02
900155,100600,2025-11-01 14:16:23.256913,electronics,926.96,False,2025-11
900156,101660,2025-03-14 14:16:23.256914,travel,379.09,False,2025-03
900157,100961,2025-05-08 14:16:23.256916,fuel,3182.76,False,2025-05
900158,101441,2025-05-14 14:16:23.256917,entertainment,4217.09,False,2025-05
900159,100985,2025-04-25 14:16:23.256918,groceries,761.58,False,2025-04
900160,101374,2025-05-28 14:16:23.256919,online shopping,3919.12,False,2025-05
900161,100008,2025-01-13 14:16:23.256920,travel,8045.74,False,2025-01
900162,100349,2025-11-29 14:16:23.256922,utilities,977.05,False,2025-11
900163,100083,2025-06-21 14:16:23.256923,entertainment,455.38,False,2025-06
900164,100532,2025-07-09 14:16:23.256924,entertainment,6315.34,False,2025-07
900165,100988,2025-03-08 14:16:23.256925,groceries,8687.94,False,2025-03
900166,101816,2025-10-18 14:16:23.256926,fuel,846.63,False,2025-10
900167,100357,2025-09-24 14:16:23.256927,entertainment,4472.68,False,2025-09
900168,100377,2025-11-13 14:16:23.256929,groceries,3128.45,False,2025-11
900169,100171,2025-12-13 14:16:23.256930,travel,956.83,False,2025-12
900170,101048,2025-10-03 14:16:23.256931,utilities,6073.65,False,2025-10
900171,100392,2025-04-09 14:16:23.256932,entertainment,2224.96,False,2025-04
900172,101126,2025-12-11 14:16:23.256933,electronics,4217.8,False,2025-12
900173,100701,2025-07-02 14:16:23.256935,fuel,1255.48,False,2025-07
900174,101259,2025-08-10 14:16:23.256937,travel,5920.72,False,2025-08
900175,101433,2025-08-02 14:16:23.256938,entertainment,1074.2,False,2025-08
900176,101848,2024-12-25 14:16:23.256939,groceries,1588.28,False,2024-12
900177,100548,2025-02-21 14:16:23.256940,utilities,1738.48,False,2025-02
900178,100783,2025-01-26 14:16:23.256942,groceries,809.23,False,2025-01
900179,101828,2025-09-18 14:16:23.256943,travel,7260.43,False,2025-09
900180,100331,2025-07-08 14:16:23.256944,entertainment,421.61,False,2025-07
900181,101687,2025-02-03 14:16:23.256945,utilities,2898.41,False,2025-02
900182,100793,2025-04-09 14:16:23.256947,fuel,5889.87,False,2025-04
900183,101555,2025-05-31 14:16:23.256948,online shopping,3043.8,False,2025-05
900184,100648,2025-11-28 14:16:23.256949,entertainment,1385.5,False,2025-11
900185,100982,2025-05-03 14:16:23.256950,dining,5321.07,False,2025-05
900186,101894,2025-07-08 14:16:23.256952,groceries,2420.26,False,2025-07
900187,101052,2025-07-06 14:16:23.256953,fuel,622.81,False,2025-07
900188,100542,2025-04-30 14:16:23.256954,travel,1333.71,False,2025-04
900189,101042,2025-01-24 14:16:23.256955,utilities,3137.19,False,2025-01
900190,101171,2025-04-24 14:16:23.256956,dining,3763.26,False,2025-04
900191,101494,2025-08-20 14:16:23.256958,utilities,2780.28,False,2025-08
900192,100490,2025-01-01 14:16:23.256962,electronics,1111.14,False,2025-01
900193,100282,2025-09-02 14:16:23.256964,entertainment,3152.78,False,2025-09
900194,100861,2025-04-12 14:16:23.256966,entertainment,1414.5,False,2025-04
900195,101876,2025-01-16 14:16:23.256968,electronics,891.77,False,2025-01
900196,101835,2025-03-09 14:16:23.256971,utilities,10185.28,False,2025-03
900197,101698,2025-06-03 14:16:23.256973,online shopping,1323.53,False,2025-06
900198,100112,2025-05-12 14:16:23.256974,entertainment,1431.16,False,2025-05
900199,101478,2025-07-20 14:16:23.256976,entertainment,7948.0,False,2025-07
900200,101685,2025-03-07 14:16:23.256978,electronics,538.86,False,2025-03
900201,101353,2025-03-28 14:16:23.256982,utilities,3074.75,False,2025-03
900202,101278,2025-05-12 14:16:23.256984,groceries,5358.98,False,2025-05
900203,101622,2025-05-16 14:16:23.256987,entertainment,1119.11,False,2025-05
900204,101422,2025-02-06 14:16:23.256989,travel,6504.47,False,2025-02
900205,100861,2025-07-15 14:16:23.256990,groceries,5138.53,False,2025-07
900206,100609,2025-05-16 14:16:23.256992,online shopping,2330.0,False,2025-05
900207,101932,2025-01-17 14:16:23.256995,entertainment,442.31,False,2025-01
900208,100507,2024-12-24 14:16:23.256997,travel,12285.48,False,2024-12
900209,101667,2025-08-26 14:16:23.256999,groceries,3425.73,False,2025-08
900210,100465,2025-07-10 14:16:23.257001,travel,2547.8,False,2025-07
900211,100823,2025-02-18 14:16:23.257002,electronics,7583.59,False,2025-02
900212,101430,2025-09-11 14:16:23.257004,entertainment,1914.74,False,2025-09
900213,100608,2025-07-14 14:16:23.257006,entertainment,2902.52,False,2025-07
900214,101121,2025-07-09 14:16:23.257008,entertainment,6841.94,False,2025-07
900215,100289,2025-11-06 14:16:23.257010,dining,1747.13,False,2025-11
900216,100867,2025-06-21 14:16:23.257012,entertainment,5180.45,False,2025-06
900217,101762,2025-02-18 14:16:23.257014,electronics,1035.65,False,2025-02
900218,101680,2025-01-22 14:16:23.257016,travel,4241.61,False,2025-01
900219,101179,2025-10-28 14:16:23.257018,electronics,2499.83,False,2025-10
900220,100781,2025-04-10 14:16:23.257020,fuel,630.74,False,2025-04
900221,100161,2025-01-02 14:16:23.257022,online shopping,511.67,False,2025-01
900222,100623,2025-08-20 14:16:23.257024,groceries,2141.7,False,2025-08
900223,101866,2025-10-04 14:16:23.257026,online shopping,4342.8,False,2025-10
900224,101720,2025-07-09 14:16:23.257028,electronics,3235.98,False,2025-07
900225,100716,2025-07-22 14:16:23.257030,entertainment,6751.94,False,2025-07
900226,101120,2025-08-17 14:16:23.257032,utilities,1728.1,False,2025-08
900227,101400,2025-07-30 14:16:23.257035,online shopping,6494.63,False,2025-07
900228,100566,2025-06-19 14:16:23.257037,utilities,132.06,False,2025-06
900229,101473,2025-03-16 14:16:23.257039,groceries,1593.89,False,2025-03
900230,100993,2025-04-05 14:16:23.257041,electronics,265.24,False,2025-04
900231,101140,2025-01-27 14:16:23.257043,groceries,8807.14,False,2025-01
900232,101628,2025-04-17 14:16:23.257045,entertainment,2257.33,False,2025-04
900233,101828,2025-09-23 14:16:23.257048,electronics,1330.09,False,2025-09
900234,101987,2025-10-08 14:16:23.257051,dining,2373.82,False,2025-10
900235,101739,2025-03-24 14:16:23.257052,online shopping,2663.84,False,2025-03
900236,101817,2025-06-21 14:16:23.257054,electronics,6553.1,False,2025-06
900237,101529,2025-03-14 14:16:23.257055,groceries,2736.37,False,2025-03
900238,101212,2025-07-22 14:16:23.257056,fuel,1975.91,False,2025-07
900239,101499,2025-12-12 14:16:23.257057,dining,11386.63,False,2025-12
900240,101346,2025-07-23 14:16:23.257058,entertainment,12108.65,False,2025-07
900241,100595,2025-01-20 14:16:23.257059,electronics,137.11,False,2025-01
900242,101993,2025-07-03 14:16:23.257061,utilities,4294.7,False,2025-07
900243,101203,2025-12-09 14:16:23.257062,fuel,1626.9,False,2025-12
900244,101809,2025-06-23 14:16:23.257063,entertainment,3935.91,False,2025-06
900245,101204,2025-03-09 14:16:23.257064,electronics,3545.99,False,2025-03
900246,100958,2025-08-24 14:16:23.257065,dining,1402.22,False,2025-08
900247,101716,2025-09-13 14:16:23.257067,entertainment,15109.12,False,2025-09
900248,101012,2025-01-21 14:16:23.257068,online shopping,1546.23,False,2025-01
900249,101818,2025-01-08 14:16:23.257073,dining,3498.68,False,2025-01
900250,101310,2025-10-23 14:16:23.257075,entertainment,5875.5,False,2025-10
900251,100474,2025-05-25 14:16:23.257077,travel,550.19,False,2025-05
900252,100617,2025-09-04 14:16:23.257079,groceries,1251.21,False,2025-09
900253,100640,2025-11-13 14:16:23.257081,fuel,776.51,False,2025-11
900254,100261,2025-05-23 14:16:23.257083,utilities,5328.56,False,2025-05
900255,101546,2025-03-12 14:16:23.257085,dining,5654.25,False,2025-03
900256,100161,2024-12-28 14:16:23.257087,dining,1034.74,False,2024-12
900257,101510,2025-07-24 14:16:23.257089,groceries,14.49,False,2025-07
900258,101982,2025-03-06 14:16:23.257091,entertainment,1926.82,False,2025-03
900259,100180,2025-09-28 14:16:23.257093,fuel,4066.97,False,2025-09
900260,100724,2025-10-29 14:16:23.257095,groceries,3409.67,False,2025-10
900261,100468,2025-09-22 14:16:23.257097,utilities,2065.17,False,2025-09
900262,101809,2025-06-10 14:16:23.257099,entertainment,1258.08,False,2025-06
900263,100020,2025-02-18 14:16:23.257102,travel,2251.17,False,2025-02
900264,101298,2025-12-17 14:16:23.257104,fuel,53.26,False,2025-12
900265,100259,2025-08-02 14:16:23.257106,dining,268.59,False,2025-08
900266,101356,2025-08-04 14:16:23.257110,fuel,621.41,False,2025-08
900267,100465,2024-12-21 14:16:23.257111,fuel,3436.69,False,2024-12
900268,101139,2025-07-17 14:16:23.257112,electronics,864.23,False,2025-07
900269,101436,2025-07-09 14:16:23.257113,groceries,1926.99,False,2025-07
900270,100536,2025-11-29 14:16:23.257115,electronics,3399.56,False,2025-11
900271,100951,2025-01-24 14:16:23.257116,entertainment,6213.74,False,2025-01
900272,101868,2025-04-19 14:16:23.257117,entertainment,2792.11,False,2025-04
900273,100765,2025-08-11 14:16:23.257119,fuel,682.33,False,2025-08
900274,100958,2025-06-25 14:16:23.257120,groceries,10609.0,False,2025-06
900275,101946,2025-03-13 14:16:23.257121,travel,330.15,False,2025-03
900276,101979,2025-09-25 14:16:23.257122,online shopping,1601.16,False,2025-09
900277,101746,2025-05-10 14:16:23.257124,electronics,8898.46,False,2025-05
900278,101840,2025-01-27 14:16:23.257125,entertainment,3227.5,False,2025-01
900279,101856,2025-07-26 14:16:23.257126,entertainment,3803.24,False,2025-07
900280,100933,2025-09-03 14:16:23.257128,fuel,1256.84,False,2025-09
900281,100850,2025-01-27 14:16:23.257129,entertainment,286.28,False,2025-01
900282,101971,2025-12-07 14:16:23.257130,dining,1593.65,False,2025-12
900283,101280,2025-07-05 14:16:23.257132,groceries,1800.5,False,2025-07
900284,101191,2025-06-05 14:16:23.257133,fuel,1102.79,False,2025-06
900285,101872,2025-05-01 14:16:23.257134,online shopping,849.42,False,2025-05
900286,100532,2025-07-24 14:16:23.257135,electronics,1537.53,False,2025-07
900287,101621,2024-12-24 14:16:23.257136,utilities,3570.11,False,2024-12
900288,100014,2025-04-24 14:16:23.257138,entertainment,10418.14,False,2025-04
900289,100049,2025-12-05 14:16:23.257139,online shopping,4258.29,False,2025-12
900290,100998,2025-05-13 14:16:23.257140,online shopping,5293.14,False,2025-05
900291,100303,2025-04-05 14:16:23.257141,fuel,1278.83,False,2025-04
900292,101510,2025-12-16 14:16:23.257143,utilities,387.06,False,2025-12
900293,100415,2025-05-22 14:16:23.257144,fuel,1206.19,False,2025-05
900294,100304,2025-05-07 14:16:23.257145,utilities,1803.41,False,2025-05
900295,100195,2025-06-07 14:16:23.257146,entertainment,4097.8,False,2025-06
900296,101899,2025-06-05 14:16:23.257147,groceries,9809.72,False,2025-06
900297,100812,2025-04-02 14:16:23.257149,entertainment,5799.55,False,2025-04
900298,100799,2025-10-22 14:16:23.257150,entertainment,1084.27,False,2025-10
900299,100387,2025-08-27 14:16:23.257151,entertainment,6007.65,False,2025-08
900300,100756,2025-05-19 14:16:23.257152,electronics,1857.09,False,2025-05
900301,101984,2025-03-14 14:16:23.257154,dining,675.16,False,2025-03
900302,101888,2025-04-18 14:16:23.257155,groceries,2164.79,False,2025-04
900303,100454,2025-08-23 14:16:23.257156,entertainment,2899.14,False,2025-08
900304,100712,2025-09-22 14:16:23.257158,dining,5044.92,False,2025-09
900305,100704,2025-03-30 14:16:23.257159,dining,1507.18,False,2025-03
900306,100847,2025-02-21 14:16:23.257160,dining,555.58,False,2025-02
900307,101681,2025-08-27 14:16:23.257161,fuel,346.87,False,2025-08
900308,101333,2025-07-07 14:16:23.257163,dining,417.5,False,2025-07
900309,101150,2025-12-14 14:16:23.257165,fuel,10486.7,False,2025-12
900310,100174,2025-08-22 14:16:23.257166,entertainment,10609.85,False,2025-08
900311,101157,2025-11-25 14:16:23.257167,utilities,12130.8,False,2025-11
900312,101089,2025-04-29 14:16:23.257168,groceries,1260.83,False,2025-04
900313,101416,2025-09-19 14:16:23.257170,fuel,744.51,False,2025-09
900314,101987,2025-04-07 14:16:23.257171,fuel,13855.89,False,2025-04
900315,101388,2025-09-17 14:16:23.257172,fuel,15557.86,False,2025-09
900316,100278,2025-07-16 14:16:23.257173,groceries,285.57,False,2025-07
900317,100757,2025-02-14 14:16:23.257174,online shopping,4887.6,False,2025-02
900318,100362,2025-08-25 14:16:23.257176,online shopping,1192.14,False,2025-08
900319,101772,2025-05-25 14:16:23.257177,groceries,8400.64,False,2025-05
900320,100170,2025-09-28 14:16:23.257178,groceries,327.11,False,2025-09
900321,101074,2025-09-06 14:16:23.257179,online shopping,7680.5,False,2025-09
900322,101351,2025-09-29 14:16:23.257180,online shopping,9.19,False,2025-09
900323,101894,2025-09-06 14:16:23.257182,dining,2583.34,False,2025-09
900324,100664,2025-04-22 14:16:23.257183,travel,1430.86,False,2025-04
900325,100591,2025-03-28 14:16:23.257184,entertainment,1951.08,False,2025-03
900326,100930,2025-11-15 14:16:23.257185,online shopping,1990.73,False,2025-11
900327,101168,2025-11-13 14:16:23.257186,groceries,3710.6,False,2025-11
900328,100273,2025-04-13 14:16:23.257187,travel,81.79,False,2025-04
900329,101178,2025-10-29 14:16:23.257188,groceries,4114.58,False,2025-10
900330,101934,2025-03-13 14:16:23.257190,travel,78.57,False,2025-03
900331,100507,2025-04-20 14:16:23.257191,fuel,717.16,False,2025-04
900332,101872,2025-07-19 14:16:23.257192,electronics,3266.51,False,2025-07
900333,100362,2025-07-24 14:16:23.257193,travel,316.41,False,2025-07
900334,101348,2025-11-09 14:16:23.257194,utilities,16449.59,False,2025-11
900335,100847,2025-06-12 14:16:23.257195,entertainment,5369.9,False,2025-06
900336,100654,2025-11-23 14:16:23.257196,utilities,4280.64,False,2025-11
900337,100297,2025-04-18 14:16:23.257197,fuel,1090.39,False,2025-04
900338,100493,2025-05-09 14:16:23.257201,groceries,174.24,False,2025-05
900339,100545,2025-05-02 14:16:23.257203,groceries,13485.0,False,2025-05
900340,100303,2025-07-18 14:16:23.257205,utilities,559.97,False,2025-07
900341,101490,2025-03-05 14:16:23.257206,groceries,6213.55,False,2025-03
900342,100903,2025-09-01 14:16:23.257208,travel,770.16,False,2025-09
900343,100238,2025-11-15 14:16:23.257210,utilities,1639.95,False,2025-11
900344,100649,2024-12-20 14:16:23.257212,groceries,4139.9,False,2024-12
900345,101789,2025-08-29 14:16:23.257214,fuel,10174.78,False,2025-08
900346,101540,2025-08-19 14:16:23.257216,groceries,69.93,False,2025-08
900347,100883,2025-12-02 14:16:23.257218,groceries,1057.5,False,2025-12
900348,101199,2025-05-05 14:16:23.257220,entertainment,5068.08,False,2025-05
900349,101908,2025-12-07 14:16:23.257224,fuel,666.49,False,2025-12
900350,100409,2025-05-29 14:16:23.257226,fuel,413.6,False,2025-05
900351,100725,2025-05-30 14:16:23.257227,online shopping,165.5,False,2025-05
900352,101387,2025-09-11 14:16:23.257229,utilities,2443.49,False,2025-09
900353,101046,2025-08-24 14:16:23.257231,fuel,5109.55,False,2025-08
900354,100317,2025-03-12 14:16:23.257232,dining,11421.23,False,2025-03
900355,100524,2025-01-03 14:16:23.257233,travel,1089.45,False,2025-01
900356,100904,2025-04-30 14:16:23.257234,electronics,452.88,False,2025-04
900357,101776,2025-08-29 14:16:23.257235,entertainment,1802.82,False,2025-08
900358,101299,2024-12-31 14:16:23.257236,fuel,199.63,False,2024-12
900359,101023,2025-12-06 14:16:23.257237,electronics,1408.78,False,2025-12
900360,101627,2025-11-27 14:16:23.257238,entertainment,3605.85,False,2025-11
900361,100619,2025-08-13 14:16:23.257240,online shopping,644.43,False,2025-08
900362,100952,2025-03-08 14:16:23.257241,dining,3497.68,False,2025-03
900363,101252,2025-08-19 14:16:23.257242,groceries,12508.06,False,2025-08
900364,101687,2025-08-16 14:16:23.257243,entertainment,6988.0,False,2025-08
900365,101131,2025-11-15 14:16:23.257244,travel,1544.74,False,2025-11
900366,100800,2025-07-01 14:16:23.257245,dining,1915.59,False,2025-07
